Source,Target,F-stat,p-value
C3,C4,2485.588925429958,0.0
C4,FZ,1507.1440051765906,1.294e-321
P3,C4,1305.9064768266473,0.0
PZ,C4,1304.8173921176883,0.0
C3,FZ,1164.0668899553477,0.0
F3,Fp2,1126.8062201341102,0.0
C4,F7,1024.5031318260883,5.006216207943352e-221
P4,C4,975.8350505179552,0.0
CZ,FZ,962.9538473578052,0.0
C4,C3,939.7706233798673,0.0
T4,F4,875.3231621567961,0.0
C4,F4,773.3791326576674,4.812226686560684e-168
CZ,F4,757.2116679241934,1.927e-321
F4,Fp2,744.6695545192489,2.944924e-316
C3,F4,734.6263030469884,4.19902932532e-312
C4,CZ,732.5036556797015,2.2366772191048053e-159
P4,F4,717.470191948527,5.314369306777765e-305
T4,F8,709.5425350861974,1.0233025928956968e-301
C4,F3,678.2911242651974,7.310081074332279e-148
C4,Fp1,675.6265085977575,2.694203360310837e-147
FZ,Fp2,621.3420664237331,4.640154634014087e-265
Fp2,C4,586.2004027151486,2.1380891595601405e-250
F3,Fp1,576.2762099013396,3.8992191011317214e-126
FZ,CZ,564.346078555649,2.9244258015156868e-241
F4,CZ,562.9430543284201,1.1298139175223978e-240
P4,FZ,556.591820207375,5.137679196453704e-238
F8,Fp2,547.9555340971591,2.1208138120017393e-234
PZ,FZ,534.8516428183628,6.554946544714509e-229
PZ,F4,529.129086546816,1.6428196493251556e-226
T4,FZ,510.36562924136797,1.2244191916220003e-218
F4,T4,507.61826793564273,1.7434709399071623e-217
FZ,C3,493.04040059069234,2.3196638387966263e-211
Fp1,F3,489.4472654673585,1.4024746740243594e-107
CZ,F3,486.70824696741323,1.0649177264964532e-208
P4,T4,486.5913636159469,1.1925084946823655e-208
C3,F3,480.649676166856,3.7603805609599954e-206
F3,C4,476.7320098289146,1.6723758871000953e-204
T6,F4,475.4359079312087,5.870527659621749e-204
C4,Fp2,469.7891734530012,1.3967455992212148e-201
F8,T4,453.22122072942375,1.3269416014780458e-194
PZ,CZ,452.6865720643274,2.2292044311441165e-194
C3,CZ,452.5768215476896,2.4797000768882347e-194
F4,C4,446.5423051378705,8.667189070202273e-192
C4,F8,445.81162726346037,3.1242466291869026e-98
C3,F7,441.8037682568933,8.626265630896188e-190
T6,T4,438.84407883948387,1.52775578147258e-188
F8,C4,437.646691438033,4.887803365189913e-188
P4,F8,432.2468599444737,9.273933587103161e-186
P4,CZ,418.243382944548,7.568268276348284e-180
FZ,C4,417.3532850155817,1.7986461182829076e-179
CZ,F8,414.7788577465551,2.2000177251883494e-178
F4,C3,411.69362536368834,4.425084821445753e-177
F3,CZ,410.3354735718142,1.65889096236932e-176
T4,Fp2,404.71285234728595,3.9467533733614585e-174
F8,CZ,395.38968075273755,3.456619418604926e-170
T4,C4,391.2905201510463,1.874110148423045e-168
T4,F3,387.7647717751795,5.81744062663479e-167
O1,C4,381.15925638956827,3.637636417926674e-164
F3,T4,369.00540809703153,5.112976748100297e-159
CZ,C4,367.46035603736146,2.308808275082316e-158
FZ,Fp1,366.29849197142215,3.7068413097455816e-81
F3,C3,357.1920961758571,5.20291707736537e-154
T6,F8,350.42851171862185,3.846241603944097e-151
T4,F7,342.7795771569929,6.774751642446444e-148
T6,C4,338.7474789806677,3.4881163822467414e-146
T5,C4,338.1287772980719,6.386769149825874e-146
T4,Fp1,336.9075337432408,2.1078129150924736e-145
O2,C4,336.5058041552882,3.121901190023397e-145
P3,FZ,330.7486590081537,8.701271240986676e-143
C3,F8,326.0283471709595,8.812087625125048e-141
Fp2,CZ,317.910580490122,2.4859910741379527e-137
Fp1,Fp2,315.1349698933242,3.764312828845686e-136
T6,FZ,314.0337504616661,1.1065801908625915e-135
T3,C4,313.95766989109313,1.1921685607868911e-135
CZ,Fp2,310.86864727043746,2.455519938785325e-134
CZ,F7,310.2312883242519,4.58410792810261e-134
CZ,Fp1,309.93372001601745,6.135280819249946e-134
Fp2,F3,307.6830116658907,1.5528150298787706e-68
Fp2,T4,307.42661406393114,7.151649580410973e-133
T6,F7,306.75649229537976,2.459732091981643e-68
FZ,T4,306.41802346371406,1.921012901424269e-132
F8,C3,305.73391676265095,3.7550247257639085e-132
Fp1,C4,296.3314921652294,3.7723667171822263e-128
PZ,F8,289.3950067272083,3.3933087059189745e-125
