window_idx,start_time,n_connections,mean_strength,max_strength
0,0.0,258,8.155124753723285,38.60482139423999
1,7.0,285,12.602225724835849,54.21751614550843
2,14.0,299,12.251650288691208,53.415429397539526
3,21.0,295,12.063558936954552,117.91297042897
4,28.0,298,10.41599733890146,59.965760153324844
5,35.0,247,14.93771043657882,78.30823239463666
6,42.0,276,16.89627781460763,117.2616721992243
7,49.0,243,8.589006847159762,76.6610019477212
8,56.0,291,14.853636749449823,97.9669797346786
9,63.0,330,17.586476937246186,71.17651947016228
10,70.0,340,23.114552673261837,108.42768261141559
11,77.0,320,21.387469037101866,134.00110144527645
12,84.0,197,13.757969910543563,173.20992490311315
13,91.0,268,31.176485624748594,224.88240517703034
14,98.0,219,11.568298330750745,61.82395234122236
15,105.0,110,19.32498900457958,535.0995987488444
16,112.0,313,11.404054498884676,60.92010689204019
17,119.0,209,6.936637539123168,43.85013523052033
18,126.0,196,5.535073614849263,42.34413483806388
19,133.0,170,4.23449861065248,25.619279693993906
20,140.0,238,8.44537851136358,71.60431417649309
21,147.0,191,6.559230328196203,50.67384170700694
22,154.0,171,4.443336250061102,30.467453276441866
23,161.0,224,8.539583393721061,62.87383054113795
24,168.0,225,6.788648453354438,50.34950212930653
25,175.0,201,7.097868062095588,55.98181591445294
26,182.0,211,6.270177792357235,40.84049092029152
27,189.0,205,6.787776002791332,53.04377583618749
28,196.0,238,8.467384668937607,59.33348161780755
29,203.0,255,9.573130844945508,80.58554116172364
30,210.0,213,7.1068037813441745,38.06275864286132
31,217.0,235,9.053021382190522,49.59786868676043
32,224.0,232,6.78014760283399,41.02654583153986
33,231.0,243,7.521499515308878,52.49358799107978
34,238.0,215,6.73606129738759,37.13711549038006
35,245.0,196,6.137202637073682,41.13464413153664
36,252.0,195,5.475116447495528,23.897896001765524
37,259.0,223,8.51593893142977,65.967932450837
38,266.0,273,11.75218124130787,77.1807665927309
39,273.0,251,10.41089639645174,81.89980841822187
40,280.0,244,8.926636091207335,69.55555901248279
41,287.0,249,12.869770063045964,114.82777781130932
42,294.0,274,14.012637840189424,64.0635114499664
43,301.0,223,7.792610066307779,39.70767447071253
44,308.0,221,6.21215023505945,38.65654232694465
45,315.0,216,6.67066758188691,40.4953687694806
46,322.0,212,6.694179462693725,55.195910333411675
47,329.0,222,6.662015025368017,67.00727566895678
48,336.0,259,8.72867051862663,61.5018973586566
49,343.0,277,13.309366917861402,112.67989614649146
50,350.0,227,9.064078623917935,46.90859591622962
51,357.0,247,9.251228714758847,89.44632621889949
52,364.0,272,12.6394940090873,62.40034869353814
53,371.0,213,7.833484390808698,56.444414494337465
54,378.0,216,7.446304849813185,50.576730022893486
55,385.0,236,7.859399270383735,72.70552134129571
56,392.0,253,7.348758679634703,53.34890686209422
57,399.0,267,10.58049818132498,76.12310689823897
58,406.0,233,8.163705302621514,50.938617661076776
59,413.0,207,5.875099123610813,33.36054164556561
60,420.0,203,7.3279493404019,49.00126345025565
61,427.0,202,6.036989706782691,27.051626899364603
62,434.0,216,6.575087692463415,44.67778713288091
63,441.0,239,9.666442485927226,54.00553383310417
64,448.0,254,9.160901492957649,48.03950663593948
65,455.0,203,7.3119855771116145,33.76476152496829
66,462.0,233,8.090393372477479,72.24567471370715
67,469.0,214,6.999860733041567,33.238488985933635
68,476.0,218,5.990744068532822,27.84274676636762
69,483.0,248,8.34328340609132,39.95557739786379
70,490.0,240,10.422353387296658,55.698496359824176
71,497.0,277,11.510180973986563,62.167786793889526
72,504.0,253,12.483409979812714,174.64134183043987
73,511.0,266,14.354698068313894,114.38503463491503
74,518.0,256,11.555843603789064,167.99807320253467
75,525.0,266,13.13977496548446,174.3452693583576
76,532.0,282,16.166063399458064,153.32253933818933
77,539.0,278,15.133377617946515,168.38017705675335
78,546.0,285,16.580644955219007,182.61866321250352
79,553.0,276,12.163966396304836,195.0833410491124
80,560.0,284,11.92251339139644,191.98624314811326
81,567.0,276,12.783387711476145,195.3408807940598
82,574.0,269,12.620018844250797,140.92784219895503
83,581.0,293,16.89698640352008,180.13703199763097
84,588.0,304,15.685231038904053,167.20396168118612
85,595.0,264,11.989404540508252,159.94574731341217
