Source,Target,F-stat,p-value
F3,FZ,2097.6582972637493,0.0
FZ,F3,1740.895659540718,0.0
FZ,Fp1,581.9966499854942,2.347166883665543e-127
Fp1,CZ,526.901185229456,1.3661211010738308e-115
Fp1,FZ,488.35953807922965,2.3973251968934868e-107
F3,CZ,440.6141865592466,2.7383727912554456e-189
F7,FZ,422.63644020247597,2.9226620072810705e-93
Fp1,C4,411.0564960701782,8.939791833423373e-91
O2,T6,399.7168163365843,2.434434736761218e-88
T5,T4,379.13002290709244,6.456266492514459e-84
CZ,Fp1,378.1839603350323,1.0312263669710642e-83
T5,T3,362.5697854264803,2.730243931435209e-156
F3,F4,338.3146552449148,5.325488649768622e-146
T6,F7,337.9887530218018,7.323769112398459e-146
FZ,F7,332.02980765177585,8.80132208149329e-74
F3,C4,330.2085427267611,1.4758003024318673e-142
T3,F3,328.16445346047794,1.090044200840475e-141
F3,Fp1,318.40579954778036,7.581451607228035e-71
O1,P3,318.1294353298754,8.695829082129305e-71
C3,CZ,318.058434760186,2.150989027645307e-137
T5,FZ,312.6477286088955,1.3207127924436764e-69
P3,O1,310.5232049485055,3.7913367087677024e-69
C4,Fp1,310.5223642563266,3.792919211619933e-69
T3,P4,309.51386123792116,9.256317019272653e-134
C3,C4,308.0866623870938,3.746205742420166e-133
Fp2,CZ,307.0005551514633,1.0856194086102745e-132
T3,C4,289.38114045649735,3.439773901898573e-125
T3,Fp2,281.1443099224143,1.1119344782774554e-121
T4,T5,274.75024391016746,1.980963092041916e-61
P3,F3,272.2893343173945,6.624405386571749e-118
T5,T6,271.3811984427136,1.6159588167520922e-117
F4,Fp1,269.9291937977363,2.1776597210529633e-60
PZ,F3,267.74672495502665,5.736150944145196e-116
Fp2,C4,265.41446854943115,5.669973024150346e-115
T6,Fp2,262.8888902592678,6.779348172050104e-114
Fp2,T3,262.4301281157243,1.0640223011332727e-113
T6,O2,259.4799955088653,3.9384380011242835e-58
T3,CZ,256.52624857655405,3.521957563774022e-111
FZ,CZ,254.58019044746703,2.3855981624637042e-110
T6,Fp1,253.75616894318475,5.363172771593854e-110
T3,FZ,252.7067228766292,1.5049480873473284e-109
Fp1,F3,251.8382721893488,1.7655392416849172e-56
FZ,P4,250.66361794767414,1.1219931849381119e-108
Fp2,FZ,248.18817478154702,1.280086704714239e-107
F7,F4,247.98942712132003,1.199320450069405e-55
F8,CZ,247.5864899326675,1.4657262062526738e-55
O1,PZ,246.0477204074445,3.1532669106702257e-55
F4,CZ,244.05402163397375,7.46969824507245e-106
T3,C3,243.67604805734865,1.0834112290832006e-105
T6,T5,243.1453577687714,1.8261611602602453e-105
T6,P4,243.0169768723468,2.0720157868235907e-105
FZ,Fp2,240.69248663542626,4.537864393397578e-54
T6,O1,238.8939362876343,1.1976077939808799e-103
Fp1,PZ,238.2573946136182,1.5259949680934702e-53
Fp1,F4,235.3334737352957,6.5474575680386005e-53
P4,T6,234.6071726885456,8.141664710696374e-102
F7,CZ,230.81384715266694,3.4089851492864307e-100
O1,T6,228.80101838754737,1.6965040093627695e-51
T6,F3,224.61619142929246,1.5255884290421939e-97
F8,FZ,223.5577046343019,2.314425446831501e-50
T5,CZ,214.37999553910294,3.6641900649089444e-93
T5,C4,209.54295970533056,4.315272721203126e-91
P3,C4,207.96121272410343,2.0530310346678807e-90
T5,Fp2,207.38707253911497,3.6165144868342757e-90
F7,T3,205.48456993048882,2.3613898744678698e-89
T3,F4,204.1435880758401,8.863340313312531e-89
F7,C4,203.4859970294652,1.695528897773637e-88
F4,P4,200.19303055213715,4.366934029631289e-87
Fp2,T4,197.64587917925672,5.3915806870182634e-86
FZ,C4,195.42405833849205,4.8304991229582285e-85
O1,FZ,194.37080747669737,4.872418480618093e-44
T3,P3,190.86448116931075,4.3518708982028965e-83
T4,P4,190.65680858423158,5.34218707600307e-83
T3,T5,187.9415735647144,7.798929471830085e-82
Fp1,T5,187.76707582999273,9.265488525417552e-82
Fp1,T3,186.00555742671904,5.276477059195781e-81
CZ,F3,185.22109141036836,1.1450185405634665e-80
Fp2,F4,184.21647683708136,3.0883855590366485e-80
F7,F3,183.4670241056246,1.1292257052305023e-41
T5,P3,182.86648532846553,1.1717686338254669e-79
FZ,O1,181.70997379610074,3.672789031681934e-79
PZ,O1,181.04486808397016,7.085162560732458e-79
CZ,O1,180.97289974500183,7.607247349216475e-79
F4,C4,177.2170968418677,3.1106074083198507e-77
O1,F3,176.5922325065237,5.767852535063587e-77
T3,Fp1,176.29411562421498,7.743886292290951e-77
PZ,C4,175.39421872197536,1.8844698760146046e-76
F3,C3,174.37240048818703,5.1733929387420356e-76
P4,PZ,173.2141796893927,1.6253422755129113e-75
O2,F3,171.82226416228067,6.433972146261331e-75
O2,T4,171.4706871278279,4.5358682793752373e-39
F4,FZ,166.52922167771206,5.36826864688601e-38
T5,C3,166.45060757753043,1.303150587829019e-72
T3,O1,165.7919954894342,2.499485128174445e-72
P3,F4,164.1493823282977,1.2687101744414287e-71
O1,T5,161.92850750198943,1.1412064006276045e-70
