window_idx,start_time,n_connections,mean_strength,max_strength
0,0.0,195,7.523738099145316,110.7284028311242
1,7.0,211,7.510969131095812,92.40117204343612
2,14.0,227,8.40683660912666,77.0754739034325
3,21.0,186,7.27115891024762,50.771838769810145
4,28.0,239,9.157327206978993,53.34125564035668
5,35.0,220,7.158925367659955,43.11440621688301
6,42.0,234,13.69661896809169,137.98412408970054
7,49.0,245,15.472985957106866,98.59957086269449
8,56.0,248,12.936608695252968,125.83808588071047
9,63.0,200,6.898309650827508,50.07046233193273
10,70.0,221,7.562329883875946,54.35339478114668
11,77.0,238,9.133853353338496,103.45968464765552
12,84.0,223,6.942419243048691,66.65443751739033
13,91.0,217,8.399541587161298,78.00669431284854
14,98.0,201,6.515127474165207,67.11033100395002
15,105.0,169,6.32199034059143,52.0246876115284
16,112.0,213,8.095078362835658,85.73681352909347
17,119.0,219,6.980123767860505,44.21912552445774
18,126.0,162,4.762112877426989,34.18657002170493
19,133.0,201,6.877916675816092,51.16661707036508
20,140.0,235,6.987400798383393,44.58630310345881
21,147.0,206,7.034133135920304,60.92085663136503
22,154.0,152,6.141215107163331,51.02421376779721
23,161.0,197,9.043681141152453,70.03787167550355
