,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ,25+,26+,27+
Fp1,1.0,0.9494133768725725,0.9065481421650295,0.8173967254340405,0.6703825450328866,0.5795810769976717,0.3480382757670938,0.2907964057995794,0.08214114094146223,0.0918047630659464,0.8344158159386597,0.7459744522121868,0.5009315004044516,0.26133254770408487,0.1439538219328723,0.014410415524313316,0.9452423464758132,0.5886695902314332,0.3693517601002242,-0.00024743807260567933,0.009686529742721902,-0.014432150432131396
Fp2,0.9494133768725725,1.0,0.8905039785888402,0.9092356359091519,0.6773937315836365,0.650384669807677,0.35730404296474055,0.3189964108192128,0.07351660016536629,0.08193082452306114,0.7712996585004604,0.8241152560001186,0.47804280444659863,0.3136607090075912,0.13748580765503363,0.036424368615547376,0.9948198589209726,0.625008484721208,0.38626901336306857,0.0062818067578675856,0.004241589679281695,-0.012698081373259323
F3,0.9065481421650295,0.8905039785888402,1.0,0.8438340036367059,0.8111786516041324,0.6496759216184139,0.4337642885944508,0.352231717258432,0.12309543147761816,0.12625303102176164,0.8234530663811366,0.712520829049307,0.5746185159451158,0.2949768089953023,0.19855745437331712,0.0506677526804197,0.9099146874001416,0.698178154890419,0.44769263580924823,-0.004496148265749153,0.005999766704446475,-0.014212137318348078
F4,0.8173967254340405,0.9092356359091519,0.8438340036367059,1.0,0.7216284185498508,0.7781656890095632,0.4281040990350558,0.4097777586126804,0.120016972453421,0.1270535747904947,0.6843523308389361,0.8551813543333895,0.49218727082549735,0.3782818249020384,0.16894585575760623,0.10027879945596532,0.907990360876885,0.6850308362153716,0.45970971626837814,0.008326539566827437,0.005010826242075588,-0.007087723770261087
C3,0.6703825450328866,0.6773937315836365,0.8111786516041324,0.7216284185498508,1.0,0.7646590239563972,0.7094034549192079,0.5479987961537508,0.26845587267509735,0.2558057559005467,0.671690557936119,0.5994233975682648,0.7417636596869879,0.40823683780270087,0.38102273572183765,0.16859072635278746,0.6920805062766865,0.8293265849274031,0.6730039252585599,-0.009375559327815423,0.0075675979307681706,-0.00538643993597185
C4,0.5795810769976717,0.650384669807677,0.6496759216184139,0.7781656890095632,0.7646590239563972,1.0,0.6005187401288461,0.6958472515902969,0.23064454971007295,0.24890813135114254,0.5085415448255388,0.6732078554233023,0.5637244591009573,0.626936153636068,0.2848039506830926,0.334497082221554,0.6545398224731817,0.7605052008629616,0.6555310044282805,0.0050924384043367086,0.002826365090718181,0.004736434650387474
P3,0.3480382757670938,0.35730404296474055,0.4337642885944508,0.4281040990350558,0.7094034549192079,0.6005187401288461,1.0,0.7654836511990991,0.6743712538241383,0.570206796560766,0.34331650211933534,0.32108413558841914,0.5821869653384261,0.3549131147150034,0.6971338159679871,0.4266361352812985,0.36158718007314783,0.6060233210318942,0.8529914725421867,-0.013785781354744274,0.011841384930734286,-0.0009252437396793314
P4,0.2907964057995794,0.3189964108192128,0.352231717258432,0.4097777586126804,0.5479987961537508,0.6958472515902969,0.7654836511990991,1.0,0.6176713287644704,0.6745842354690724,0.2370263594173248,0.32165115220145557,0.40170639913902084,0.5225098029599642,0.4451881327786472,0.6682272038643373,0.32094907053044663,0.5460448290396334,0.8217807572028469,0.004666029428424658,0.009174187980408668,-0.002148075073971561
O1,0.08214114094146223,0.07351660016536629,0.12309543147761816,0.120016972453421,0.26845587267509735,0.23064454971007295,0.6743712538241383,0.6176713287644704,1.0,0.8999476438494362,0.04824210629501828,0.032994250409082944,0.20897590754221734,0.09531941656636428,0.5377781515971352,0.47654504647062285,0.07393670921429568,0.22379190579150604,0.5697984374450272,-0.0076677765247205164,0.012557970423554944,0.004016048731724087
O2,0.0918047630659464,0.08193082452306114,0.12625303102176164,0.1270535747904947,0.2558057559005467,0.24890813135114254,0.570206796560766,0.6745842354690724,0.8999476438494362,1.0,0.05346649776645541,0.048796942383004645,0.1741854229464023,0.1360398382695413,0.36364383898982383,0.5197751731904444,0.0826703324951092,0.234239737300421,0.5795828731905189,-0.0008964798813275283,0.017383150788831493,0.0010786765563069662
F7,0.8344158159386597,0.7712996585004604,0.8234530663811366,0.6843523308389361,0.671690557936119,0.5085415448255388,0.34331650211933534,0.2370263594173248,0.04824210629501828,0.05346649776645541,1.0,0.7014339156279408,0.6361321020168416,0.2331109240154287,0.16963582387875034,-0.047795764739722496,0.7626962188224387,0.5239343275001879,0.3309029316999635,-0.021890627188564573,0.0042589868911616004,-0.004084927479364735
F8,0.7459744522121868,0.8241152560001186,0.712520829049307,0.8551813543333895,0.5994233975682648,0.6732078554233023,0.32108413558841914,0.32165115220145557,0.032994250409082944,0.048796942383004645,0.7014339156279408,1.0,0.4866026405831144,0.49054954556610075,0.10395561931596604,0.07765206730534356,0.8018812378804814,0.5357618897819496,0.3477666607003553,0.02262161290622357,-0.000106703735574669,-0.0008711639293381992
T3,0.5009315004044516,0.47804280444659863,0.5746185159451158,0.49218727082549735,0.7417636596869879,0.5637244591009573,0.5821869653384261,0.40170639913902084,0.20897590754221734,0.1741854229464023,0.6361321020168416,0.4866026405831144,1.0,0.4293896291444271,0.4974031726135092,0.14490917101228695,0.47838800890085137,0.5033954175141955,0.44384100855696784,-0.018484134792253193,0.0020261646240467166,0.002768704667348541
T4,0.26133254770408487,0.3136607090075912,0.2949768089953023,0.3782818249020384,0.40823683780270087,0.626936153636068,0.3549131147150034,0.5225098029599642,0.09531941656636428,0.1360398382695413,0.2331109240154287,0.49054954556610075,0.4293896291444271,1.0,0.23753408338674187,0.5042156834608429,0.30983849260057705,0.3634659038412676,0.37651619220785776,0.035195482864772504,0.012748418034097585,0.004464140849071374
T5,0.1439538219328723,0.13748580765503363,0.19855745437331712,0.16894585575760623,0.38102273572183765,0.2848039506830926,0.6971338159679871,0.4451881327786472,0.5377781515971352,0.36364383898982383,0.16963582387875034,0.10395561931596604,0.4974031726135092,0.23753408338674187,1.0,0.469337654920213,0.14275212080513683,0.23721115199734688,0.3970748131006985,-0.019956292867960294,0.011879166561489862,0.009426021840530293
