source,target,frequency,band
C3,O2,189,alpha
C3,F8,189,alpha
C4,CZ,189,alpha
C4,PZ,189,alpha
P3,P4,189,alpha
P3,O2,189,alpha
P3,F8,189,alpha
P3,FZ,189,alpha
P3,PZ,189,alpha
P4,F3,189,alpha
P4,C4,189,alpha
P4,O2,189,alpha
P4,F7,189,alpha
P4,T3,189,alpha
P4,FZ,189,alpha
O1,F4,189,alpha
O1,C4,189,alpha
O1,T3,189,alpha
O2,F3,189,alpha
O2,O1,189,alpha
F7,P4,189,alpha
F7,O2,189,alpha
F8,Fp2,189,alpha
F8,P3,189,alpha
F8,T4,189,alpha
F8,T5,189,alpha
T3,T4,189,alpha
T3,T5,189,alpha
T4,PZ,189,alpha
T5,F4,189,alpha
T5,O1,189,alpha
T5,F8,189,alpha
T5,T6,189,alpha
T6,C3,189,alpha
T6,P4,189,alpha
FZ,Fp1,189,alpha
FZ,P4,189,alpha
CZ,Fp2,189,alpha
CZ,P3,189,alpha
CZ,T3,189,alpha
CZ,T5,189,alpha
CZ,T6,189,alpha
CZ,FZ,189,alpha
PZ,C4,189,alpha
PZ,P3,189,alpha
PZ,T4,189,alpha
PZ,T5,189,alpha
PZ,T6,189,alpha
Fp1,FZ,188,alpha
Fp2,P3,188,alpha
Fp2,P4,188,alpha
Fp2,T3,188,alpha
C3,T3,188,alpha
C3,T4,188,alpha
C4,T3,188,alpha
C4,FZ,188,alpha
P3,O1,188,alpha
P4,Fp1,188,alpha
P4,CZ,188,alpha
O1,F8,188,alpha
O1,CZ,188,alpha
O2,C3,188,alpha
O2,F7,188,alpha
O2,F8,188,alpha
F7,F4,188,alpha
F7,T6,188,alpha
F8,O1,188,alpha
F8,T3,188,alpha
F8,CZ,188,alpha
T3,Fp2,188,alpha
T3,F4,188,alpha
T3,C3,188,alpha
T3,P3,188,alpha
T3,P4,188,alpha
T4,Fp1,188,alpha
T4,Fp2,188,alpha
T4,O1,188,alpha
T4,T3,188,alpha
T5,Fp2,188,alpha
T5,C3,188,alpha
T5,O2,188,alpha
T5,T3,188,alpha
T6,T5,188,alpha
T6,CZ,188,alpha
FZ,P3,188,alpha
CZ,F4,188,alpha
CZ,C4,188,alpha
CZ,F8,188,alpha
O2,PZ,188,alpha
Fp1,Fp2,187,alpha
Fp1,F8,187,alpha
Fp2,C3,187,alpha
Fp2,O2,187,alpha
Fp2,F7,187,alpha
F3,Fp2,187,alpha
F3,F4,187,alpha
F3,F8,187,alpha
F3,T4,187,alpha
F4,O1,187,alpha
F4,F7,187,alpha
C3,T6,187,alpha
C4,O2,187,alpha
C4,T6,187,alpha
P4,O1,187,alpha
P4,T5,187,alpha
P4,PZ,187,alpha
O1,T4,187,alpha
O1,T6,187,alpha
O1,PZ,187,alpha
O2,Fp2,187,alpha
O2,T3,187,alpha
O2,T6,187,alpha
F7,Fp2,187,alpha
F7,F3,187,alpha
F8,F4,187,alpha
F8,FZ,187,alpha
T4,C3,187,alpha
T4,P3,187,alpha
T4,O2,187,alpha
T4,FZ,187,alpha
T5,T4,187,alpha
T5,PZ,187,alpha
T6,PZ,187,alpha
FZ,Fp2,187,alpha
PZ,F4,187,alpha
PZ,F8,187,alpha
Fp1,F4,186,alpha
Fp1,T4,186,alpha
F4,O2,186,alpha
F4,PZ,186,alpha
C4,T4,186,alpha
P3,T6,186,alpha
O1,P3,186,alpha
O2,T4,186,alpha
F7,Fp1,186,alpha
F7,T4,186,alpha
F8,C3,186,alpha
T3,FZ,186,alpha
T4,C4,186,alpha
T5,CZ,186,alpha
T6,O1,186,alpha
T6,T4,186,alpha
FZ,C3,186,alpha
CZ,P4,186,alpha
CZ,T4,186,alpha
CZ,PZ,186,alpha
PZ,CZ,186,alpha
Fp1,F7,185,alpha
Fp2,FZ,185,alpha
O2,P4,185,alpha
O2,T5,185,alpha
T4,F4,185,alpha
T4,F7,185,alpha
T4,T6,185,alpha
T4,CZ,185,alpha
T5,P3,185,alpha
Fp2,F3,184,alpha
Fp2,T4,184,alpha
F3,F7,184,alpha
P4,P3,184,alpha
P4,T4,184,alpha
O2,F4,184,alpha
F7,F8,184,alpha
T6,C4,184,alpha
T6,P3,184,alpha
PZ,P4,184,alpha
Fp2,Fp1,183,alpha
FZ,T4,182,alpha
O1,P4,181,alpha
T4,P4,179,alpha
FZ,O1,188,beta
Fp2,PZ,187,beta
O1,FZ,186,beta
O1,CZ,186,beta
O1,F3,185,beta
FZ,PZ,185,beta
CZ,O1,185,beta
Fp2,O1,184,beta
Fp2,FZ,184,beta
F3,T6,184,beta
F7,T6,184,beta
FZ,F4,184,beta
Fp2,CZ,183,beta
F3,C4,183,beta
O2,FZ,183,beta
T6,F3,183,beta
T6,F7,183,beta
CZ,F3,183,beta
Fp2,O2,182,beta
F3,P3,182,beta
F3,P4,182,beta
F3,CZ,182,beta
P4,Fp1,182,beta
O1,Fp1,182,beta
O2,Fp2,182,beta
F8,C4,182,beta
T6,FZ,182,beta
FZ,Fp2,182,beta
FZ,O2,182,beta
FZ,CZ,182,beta
PZ,F3,182,beta
PZ,O1,182,beta
PZ,FZ,182,beta
Fp1,C4,181,beta
Fp1,P4,181,beta
F4,FZ,181,beta
F4,CZ,181,beta
O1,PZ,181,beta
F7,C3,181,beta
F7,O1,181,beta
F7,CZ,181,beta
F7,PZ,181,beta
F8,O2,181,beta
FZ,T6,181,beta
CZ,Fp1,181,beta
Fp1,O1,180,beta
Fp2,C4,180,beta
F3,C3,180,beta
F3,PZ,180,beta
P4,Fp2,180,beta
P4,F4,180,beta
F7,P3,180,beta
F7,P4,180,beta
T6,Fp2,180,beta
CZ,F7,180,beta
Fp1,F3,179,beta
Fp1,C3,179,beta
Fp1,P3,179,beta
Fp1,T6,179,beta
Fp1,CZ,179,beta
O1,F7,179,beta
O2,F7,179,beta
F7,F4,179,beta
T6,F4,179,beta
FZ,C3,179,beta
FZ,F8,179,beta
CZ,FZ,179,beta
PZ,F7,179,beta
Fp1,PZ,178,beta
Fp2,T5,178,beta
F3,F7,178,beta
F4,C3,178,beta
P4,FZ,178,beta
O2,F4,178,beta
F7,F3,178,beta
F7,C4,178,beta
F8,CZ,178,beta
F8,PZ,178,beta
T3,C4,178,beta
FZ,C4,178,beta
PZ,Fp2,178,beta
Fp1,F4,177,beta
Fp2,C3,177,beta
Fp2,P4,177,beta
F3,F4,177,beta
F3,O1,177,beta
F4,C4,177,beta
F4,F8,177,beta
P3,F3,177,beta
P3,F7,177,beta
P4,F3,177,beta
P4,F7,177,beta
O2,F3,177,beta
O2,C4,177,beta
F8,F3,177,beta
F8,O1,177,beta
T3,F7,177,beta
T3,FZ,177,beta
T6,Fp1,177,beta
T6,F8,177,beta
FZ,P4,177,beta
Fp2,F4,176,beta
Fp2,P3,176,beta
Fp2,F8,176,beta
F4,Fp2,176,beta
F4,P3,176,beta
F4,P4,176,beta
F4,PZ,176,beta
C3,P3,176,beta
C3,O1,176,beta
C3,PZ,176,beta
C4,Fp2,176,beta
C4,O1,176,beta
P3,Fp2,176,beta
O1,Fp2,176,beta
O2,CZ,176,beta
F8,T6,176,beta
T3,Fp1,176,beta
FZ,Fp1,176,beta
FZ,T3,176,beta
FZ,T5,176,beta
Fp2,F7,175,beta
F3,O2,175,beta
C3,F3,175,beta
C3,F4,175,beta
C3,T3,175,beta
C4,PZ,175,beta
F7,Fp1,175,beta
F7,O2,175,beta
F8,Fp1,175,beta
T3,Fp2,175,beta
T6,C3,175,beta
T6,C4,175,beta
FZ,P3,175,beta
CZ,F4,175,beta
C4,P3,175,beta
C4,CZ,175,beta
Fp1,O2,174,beta
Fp2,T6,174,beta
C3,C4,174,beta
C3,F7,174,beta
C3,CZ,174,beta
P3,Fp1,174,beta
O1,C4,174,beta
O2,Fp1,174,beta
O2,PZ,174,beta
T3,F4,174,beta
FZ,F7,174,beta
CZ,Fp2,174,beta
PZ,Fp1,174,beta
CZ,C4,174,beta
Fp2,F3,173,beta
F3,Fp1,173,beta
F3,F8,173,beta
F3,T5,173,beta
F4,Fp1,173,beta
C4,C3,173,beta
C4,T6,173,beta
P3,F4,173,beta
P3,C4,173,beta
P3,O1,173,beta
P4,C4,173,beta
P4,O2,173,beta
O1,F4,173,beta
O1,F8,173,beta
F8,P4,173,beta
T3,F3,173,beta
T5,FZ,173,beta
FZ,F3,173,beta
PZ,C4,173,beta
Fp2,Fp1,172,beta
C4,F4,172,beta
C4,F8,172,beta
C4,FZ,172,beta
P3,T3,172,beta
P4,C3,172,beta
P4,O1,172,beta
O1,T5,172,beta
F7,T5,172,beta
CZ,T5,172,beta
F4,F3,171,beta
C4,F3,171,beta
P3,FZ,171,beta
P4,F8,171,beta
O1,T3,171,beta
O2,C3,171,beta
O2,O1,171,beta
F8,Fp2,171,beta
F8,C3,171,beta
F8,P3,171,beta
F8,T5,171,beta
T6,O1,171,beta
CZ,C3,171,beta
CZ,P3,171,beta
PZ,F4,171,beta
P4,CZ,171,beta
Fp1,T3,170,beta
Fp1,T5,170,beta
F3,T3,170,beta
F4,T5,170,beta
C4,P4,170,beta
C4,O2,170,beta
P3,PZ,170,beta
O2,F8,170,beta
F8,F4,170,beta
F8,T3,170,beta
F8,FZ,170,beta
T3,O1,170,beta
T5,Fp2,170,beta
T5,F3,170,beta
PZ,T3,170,beta
F4,O1,170,beta
F4,O2,170,beta
C3,Fp1,169,beta
F7,FZ,169,beta
T3,CZ,169,beta
T5,F4,169,beta
T5,T4,169,beta
CZ,O2,169,beta
CZ,F8,169,beta
PZ,F8,169,beta
PZ,T5,169,beta
C3,O2,168,beta
C4,T3,168,beta
P4,T5,168,beta
O1,O2,168,beta
F7,F8,168,beta
F7,T3,168,beta
T6,CZ,168,beta
T6,PZ,168,beta
PZ,C3,168,beta
Fp1,F7,167,beta
Fp1,F8,167,beta
Fp1,FZ,167,beta
C4,F7,167,beta
P3,P4,167,beta
P3,F8,167,beta
P4,T6,167,beta
O2,P4,167,beta
F8,F7,167,beta
T5,Fp1,167,beta
T5,F7,167,beta
CZ,T3,167,beta
F3,FZ,166,beta
C3,T5,166,beta
C3,FZ,166,beta
C4,Fp1,166,beta
P3,T5,166,beta
P3,CZ,166,beta
P4,P3,166,beta
T3,C3,166,beta
T3,O2,166,beta
T3,T5,166,beta
T5,F8,166,beta
Fp2,T3,165,beta
F4,F7,165,beta
F4,T3,165,beta
F4,T6,165,beta
C3,T6,165,beta
O1,C3,165,beta
O1,P4,165,beta
T3,P3,165,beta
T3,P4,165,beta
T4,T5,165,beta
T5,C4,165,beta
T6,T5,165,beta
CZ,PZ,165,beta
PZ,O2,165,beta
PZ,P4,165,beta
F3,Fp2,164,beta
C3,Fp2,164,beta
P3,O2,164,beta
T3,F8,164,beta
T3,T6,164,beta
T6,P4,164,beta
T6,O2,164,beta
T6,T3,164,beta
PZ,CZ,164,beta
O2,P3,163,beta
T3,PZ,163,beta
T4,F7,163,beta
T5,CZ,163,beta
PZ,P3,163,beta
P4,PZ,163,beta
Fp1,T4,162,beta
F3,T4,162,beta
C3,F8,162,beta
C4,T4,162,beta
P3,T6,162,beta
O2,T3,162,beta
F7,T4,162,beta
T4,Fp1,162,beta
T4,F3,162,beta
T5,PZ,162,beta
C4,T5,162,beta
T5,O1,161,beta
P3,C3,160,beta
O1,P3,160,beta
T4,Fp2,160,beta
T5,O2,160,beta
T5,T3,160,beta
F7,Fp2,159,beta
T4,F4,159,beta
T5,P4,159,beta
T6,P3,159,beta
T5,T6,159,beta
Fp2,T4,158,beta
C3,P4,158,beta
Fp1,Fp2,157,beta
P4,T3,157,beta
CZ,P4,157,beta
O2,T6,156,beta
PZ,T6,156,beta
O1,T6,155,beta
O2,T5,155,beta
CZ,T6,155,beta
T4,C3,154,beta
T5,C3,154,beta
T4,FZ,153,beta
O2,T4,151,beta
F8,T4,151,beta
T4,T3,151,beta
T5,P3,151,beta
FZ,T4,151,beta
T3,T4,150,beta
T4,T6,150,beta
T6,T4,150,beta
C3,T4,149,beta
F4,T4,148,beta
T4,C4,148,beta
O1,T4,147,beta
T4,P3,147,beta
P4,T4,146,beta
T4,P4,146,beta
CZ,T4,146,beta
T4,O1,145,beta
T4,O2,145,beta
T4,CZ,145,beta
PZ,T4,145,beta
T4,PZ,144,beta
P3,T4,143,beta
T4,F8,141,beta
Fp1,F4,193,delta
Fp1,P3,193,delta
Fp1,P4,193,delta
Fp1,F8,193,delta
Fp1,T5,193,delta
Fp1,T6,193,delta
Fp2,F3,193,delta
Fp2,C3,193,delta
Fp2,C4,193,delta
Fp2,P3,193,delta
Fp2,O2,193,delta
Fp2,T4,193,delta
Fp2,FZ,193,delta
F3,Fp2,193,delta
F3,F4,193,delta
F3,P3,193,delta
F3,P4,193,delta
F3,F8,193,delta
F3,T5,193,delta
F3,T6,193,delta
F4,Fp1,193,delta
F4,F3,193,delta
F4,C3,193,delta
F4,P3,193,delta
F4,F8,193,delta
F4,T4,193,delta
F4,T5,193,delta
F4,T6,193,delta
F4,PZ,193,delta
C3,Fp1,193,delta
C3,Fp2,193,delta
C3,F4,193,delta
C3,C4,193,delta
C3,O1,193,delta
C3,FZ,193,delta
C3,CZ,193,delta
C3,PZ,193,delta
C4,Fp1,193,delta
C4,F3,193,delta
C4,F4,193,delta
C4,C3,193,delta
C4,P3,193,delta
C4,F7,193,delta
C4,T4,193,delta
C4,T6,193,delta
P3,Fp1,193,delta
P3,F3,193,delta
P3,F4,193,delta
P3,C3,193,delta
P3,F7,193,delta
P3,F8,193,delta
P3,T4,193,delta
P3,CZ,193,delta
P3,PZ,193,delta
P4,T3,193,delta
O1,Fp1,193,delta
O1,Fp2,193,delta
O1,F3,193,delta
O1,C4,193,delta
O1,P3,193,delta
O1,F7,193,delta
O1,F8,193,delta
O1,FZ,193,delta
O2,Fp1,193,delta
O2,F3,193,delta
O2,C3,193,delta
O2,FZ,193,delta
F7,F3,193,delta
F7,P3,193,delta
F7,P4,193,delta
F7,O1,193,delta
F7,F8,193,delta
F7,T3,193,delta
F7,T5,193,delta
F8,Fp1,193,delta
F8,F3,193,delta
F8,C3,193,delta
F8,C4,193,delta
F8,O2,193,delta
F8,F7,193,delta
F8,T3,193,delta
F8,T6,193,delta
F8,CZ,193,delta
T3,F4,193,delta
T3,C4,193,delta
T3,P3,193,delta
T3,O2,193,delta
T3,F8,193,delta
T3,FZ,193,delta
T4,Fp1,193,delta
T4,Fp2,193,delta
T4,F3,193,delta
T4,F4,193,delta
T4,C3,193,delta
T4,C4,193,delta
T4,F8,193,delta
T4,T3,193,delta
T4,FZ,193,delta
T5,Fp1,193,delta
T5,Fp2,193,delta
T5,F3,193,delta
T5,P4,193,delta
T5,O2,193,delta
T5,F7,193,delta
T5,T3,193,delta
T5,FZ,193,delta
T6,F4,193,delta
T6,P4,193,delta
FZ,Fp2,193,delta
FZ,F4,193,delta
FZ,C3,193,delta
FZ,C4,193,delta
FZ,O2,193,delta
FZ,T4,193,delta
CZ,Fp1,193,delta
CZ,Fp2,193,delta
CZ,F3,193,delta
CZ,C4,193,delta
CZ,P3,193,delta
CZ,F7,193,delta
CZ,FZ,193,delta
CZ,PZ,193,delta
PZ,Fp1,193,delta
PZ,Fp2,193,delta
PZ,F3,193,delta
PZ,C4,193,delta
PZ,P3,193,delta
PZ,F7,193,delta
PZ,FZ,193,delta
PZ,CZ,193,delta
Fp1,Fp2,192,delta
Fp1,F3,192,delta
Fp1,C3,192,delta
Fp1,O2,192,delta
Fp1,T4,192,delta
Fp1,FZ,192,delta
Fp1,CZ,192,delta
Fp1,PZ,192,delta
Fp2,Fp1,192,delta
Fp2,O1,192,delta
Fp2,T5,192,delta
F3,Fp1,192,delta
F3,C3,192,delta
F3,T3,192,delta
F3,T4,192,delta
F3,FZ,192,delta
F4,C4,192,delta
F4,O1,192,delta
F4,O2,192,delta
F4,T3,192,delta
F4,FZ,192,delta
F4,CZ,192,delta
C3,F3,192,delta
C3,P3,192,delta
C3,P4,192,delta
C3,F8,192,delta
C3,T4,192,delta
C3,T6,192,delta
C4,Fp2,192,delta
C4,P4,192,delta
C4,O2,192,delta
C4,F8,192,delta
C4,T5,192,delta
C4,FZ,192,delta
P3,Fp2,192,delta
P3,C4,192,delta
P3,P4,192,delta
P3,O1,192,delta
P3,T3,192,delta
P3,FZ,192,delta
P4,Fp1,192,delta
P4,Fp2,192,delta
P4,F3,192,delta
P4,F4,192,delta
P4,C4,192,delta
P4,P3,192,delta
P4,O1,192,delta
P4,O2,192,delta
P4,F8,192,delta
P4,T4,192,delta
P4,T5,192,delta
P4,T6,192,delta
P4,FZ,192,delta
O1,C3,192,delta
O1,P4,192,delta
O1,T3,192,delta
O2,Fp2,192,delta
O2,F4,192,delta
O2,C4,192,delta
O2,F7,192,delta
O2,T5,192,delta
O2,T6,192,delta
O2,CZ,192,delta
F7,Fp2,192,delta
F7,F4,192,delta
F7,C3,192,delta
F7,C4,192,delta
F7,T4,192,delta
F7,T6,192,delta
F7,FZ,192,delta
F7,CZ,192,delta
F7,PZ,192,delta
F8,Fp2,192,delta
F8,P4,192,delta
F8,O1,192,delta
F8,FZ,192,delta
F8,PZ,192,delta
T3,Fp2,192,delta
T3,T4,192,delta
T3,CZ,192,delta
T3,PZ,192,delta
T4,P4,192,delta
T4,O2,192,delta
T4,F7,192,delta
T4,T5,192,delta
T4,T6,192,delta
T4,CZ,192,delta
T4,PZ,192,delta
T5,C3,192,delta
T5,C4,192,delta
T5,P3,192,delta
T5,F8,192,delta
T6,Fp1,192,delta
T6,F3,192,delta
T6,C4,192,delta
T6,P3,192,delta
T6,O1,192,delta
T6,O2,192,delta
T6,F7,192,delta
T6,T3,192,delta
T6,CZ,192,delta
T6,PZ,192,delta
FZ,Fp1,192,delta
FZ,F3,192,delta
FZ,P3,192,delta
FZ,P4,192,delta
FZ,O1,192,delta
FZ,T5,192,delta
FZ,T6,192,delta
CZ,F4,192,delta
CZ,C3,192,delta
CZ,P4,192,delta
CZ,F8,192,delta
CZ,T3,192,delta
PZ,C3,192,delta
PZ,P4,192,delta
PZ,O2,192,delta
PZ,F8,192,delta
Fp1,C4,191,delta
Fp1,T3,191,delta
Fp2,P4,191,delta
Fp2,F7,191,delta
Fp2,T6,191,delta
Fp2,CZ,191,delta
F3,C4,191,delta
F3,O2,191,delta
F3,F7,191,delta
F3,CZ,191,delta
F3,PZ,191,delta
F4,Fp2,191,delta
F4,P4,191,delta
F4,F7,191,delta
C3,O2,191,delta
C3,F7,191,delta
C3,T5,191,delta
C4,T3,191,delta
C4,CZ,191,delta
C4,PZ,191,delta
P3,O2,191,delta
P3,T5,191,delta
P3,T6,191,delta
P4,C3,191,delta
P4,F7,191,delta
P4,CZ,191,delta
P4,PZ,191,delta
O1,F4,191,delta
O1,O2,191,delta
O1,T5,191,delta
O1,CZ,191,delta
O2,P3,191,delta
O2,O1,191,delta
O2,F8,191,delta
O2,T3,191,delta
O2,T4,191,delta
O2,PZ,191,delta
F8,F4,191,delta
F8,P3,191,delta
T3,Fp1,191,delta
T3,F3,191,delta
T3,P4,191,delta
T3,O1,191,delta
T3,F7,191,delta
T3,T6,191,delta
T4,P3,191,delta
T4,O1,191,delta
T5,O1,191,delta
T5,T4,191,delta
T5,T6,191,delta
T5,CZ,191,delta
T5,PZ,191,delta
T6,Fp2,191,delta
T6,C3,191,delta
T6,F8,191,delta
T6,T4,191,delta
T6,T5,191,delta
FZ,F7,191,delta
FZ,PZ,191,delta
CZ,O1,191,delta
CZ,O2,191,delta
PZ,F4,191,delta
PZ,T3,191,delta
PZ,T4,191,delta
F8,T5,191,delta
Fp1,O1,190,delta
Fp2,F4,190,delta
Fp2,F8,190,delta
Fp2,T3,190,delta
Fp2,PZ,190,delta
C3,T3,190,delta
C4,O1,190,delta
O1,T4,190,delta
O1,T6,190,delta
O2,P4,190,delta
F7,Fp1,190,delta
F7,O2,190,delta
F8,T4,190,delta
T3,T5,190,delta
T5,F4,190,delta
T6,FZ,190,delta
FZ,F8,190,delta
FZ,CZ,190,delta
CZ,T4,190,delta
CZ,T5,190,delta
PZ,O1,190,delta
PZ,T5,190,delta
F3,O1,189,delta
T3,C3,189,delta
Fp1,F7,188,delta
O1,PZ,188,delta
FZ,T3,188,delta
PZ,T6,188,delta
CZ,T6,186,delta
F7,F3,190,gamma
F3,F7,189,gamma
Fp2,FZ,186,gamma
FZ,Fp2,185,gamma
Fp1,F3,184,gamma
CZ,O1,184,gamma
O1,CZ,183,gamma
T5,T4,180,gamma
O1,FZ,178,gamma
O1,PZ,178,gamma
FZ,O1,178,gamma
F3,O1,177,gamma
O2,Fp1,177,gamma
F7,CZ,177,gamma
P4,O2,176,gamma
P4,T6,176,gamma
O1,O2,176,gamma
FZ,P3,176,gamma
Fp1,O1,175,gamma
Fp1,F7,175,gamma
Fp1,CZ,175,gamma
Fp1,PZ,175,gamma
Fp2,C3,175,gamma
C4,T6,175,gamma
O1,Fp1,175,gamma
O2,F7,175,gamma
F7,O2,175,gamma
F7,PZ,175,gamma
T3,Fp1,175,gamma
FZ,F8,175,gamma
PZ,F3,175,gamma
F3,Fp1,174,gamma
O1,F8,174,gamma
T4,T5,174,gamma
CZ,FZ,174,gamma
P3,O1,173,gamma
O2,F3,173,gamma
F7,Fp1,173,gamma
T5,Fp1,173,gamma
FZ,F4,173,gamma
FZ,PZ,173,gamma
CZ,Fp1,173,gamma
CZ,F3,173,gamma
CZ,F7,173,gamma
PZ,O1,173,gamma
Fp1,O2,172,gamma
Fp1,T5,172,gamma
F3,PZ,172,gamma
F4,FZ,172,gamma
C4,P4,172,gamma
O2,FZ,172,gamma
CZ,T6,172,gamma
PZ,Fp1,172,gamma
PZ,FZ,172,gamma
F8,F3,172,gamma
F8,FZ,172,gamma
Fp1,C3,171,gamma
Fp1,P3,171,gamma
Fp1,P4,171,gamma
F3,F8,171,gamma
F4,O1,171,gamma
C4,O2,171,gamma
P4,C4,171,gamma
O1,Fp2,171,gamma
O1,F3,171,gamma
O2,O1,171,gamma
O2,T3,171,gamma
F7,F8,171,gamma
FZ,Fp1,171,gamma
FZ,CZ,171,gamma
CZ,O2,171,gamma
PZ,T6,171,gamma
Fp2,O1,170,gamma
P3,T6,170,gamma
F7,F4,170,gamma
F7,P3,170,gamma
F7,O1,170,gamma
F7,FZ,170,gamma
T6,F7,170,gamma
FZ,O2,170,gamma
CZ,Fp2,170,gamma
CZ,C4,170,gamma
CZ,PZ,170,gamma
P3,Fp1,170,gamma
Fp1,F4,169,gamma
F3,C3,169,gamma
F3,O2,169,gamma
C4,F8,169,gamma
C4,PZ,169,gamma
P3,F7,169,gamma
P4,Fp2,169,gamma
O1,F7,169,gamma
O1,T6,169,gamma
O2,F8,169,gamma
T6,PZ,169,gamma
FZ,F7,169,gamma
C4,T3,169,gamma
F3,T5,168,gamma
F3,CZ,168,gamma
C3,O1,168,gamma
P4,FZ,168,gamma
O2,Fp2,168,gamma
O2,C4,168,gamma
O2,T6,168,gamma
T3,Fp2,168,gamma
T3,F7,168,gamma
FZ,P4,168,gamma
FZ,T5,168,gamma
CZ,T5,168,gamma
P3,C4,168,gamma
F8,Fp2,168,gamma
FZ,F3,168,gamma
Fp1,FZ,167,gamma
Fp2,F7,167,gamma
Fp2,T6,167,gamma
F4,Fp1,167,gamma
F4,O2,167,gamma
P4,F7,167,gamma
P4,F8,167,gamma
P4,T5,167,gamma
P4,PZ,167,gamma
O2,F4,167,gamma
