Source,Target,F-stat,p-value
C4,F4,4345.12875253415,0.0
C3,F3,3669.4074506239854,0.0
F4,C4,3521.5578985175216,0.0
FZ,CZ,3436.1495431582543,0.0
C4,F8,3133.8161623725864,0.0
FZ,C4,3101.518121344905,0.0
T3,F3,2910.0024033094933,0.0
F3,CZ,2867.3923452238296,0.0
C4,FZ,2785.1474374722484,0.0
CZ,Fp1,2699.748818728148,0.0
PZ,FZ,2672.86322559352,0.0
F3,C3,2621.032046447991,0.0
C3,F4,2565.45192373528,0.0
F4,CZ,2463.238406660932,0.0
C3,F7,2453.605132432977,0.0
F8,C4,2400.0782869334344,0.0
CZ,FZ,2392.720884271715,0.0
CZ,F3,2371.154347282332,0.0
CZ,F8,2267.2339054546856,0.0
PZ,F4,2263.5073489102424,0.0
C3,FZ,2244.5536276934886,0.0
CZ,Fp2,2209.642624735362,0.0
FZ,C3,2095.892953657987,0.0
T3,FZ,1987.797838925819,0.0
PZ,F3,1965.9172512460436,0.0
F4,Fp2,1942.5498096709498,0.0
CZ,F4,1935.1694430183952,0.0
T4,O2,1915.1228057966575,0.0
T4,F8,1904.5828604989524,0.0
C3,Fp2,1889.071705772694,0.0
Fp1,CZ,1883.8500388918385,0.0
T4,F4,1868.7097148241855,0.0
P4,F4,1853.1989985369853,0.0
P4,FZ,1849.162427246641,0.0
C4,F3,1832.9144638701641,0.0
FZ,Fp2,1829.3891925092616,0.0
C4,P4,1828.257344607055,0.0
F3,C4,1827.694733974746,0.0
C3,T5,1815.0911270697743,0.0
F7,CZ,1805.0689690093895,0.0
T3,F7,1741.7527336031899,0.0
F7,C3,1739.2192263038648,0.0
C4,Fp2,1735.5157568090847,0.0
Fp2,CZ,1731.1173718631594,0.0
Fp2,C4,1614.019637499262,0.0
F4,C3,1610.7625265413117,0.0
C3,F8,1600.2456056340832,0.0
T4,O1,1590.622609230069,0.0
P3,FZ,1587.5224531865158,0.0
CZ,F7,1569.8526696589317,0.0
C3,P3,1559.2867500653965,0.0
Fp1,C4,1551.254081898927,0.0
C4,O2,1549.7765709660084,0.0
F8,CZ,1547.2858477896214,0.0
C3,Fp1,1520.2617804082543,0.0
C4,Fp1,1516.4671580942354,0.0
C4,F7,1495.8787745106413,0.0
CZ,T5,1464.8421577272627,0.0
P3,F3,1454.249855245183,0.0
FZ,Fp1,1421.771577096215,0.0
CZ,PZ,1413.1049406654197,0.0
Fp1,C3,1407.0055502297234,0.0
CZ,O1,1390.5657412642245,0.0
CZ,P3,1372.0179062267428,0.0
Fp1,FZ,1344.9865113253404,0.0
T3,T5,1324.9579069632034,0.0
PZ,CZ,1322.115624999226,0.0
Fp2,C3,1319.6021178500423,0.0
Fp2,FZ,1314.5945433724683,0.0
T4,P4,1314.2869722323642,0.0
PZ,F8,1295.7491039894103,0.0
C3,O1,1276.8203459582803,0.0
T4,T5,1252.9559600173236,0.0
T3,Fp1,1235.0264481012425,0.0
F8,C3,1229.0295294599825,0.0
FZ,T3,1227.764432114259,0.0
P3,F4,1211.272409681635,0.0
F7,C4,1199.8524758544306,0.0
PZ,C4,1195.297119690689,0.0
F3,Fp1,1179.4430401496104,0.0
FZ,PZ,1155.3406423255963,0.0
F4,F8,1141.4450033577223,0.0
T4,FZ,1124.6282507034475,0.0
F3,T3,1117.8472137727333,0.0
T4,T6,1113.1277132991436,0.0
T3,O1,1109.9058393835114,0.0
T6,O2,1101.402202109592,0.0
T6,O1,1099.430416803357,0.0
T3,P3,1081.0616716818529,0.0
Fp2,F4,1080.5203548622912,0.0
PZ,F7,1073.1107633508257,0.0
P4,F8,1070.0760610925274,0.0
C4,O1,1059.7411575566427,0.0
FZ,O2,1045.5966360324262,0.0
T6,T5,1023.9054855974788,0.0
P3,CZ,1023.2815081851116,0.0
F8,T5,1008.6375350643286,0.0
FZ,P4,998.3922431560813,0.0
C4,PZ,996.4192681118495,0.0
P4,C4,993.4418860752944,0.0
F4,T5,979.5337916437403,0.0
P4,F3,967.1250287359978,0.0
C4,T6,960.88176064569,0.0
FZ,T6,953.2716845478493,0.0
F4,PZ,942.2174032629342,0.0
P3,F7,933.8714875632484,0.0
C3,C4,931.8891423457796,0.0
FZ,T5,924.6413471713115,0.0
FZ,T4,915.7217159029454,0.0
F8,O1,914.9803482289888,0.0
Fp1,F3,906.006508387843,0.0
F7,T3,899.1312505603512,0.0
FZ,O1,897.2615320151793,0.0
F4,O2,891.3816451599542,0.0
Fp1,F4,873.4923462107007,0.0
Fp2,T3,868.0266571307976,0.0
F4,O1,868.0095986702238,0.0
PZ,Fp1,864.1022538597075,0.0
F8,O2,861.1619464690018,0.0
P3,C3,858.2293597733427,0.0
F4,T3,857.7964968379274,0.0
T4,PZ,844.9384754341975,0.0
T3,Fp2,837.0620921533946,0.0
CZ,O2,825.0256159941027,0.0
T5,FZ,819.7317160960218,0.0
F8,Fp2,815.5635154683678,0.0
T3,F4,812.6935132861674,0.0
F4,T4,806.9537254022227,0.0
T6,F4,799.3085393880501,0.0
PZ,Fp2,785.9127873877746,0.0
C4,C3,783.1903241769984,0.0
F8,T3,781.8860020032978,0.0
Fp2,T5,775.1656893837788,0.0
F4,P4,773.1808714108035,0.0
F3,Fp2,768.1072783267448,0.0
Fp2,F3,763.865738371382,0.0
T5,F3,755.7494417075786,0.0
F3,PZ,751.4678651133614,0.0
F4,T6,743.41544754294,4.106e-321
PZ,C3,728.4579517942858,1.026834083e-314
FZ,P3,721.2283171968021,1.2722692144485e-311
Fp1,T3,714.6775450108473,8.08377453803858e-309
P3,F8,703.621774368341,4.356779584472693e-304
Fp2,O1,692.637323838888,2.1941076100805697e-299
F3,F4,680.1401977579443,4.92230479292102e-294
Fp1,O2,679.2113905536181,1.2300192916137778e-293
F3,O2,675.5651024482302,4.4816350424931505e-292
F7,O2,673.0809901890816,5.191892675247886e-291
F4,P3,667.9738844197526,7.993821360029025e-289
PZ,O1,665.409252652185,1.0029992209311366e-287
Fp1,Fp2,644.5511624646039,8.667655269910056e-279
CZ,P4,644.3819270297558,1.0242968489610961e-278
Fp1,T6,641.3255470924848,2.0905053680386357e-277
F7,T5,638.8867161915931,2.3199698888988228e-276
F7,O1,635.2131438490361,8.709561149137285e-275
Fp1,T4,634.3345897578948,2.0728465755451642e-274
T4,Fp2,632.1061939371328,1.8695860063733422e-273
Fp2,O2,624.024884122941,5.446037507264645e-270
P3,C4,618.8652875642636,8.876111616120912e-268
F8,PZ,617.5032559863552,3.405836143844683e-267
T6,FZ,612.4454534031914,5.023553706884817e-265
F7,T6,604.3696062466848,1.460174151110643e-261
F3,T6,595.0045116418142,1.5185299911809281e-257
C4,T5,593.9085811960948,4.48288004099508e-257
F3,T5,590.872863803072,8.992463657727832e-256
F8,T6,590.6995640552622,1.0671529528677906e-255
F7,F4,584.2811825073835,6.053235521727979e-253
F3,P4,579.8261655466,4.9384969591927995e-251
F4,F3,574.6180508796255,8.483433651592111e-249
F7,Fp1,573.6495387545916,2.2091192838490975e-248
F4,Fp1,571.3542044225129,2.1346168209718133e-247
F7,Fp2,569.5830064674365,1.228870543887754e-246
F3,O1,563.0804879087783,7.595929958839697e-244
Fp1,O1,562.1956782309954,1.8213630886541292e-243
P4,T4,555.9377549584253,8.848826090220304e-241
O2,T5,550.3449297982907,2.2291801568488608e-238
T5,F4,549.8649806578754,3.582799509894823e-238
F8,T4,548.951690407552,8.83833717481913e-238
F8,Fp1,545.2926589991845,2.886021245893145e-120
F7,PZ,543.2233875138422,2.54773550088518e-235
T6,F8,539.1316904024037,1.4566086795799546e-233
T3,F8,535.5626709546484,4.9680654761015134e-232
T5,F7,535.2015306925903,7.10065368204479e-232
F8,F3,522.1480792647889,2.8745965048601966e-226
T4,T3,521.6073816368939,4.907644275873455e-226
P3,Fp1,518.3849662854985,1.1894625968958968e-224
