,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ
Fp1,0.9999999999999999,0.8930977746654948,0.7450799202632731,0.7688414301697136,0.3580741963124054,0.326652397383526,-0.13361395613701796,-0.2612614663448336,-0.43163850483114896,-0.3858426238258614,0.8975921808555632,0.7386684635119822,0.34645525039289954,0.37754733328179485,-0.07993558518672497,-0.2222514868143937,0.760958048476953,0.14066677790311355,-0.3394198255094686
Fp2,0.8930977746654949,1.0,0.6551329988600373,0.8139972702862953,0.3161403137881419,0.29146796012375187,-0.15123527189099975,-0.33808086377894014,-0.3802929033411892,-0.3980314333302865,0.7296491234471629,0.8035384165656881,0.42251460537293584,0.37712873056781054,0.10555826945639477,-0.2598585583054291,0.7006208990741873,0.08960050920000512,-0.365508923458748
F3,0.7450799202632731,0.6551329988600373,1.0,0.5992411337874575,0.44402803424781534,0.27467898323614287,0.05355263209418854,-0.1684843399433073,-0.3780012262886028,-0.305777145965982,0.7359624259806916,0.5944214160342326,0.4464820941790069,0.4691858168457664,0.1535531327767571,-0.10918255796163306,0.7855266246095061,0.32555941559003865,-0.18532483593308927
F4,0.7688414301697136,0.8139972702862953,0.5992411337874575,0.9999999999999999,0.6698009039868011,0.5420693425117789,0.02897045474392542,-0.17546412885924315,-0.28850120735503204,-0.3864763211840545,0.7720098758476935,0.8684823768447902,0.5273915351162632,0.48627719932964164,0.21830754838322236,-0.12409559004175581,0.7753336330806498,0.23030108841841632,-0.25635545638622975
C3,0.3580741963124054,0.3161403137881419,0.4440280342478153,0.6698009039868011,1.0,0.5883818989388097,0.19817725882879308,0.07070294683565995,-0.1098561606975318,-0.1709486161954003,0.6021763919129073,0.499790811433391,0.6232855029665062,0.37606445995890736,0.29122996398089723,-0.015093189319759882,0.5331082189549462,0.46190344264315786,0.07626252050040823
C4,0.32665239738352597,0.29146796012375187,0.27467898323614287,0.5420693425117789,0.5883818989388097,1.0,0.20726126117176963,0.2687731402767455,-0.038887452463413484,-0.21371527034358428,0.41370980030686977,0.4284889760015881,0.19546436320323823,0.5229631135120759,0.12541230936482428,0.256408659306926,0.5593846590717022,0.42407946502659716,0.30772937270272477
P3,-0.13361395613701793,-0.15123527189099975,0.053552632094188535,0.02897045474392542,0.19817725882879306,0.20726126117176963,0.9999999999999999,0.20122653380238265,0.5352150795882846,0.25786257650237254,-0.06705939152850164,0.08573198183713518,0.20634996864992394,0.027579054923131154,0.555432313516111,0.33076259445937267,-0.03608364401744732,0.3413439681249716,0.5369564890749884
P4,-0.2612614663448336,-0.33808086377894014,-0.1684843399433073,-0.17546412885924312,0.07070294683565995,0.2687731402767455,0.20122653380238267,1.0,0.46342991789203747,0.742373512113454,-0.163731636832035,-0.25478120336997223,-0.27371538197359946,0.02205149316550688,-0.12807443740195049,0.7373495488883275,-0.07866937276211998,-0.13379728377922245,0.6161754320371131
O1,-0.43163850483114896,-0.3802929033411892,-0.3780012262886028,-0.28850120735503204,-0.1098561606975318,-0.038887452463413484,0.5352150795882846,0.46342991789203747,1.0,0.7515799549091291,-0.4309208483817346,-0.3287974827502962,-0.29027482703753593,-0.4118269567024804,0.35169757453576933,0.5304176262107833,-0.42658065905782766,-0.055802840814345285,0.6284270363787179
O2,-0.3858426238258614,-0.3980314333302865,-0.305777145965982,-0.38647632118405445,-0.1709486161954003,-0.21371527034358428,0.25786257650237254,0.742373512113454,0.751579954909129,1.0,-0.3742147771493677,-0.4264937909768916,-0.3391989395540041,-0.38220597281170604,-0.04705533337459221,0.6005062035826896,-0.43258051604613906,-0.24314802526745438,0.560989121905223
F7,0.8975921808555631,0.7296491234471628,0.7359624259806916,0.7720098758476934,0.6021763919129073,0.4137098003068697,-0.06705939152850164,-0.16373163683203498,-0.4309208483817346,-0.3742147771493677,0.9999999999999999,0.6987800258040746,0.5066411268871667,0.4323231551908079,0.0025086719518669564,-0.20248789659027563,0.7632914301000423,0.2547808445237764,-0.28022198066550225
