Source,Target,F-stat,p-value
T6,O1,1474.1783932065237,0.0
T6,F4,1350.227801368145,0.0
T6,CZ,1333.1805521565454,0.0
T6,FZ,1329.17562787254,0.0
T4,O1,1294.2383460352228,0.0
F4,F8,1180.2048952865039,0.0
T6,Fp1,1159.674138509108,0.0
T6,C4,1080.2664820295581,0.0
Fp2,O2,1046.0513665893293,0.0
O2,CZ,1044.5203101171965,0.0
O2,FZ,1035.9489374950765,0.0
O2,F4,1035.8646559150554,0.0
Fp1,O2,1029.6548344258251,0.0
P4,O1,1016.6345711485907,0.0
T6,F3,1012.9836053547222,0.0
Fp2,O1,994.421598780978,0.0
P4,F4,976.2190390737885,0.0
T3,O1,960.7910002847132,0.0
F8,O2,960.325666581474,0.0
P4,FZ,958.490347202464,0.0
T4,O2,957.8899783801663,0.0
P4,CZ,956.8217614792898,0.0
F4,Fp2,952.0135812432618,0.0
O2,Fp1,950.1164215307343,0.0
CZ,O2,931.918404780102,0.0
Fp2,P3,913.4953317232566,0.0
FZ,O2,909.8210647362922,0.0
F7,O2,908.7146986376529,0.0
F8,O1,890.1219655247663,0.0
PZ,O1,874.8126526436238,0.0
T5,F4,870.5062491104065,0.0
T5,CZ,857.49023107294,0.0
FZ,Fp2,856.3163396512007,0.0
T5,FZ,855.1409809850747,0.0
CZ,Fp2,850.6150553498492,0.0
T4,P3,848.7903452180701,0.0
F4,O2,848.4626318155408,0.0
O2,F8,843.9008345521265,0.0
Fp2,T5,843.4857874045657,0.0
P4,Fp1,831.0565063122415,0.0
Fp1,O1,817.949709276187,0.0
O2,Fp2,814.6095308453839,0.0
T6,Fp2,813.6671891526382,0.0
FZ,F8,809.3749923388718,0.0
Fp2,T6,801.7891568590907,0.0
T5,F8,800.3768694424409,0.0
O2,F3,796.8707831286173,0.0
T5,Fp2,795.9361778510406,0.0
F3,F7,787.6702231874941,0.0
T6,F8,784.0978321360094,0.0
T4,C4,777.88624170033,0.0
T6,F7,763.6521574234282,0.0
Fp1,T6,756.9705850636357,0.0
CZ,O1,753.0968011664826,0.0
Fp2,P4,751.4142847366384,0.0
F3,O2,751.2326325897678,5e-324
O2,C4,747.176861975475,1.4e-322
O2,F7,744.595703080894,1.73e-321
FZ,O1,741.142583554222,5.1734e-320
F8,P3,740.9134487327356,6.482e-320
T5,Fp1,736.6224110249453,4.421537e-318
F8,T5,733.284736836655,1.18062697e-316
CZ,Fp1,731.5207827880633,6.70004166e-316
Fp2,PZ,725.6153877329969,2.24090012284e-313
CZ,F8,721.5984587379265,1.168691181511e-311
P4,F3,716.1135329214515,2.587026450686655e-309
PZ,F4,703.7356007431003,5.082227394800027e-304
Fp1,P3,699.7353654500318,2.6121764585102743e-302
F4,O1,699.1615268321206,4.5967646327610226e-302
FZ,Fp1,692.9113270432582,2.1680359838748006e-299
Fp1,T5,691.7808172181319,6.602328422180176e-299
F4,Fp1,690.4432672998657,2.465553892837303e-298
FZ,T5,686.4851396443682,1.2171340006353602e-296
C4,O1,683.5267317633959,2.24461661378938e-295
CZ,T5,682.9431267805456,3.988933352304857e-295
PZ,FZ,676.933621322339,1.4873210700051898e-292
P4,C4,676.3414450999657,2.665771683257626e-292
PZ,CZ,671.5665768455588,2.946573972392038e-290
F4,T5,657.2746059558638,3.8645131990470674e-284
T3,P3,654.1186813950862,8.674910989667802e-283
T4,F4,651.7706487799069,8.782255954003519e-282
T5,C4,647.577621142499,5.483186469423515e-280
F7,O1,644.5809003329969,1.052710509135352e-278
CZ,P3,642.8949010745678,5.5505428496026863e-278
F3,Fp1,642.8808146456066,5.6281810737282426e-278
C3,O1,642.1887636822592,1.1136417324109255e-277
Fp2,F4,641.9105895408833,1.4651344508958072e-277
FZ,P3,632.8602581269332,1.1020468472343593e-273
P3,F4,629.2848125255605,3.747990316413548e-272
T4,T5,622.6916497477328,2.502615799290486e-269
P3,CZ,615.1961824083871,4.074161479581221e-266
T6,O2,613.5404792494039,2.087089749637849e-265
P3,FZ,612.0779854562155,8.836310466243829e-265
P4,Fp2,604.9813017945191,9.721433138716307e-262
Fp1,P4,601.3645215468752,3.451204203657811e-260
F4,P3,592.0711169429121,3.325887374191994e-256
P4,F8,587.9883990515192,1.8722254139149483e-254
C4,O2,587.7936348308104,2.269167012722004e-254
F8,F4,584.1096749628001,8.61966658143708e-253
CZ,T6,580.6383217167222,2.6550176744625005e-251
T4,PZ,574.625203587529,1.0066126933158468e-248
T5,F3,570.1384310437481,8.458343200742592e-247
T6,P3,566.6973654920287,2.5311649281765008e-245
T3,O2,564.2956747390423,2.7138382571585886e-244
Fp2,FZ,559.1169020532614,4.521958472298581e-242
Fp1,Fp2,557.6202001331126,1.9836832441084836e-241
FZ,T6,550.5566509342935,2.129620127547166e-238
T6,PZ,540.9682114894491,2.774949029485822e-234
P3,O1,539.4378151363526,1.2592604633589622e-233
PZ,Fp1,535.0038398901005,1.0077263424758472e-231
T3,F4,528.3285708302346,7.395394191527206e-229
F3,F8,526.9850429244093,2.791084854202651e-228
O2,O1,524.5584579544308,3.073350489014041e-227
F7,P3,522.25124334661,3.007814590664532e-226
T5,T4,519.6340360864025,3.999910395351874e-225
T4,FZ,512.9958301227032,2.8360043427308e-222
P4,F7,509.0194980762317,1.4469942498160556e-220
Fp1,PZ,507.3081874003459,7.861183353516225e-220
F8,T6,505.92971097378046,3.0730810298938594e-219
Fp2,CZ,505.27460929614955,5.874364141394229e-219
