,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ
Fp1,1.0,0.9747438032887766,0.9429068208705044,0.9010954868288418,0.7953940238285763,0.7406819652333051,0.5926795224002097,0.594593058092724,0.5445434870725725,0.5469702650488761,0.8957560250106181,0.857946390123078,0.6664171820743916,0.5550391604115645,0.48155480450129556,0.43427704862981154,0.9713196263804783,0.7675744874097371,0.6359198854246549
Fp2,0.9747438032887766,1.0,0.9336912779713403,0.9438095103828156,0.7881133117937676,0.7693049161215271,0.5948473267269664,0.6051090202329454,0.5371497577429533,0.5375294344666973,0.8509336454949148,0.892375536445281,0.6470147362046746,0.5750879617145666,0.48020512729083326,0.4515898638409059,0.9969061022368811,0.7807031706215436,0.640806070959644
F3,0.9429068208705046,0.9336912779713403,1.0,0.9196460664113398,0.8807637801057316,0.7869490789715959,0.6487184117615498,0.6367837675007069,0.5727923595718266,0.5756893727736417,0.8868713007621413,0.8334901181192373,0.7189502890822687,0.5757479721337381,0.5344760727518209,0.46927274331028457,0.9448075790167692,0.8282368383093845,0.6757690748210541
F4,0.9010954868288418,0.9438095103828156,0.9196460664113398,1.0,0.8283848705735372,0.8534160096371299,0.6492200130210014,0.6640165312633849,0.5654280526959189,0.5646351062188334,0.8080916889846422,0.9103316299859437,0.6711665562322646,0.6163694073810018,0.512825339374832,0.4907630294387342,0.9445004722486866,0.8237002008457902,0.6882645133697364
C3,0.7953940238285763,0.7881133117937676,0.8807637801057316,0.8283848705735372,1.0,0.8474815125643161,0.8268059216276099,0.7471448734719305,0.6635549863127564,0.6445921726459612,0.7842297809189852,0.7377670275565551,0.8343239593019756,0.655933941233345,0.6596979666023465,0.5403486493701523,0.7988555934987255,0.9046141774366466,0.8043684178325073
C4,0.7406819652333051,0.7693049161215271,0.7869490789715959,0.8534160096371299,0.8474815125643161,1.0,0.7783746651912419,0.8525869388891182,0.6411955430928052,0.6448944994296036,0.6888102222642992,0.7719319697364396,0.7333505980516967,0.7784093953749647,0.6212974625528798,0.6618571107375505,0.7755510048297269,0.8495088416296546,0.8060386174235457
P3,0.5926795224002097,0.5948473267269663,0.6487184117615498,0.6492200130210014,0.8268059216276099,0.7783746651912419,1.0,0.8706185823551554,0.836372689713729,0.7616088653056781,0.5703858139190962,0.5790208856323775,0.7505492383360658,0.6635105424576083,0.8446736310894382,0.6943068314699267,0.6019092086615084,0.7792411932590902,0.9202990248550805
P4,0.594593058092724,0.6051090202329454,0.636783767500707,0.6640165312633849,0.7471448734719305,0.8525869388891182,0.8706185823551554,1.0,0.7998923819341935,0.8125009727143159,0.5503464241697587,0.5992030067340649,0.6640276856214361,0.7563165205393415,0.7109614955962167,0.8237023413986208,0.6112477854542131,0.7486692387557775,0.901776355599278
O1,0.5445434870725725,0.5371497577429533,0.5727923595718266,0.5654280526959189,0.6635549863127563,0.6411955430928052,0.836372689713729,0.7998923819341935,1.0,0.9411494953667742,0.5091519899494078,0.5014421028431708,0.5970082583458746,0.5474912667751736,0.7644926802414639,0.6823380487918514,0.5413958072944249,0.6490951778794692,0.8053025351124449
O2,0.5469702650488761,0.5375294344666973,0.5756893727736416,0.5646351062188334,0.6445921726459612,0.6448944994296036,0.7616088653056781,0.8125009727143159,0.9411494953667742,1.0,0.5149259008890669,0.5028964366224294,0.5684237269616025,0.5592884999650104,0.6642135312228732,0.6989266102576023,0.5428227426322388,0.6406967797619633,0.7867750592309465
F7,0.8957560250106181,0.8509336454949148,0.8868713007621413,0.8080916889846422,0.7842297809189852,0.6888102222642992,0.5703858139190962,0.5503464241697587,0.5091519899494078,0.5149259008890669,1.0,0.8258084614285015,0.7544914465598661,0.5397778938656856,0.49226852609094346,0.39342158854571146,0.8439227711717517,0.7199357967937562,0.5925650880243455
F8,0.857946390123078,0.892375536445281,0.8334901181192373,0.9103316299859437,0.7377670275565551,0.7719319697364396,0.5790208856323775,0.5992030067340649,0.5014421028431708,0.5028964366224294,0.8258084614285015,1.0,0.6610114731058173,0.6646497214096577,0.47303507959524005,0.46337008304261756,0.8783634122432634,0.7234521001626367,0.6187732515129373
T3,0.6664171820743916,0.6470147362046746,0.7189502890822687,0.6711665562322646,0.8343239593019756,0.7333505980516967,0.7505492383360658,0.6640276856214361,0.5970082583458746,0.5684237269616025,0.7544914465598661,0.6610114731058173,1.0,0.6868544067596156,0.7009248620301011,0.5283237450488366,0.6488910034919292,0.7136814183759866,0.6796951515037163
T4,0.5550391604115645,0.5750879617145666,0.5757479721337381,0.6163694073810018,0.655933941233345,0.7784093953749647,0.6635105424576083,0.7563165205393415,0.5474912667751736,0.5592884999650104,0.5397778938656856,0.6646497214096577,0.6868544067596156,1.0,0.5978565887508612,0.7634207593568606,0.5745326261173573,0.6170129582210864,0.6523190426865103
T5,0.48155480450129556,0.48020512729083326,0.5344760727518209,0.512825339374832,0.6596979666023465,0.6212974625528798,0.8446736310894382,0.7109614955962167,0.7644926802414639,0.6642135312228732,0.49226852609094346,0.47303507959524005,0.7009248620301011,0.5978565887508612,1.0,0.7131339097649555,0.48890454480655715,0.5985131881928207,0.7024578863063312
T6,0.43427704862981154,0.4515898638409059,0.46927274331028457,0.4907630294387342,0.5403486493701523,0.6618571107375505,0.6943068314699267,0.8237023413986208,0.6823380487918514,0.6989266102576023,0.39342158854571146,0.46337008304261756,0.5283237450488366,0.7634207593568606,0.7131339097649555,1.0,0.4579762034056846,0.5428338538846523,0.6694942699643267
FZ,0.9713196263804783,0.9969061022368811,0.9448075790167692,0.9445004722486866,0.7988555934987255,0.7755510048297269,0.6019092086615084,0.6112477854542131,0.5413958072944249,0.5428227426322388,0.8439227711717517,0.8783634122432634,0.6488910034919292,0.5745326261173573,0.48890454480655715,0.4579762034056846,1.0,0.7929095612046669,0.6460907183428831
CZ,0.7675744874097371,0.7807031706215436,0.8282368383093845,0.8237002008457902,0.9046141774366466,0.8495088416296546,0.77924119325909,0.7486692387557775,0.6490951778794692,0.6406967797619633,0.7199357967937562,0.7234521001626367,0.7136814183759866,0.6170129582210864,0.5985131881928207,0.5428338538846523,0.7929095612046669,1.0,0.8443476884816211
PZ,0.6359198854246549,0.640806070959644,0.6757690748210541,0.6882645133697364,0.8043684178325073,0.8060386174235457,0.9202990248550805,0.901776355599278,0.8053025351124449,0.7867750592309465,0.5925650880243455,0.6187732515129373,0.6796951515037163,0.6523190426865103,0.7024578863063312,0.669494269964327,0.6460907183428831,0.8443476884816211,1.0
