Source,Target,F-stat,p-value
F3,Fp2,5250.446221041473,0.0
Fp2,F3,3333.383385564541,0.0
F3,FZ,2921.4252856132684,0.0
F4,Fp2,2474.696383800389,0.0
FZ,Fp2,2352.512746009105,0.0
F4,FZ,2247.7997964312226,0.0
FZ,F3,2235.8496704101285,0.0
Fp2,FZ,1462.864516699817,0.0
F4,F3,1458.500147992995,0.0
F8,Fp2,1354.7822301332212,0.0
C3,F7,1319.3896138954947,0.0
T3,F7,1219.2478168389202,0.0
F4,Fp1,1198.887239088423,0.0
O1,P3,1087.7822381345388,0.0
P3,T6,1030.2599746465585,0.0
P3,Fp1,1012.7652495801041,0.0
Fp2,F4,1000.6093846594762,0.0
C3,T3,981.5663272272717,0.0
P3,FZ,962.8104067279041,0.0
P3,Fp2,962.1030837301925,0.0
T3,Fp1,959.9457904484943,0.0
F3,Fp1,938.8059004454049,0.0
P3,F3,936.0766339322381,0.0
C3,Fp1,899.6738301484703,0.0
P3,F4,877.1202359779296,0.0
F8,FZ,872.2051241322304,0.0
P3,F8,858.6956690128403,0.0
FZ,F4,834.6024328086236,0.0
C3,Fp2,830.3475161357915,0.0
F8,F3,765.670281237619,0.0
C3,FZ,760.6077213918799,5e-324
T3,Fp2,753.3697887142192,3.01e-321
C3,F3,740.1208439093224,1.007726044e-315
P3,F7,720.4709030951863,1.601053820335651e-307
FZ,Fp1,696.1309724793439,2.3703953773915398e-297
F8,Fp1,679.4499224078794,2.252325896219411e-290
T3,FZ,655.6189935510134,2.1483751247602467e-280
P3,T4,642.0029175245273,1.0957859864348728e-274
T3,F3,624.4666917558632,2.493126216355303e-267
F3,F4,615.7691156640306,1.1174595056598375e-263
Fp1,F4,614.3308355983822,4.489797015170034e-263
F4,F7,593.327617871215,3.0039451516282716e-254
C3,F4,586.5615146025933,2.103314601885875e-251
O2,P3,571.2233235324907,5.978616051920412e-245
P3,C4,559.2315503168554,6.698428984062426e-240
T3,F8,527.9663845025059,1.0142552046539014e-226
C4,Fp2,525.7596097932287,8.655211438358003e-226
T3,F4,523.1738209722076,1.0677539052341837e-224
C4,F3,484.715758743019,1.8864355867492883e-208
C4,FZ,484.71473006478357,1.8883261734186532e-208
F7,Fp1,473.8025258190179,7.80288802973759e-204
CZ,Fp2,458.9692443046678,1.4843561655614042e-197
CZ,F7,457.5322775433754,6.027103181716936e-197
F7,C3,455.0978440872021,6.47477827134331e-196
C3,F8,450.92679507086683,3.7862519425760203e-194
Fp1,C3,428.742609437321,9.612381566371894e-185
CZ,FZ,423.37561716276156,1.8187809060081222e-182
CZ,F3,412.24355922098357,9.653346659690687e-178
T4,T6,411.2356561841222,6.365963851405424e-91
Fp2,F8,409.49885627961964,1.4127990300568168e-176
CZ,Fp1,394.8119540455519,2.4496396051834273e-170
F7,T3,384.2476724621088,7.5841883120173e-166
C4,F4,375.0630505282839,6.114060138727741e-162
Fp1,F3,361.85474154673466,2.555862596181197e-156
P3,T3,345.65195887532553,2.035462546118276e-149
Fp1,T3,343.76511740484375,1.2963048206350304e-148
F8,F7,333.6646811411433,2.619605899310635e-144
F7,Fp2,330.13000835883287,8.424165615743744e-143
CZ,F4,321.4991052006738,4.047863799860637e-139
FZ,F8,315.3959847674971,1.6281390732282386e-136
Fp2,C3,304.400261246841,8.058126630287547e-132
C4,Fp1,302.2095541158352,6.948278216772925e-131
C4,F8,301.7382686974957,1.1045265061062061e-130
Fp1,FZ,301.03367353885756,2.208705188589101e-130
P4,C4,300.36053298803915,4.282275725526169e-130
P3,P4,295.15780435791714,7.151791849024518e-128
PZ,C4,294.508913339083,1.3541982067701699e-127
P3,CZ,288.1433118072743,7.115222931291983e-125
P3,C3,284.44727717457465,2.7053297399075745e-123
FZ,C3,282.2057775108985,2.458119080364732e-122
F3,C3,278.12021029335807,1.3732302874013067e-120
C4,P3,276.4511181653873,7.585430487258378e-62
P3,T5,274.2346517191126,6.30543595935339e-119
C4,F7,270.42174208322314,2.697468180506783e-117
P4,F7,267.339391023575,5.622098529837666e-116
PZ,F7,262.80122579751,4.9225549499032445e-114
F4,C3,261.45730829173,1.8512594864792746e-113
P4,F4,259.88974811713615,8.680203455677164e-113
P3,PZ,259.579118129031,1.1790045484886343e-112
T3,C3,259.4405945696153,1.3515132915536164e-112
P4,Fp2,259.0234938779779,2.0388843445990433e-112
Fp1,F8,256.2063637655047,3.2778590109303815e-111
PZ,F4,253.69886272448807,3.884830694120025e-110
PZ,Fp2,251.79740634299714,2.533535947212105e-109
P4,FZ,250.6946138592522,7.517431354161056e-109
F3,F8,249.69612270237232,2.012624193289151e-108
P4,F3,248.27297648313709,8.192055850283208e-108
CZ,F8,248.1729806511239,9.041275461713328e-108
PZ,T3,246.71630113848846,3.8043211684583126e-107
PZ,FZ,244.0077856235159,5.50489186722266e-106
PZ,F3,240.08852494066116,2.6319215025649645e-104
F8,T3,239.47733401088715,4.8108258734091054e-104
P4,T3,239.40346535735617,5.17462833168847e-104
Fp1,F7,231.87883295491386,8.700606185098384e-101
CZ,T3,231.70365390562569,1.034335380884205e-100
PZ,C3,230.18487163577922,4.633433471387732e-100
P4,C3,225.78910327585757,3.5569577713737535e-98
F4,T3,219.54677372038975,1.6941624898810173e-95
FZ,F7,217.4986523990581,1.2816569835153627e-94
C4,C3,216.68742639675847,2.8568240225801e-94
F3,F7,212.8106287569347,1.3173503062202876e-92
CZ,C3,212.32222841745653,2.1346896988470712e-92
P4,Fp1,209.22075777047854,4.5781891216984457e-91
F8,C3,209.2111996106104,4.621650310239429e-91
T5,T3,208.47870207171923,9.533829285785426e-91
P4,F8,207.57947064594947,2.319187649309901e-90
