subject_id,session_id,n_segments,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ
sub-NORB00064,ses-1,13,0.4707546186626933,0.48798146069814136,0.4820784353349522,0.48322031447318925,0.4432037866270818,0.45522280635909634,0.41226379254597034,0.39592299579302337,0.33620448831714456,0.2714790970597988,0.37672177357868164,0.42612395463515335,0.29039118445446516,0.2952709734557828,0.28604521830625956,0.32594990255670303,0.4853876587042248,0.4107108859214805,0.4517659996748404
sub-NORB00064,ses-2,20,0.49756739055475563,0.5007437880469966,0.5089965457784036,0.5378628658552659,0.4906996766658994,0.49350575621484793,0.4576259353272764,0.46786414435339685,0.3393779606168707,0.36139827516212,0.45242967051186167,0.4968136594632281,0.3504702634196991,0.43741525071172144,0.3450551126210641,0.3672107512563423,0.4975025618036568,0.41546282727238654,0.4806485991259034
sub-NORB00064,ses-3,17,0.4565808102747258,0.4418104244087621,0.4812855860609664,0.48097398658052565,0.46334025797333306,0.4452358229024598,0.40138737518025286,0.40358895872494577,0.3178361010955735,0.29782128306259253,0.46542295468277056,0.4504519972699624,0.3872457142285053,0.3651377251668198,0.3258141075525373,0.31875372639517136,0.46024285166231665,0.441931199446734,0.4460619538885991
sub-NORB00065,ses-1,20,0.43939510993754505,0.4630617549069916,0.49531351382380395,0.5036240324500009,0.4838725759768018,0.5119057007547391,0.42579820904002325,0.3929580753251315,0.3173808007692679,0.32271791802183103,0.3882358274615255,0.4668311217556373,0.25495342974045865,0.4080728915289374,0.2818043072473642,0.316677331320103,0.5025738858557156,0.4669309877037314,0.4662289546046088
sub-NORB00065,ses-2,20,0.42630859028911383,0.4248450555674784,0.4904248658706904,0.4867674853474118,0.48756045093891254,0.4647912964345621,0.40604591072788293,0.4060831426684904,0.2919077257868121,0.3004301057951221,0.43064976965009477,0.41285360351950456,0.3977578841496566,0.3172078488717599,0.2660871576646131,0.2980144613159092,0.49431812279340887,0.4056076616829474,0.44482215146329596
sub-NORB00069,ses-1,15,0.5420785180921858,0.534129951194117,0.548203607722583,0.5505257234563533,0.5481638991676187,0.5518936155552745,0.48558349534585427,0.5379916066427938,0.4472549988513198,0.45652147395985165,0.5254148094267036,0.5193721085536663,0.4722710709785108,0.3222526139151981,0.3285485828543178,0.32213880184020316,0.5587359150334719,0.5508947595621886,0.5395659128004585
sub-NORB00069,ses-2,20,0.477695422305027,0.48144774639162513,0.4932905961545918,0.5019271109236179,0.4685656951267866,0.477514784451872,0.4344515565449817,0.4267791106080091,0.2903057177664567,0.41784565734703916,0.4633039029719348,0.48718961318026277,0.3535364646396676,0.3849285785498286,0.29677948075128546,0.30933665709837127,0.4650504499546445,0.41826674555158483,0.4523204255685613
sub-NORB00069,ses-3,20,0.4189223903117173,0.4448466868778139,0.43538367707395026,0.47104025702155283,0.43353566933341875,0.41356038059003125,0.39590493597531695,0.40903910632879203,0.32960704236151,0.322040865794017,0.44667524690121896,0.4653793807258052,0.3006468048491162,0.33555048120827324,0.3178845548856775,0.3010573750258822,0.4368381448507696,0.387894972670915,0.3934838517286662
sub-NORB00069,ses-4,15,0.35208082049309575,0.34740946442849907,0.1613239242779754,0.417711219080921,0.37226203428029764,0.4066193634962911,0.3725858523340825,0.3813209082732639,0.2835687605437833,0.3476631571169929,0.34675218337173036,0.29795478632455213,0.2777711874795753,0.3296205750059664,0.27864478828347217,0.34436941852071834,0.3714188471872576,0.338272797861027,0.3858563097587509
sub-NORB00070,ses-1,15,0.3848290649296538,0.4004630710001005,0.40805855204712127,0.46199371709316933,0.4495117420385128,0.4308247422061319,0.4276463711542851,0.45312998248437253,0.374913906665591,0.37726253154801676,0.41787629891378975,0.2873277259346033,0.3539119070202109,0.22608683822523984,0.3364750430269624,0.3518395631096606,0.44204482164476633,0.46753943267911896,0.45574802716752655
