subject_id,session_left,session_right,node,left_value,right_value,jaccard_min_over_max
sub-NORB00069,ses-1,ses-2,F7,0.5254148094267036,0.4633039029719348,0.8817869132342502
sub-NORB00069,ses-1,ses-2,F8,0.5193721085536663,0.48718961318026277,0.9380357650259185
sub-NORB00069,ses-1,ses-2,T3,0.4722710709785108,0.3535364646396676,0.7485880172739908
sub-NORB00069,ses-1,ses-2,T4,0.3222526139151981,0.3849285785498286,0.8371750809702035
sub-NORB00069,ses-1,ses-2,T5,0.3285485828543178,0.29677948075128546,0.9033047051153493
sub-NORB00069,ses-1,ses-2,T6,0.32213880184020316,0.30933665709837127,0.9602589173713312
sub-NORB00069,ses-1,ses-2,FZ,0.5587359150334719,0.4650504499546445,0.8323260371168104
sub-NORB00069,ses-1,ses-2,CZ,0.5508947595621886,0.41826674555158483,0.7592498173044758
sub-NORB00069,ses-1,ses-2,PZ,0.5395659128004585,0.4523204255685613,0.8383043013613014
sub-NORB00069,ses-2,ses-3,Fp1,0.477695422305027,0.4189223903117173,0.8769654695250966
sub-NORB00069,ses-2,ses-3,Fp2,0.48144774639162513,0.4448466868778139,0.9239770882964343
sub-NORB00069,ses-2,ses-3,F3,0.4932905961545918,0.43538367707395026,0.882610940625971
sub-NORB00069,ses-2,ses-3,F4,0.5019271109236179,0.47104025702155283,0.9384634676432824
sub-NORB00069,ses-2,ses-3,C3,0.4685656951267866,0.43353566933341875,0.9252398838461932
sub-NORB00069,ses-2,ses-3,C4,0.477514784451872,0.41356038059003125,0.8660682225048749
sub-NORB00069,ses-2,ses-3,P3,0.4344515565449817,0.39590493597531695,0.9112752158693814
sub-NORB00069,ses-2,ses-3,P4,0.4267791106080091,0.40903910632879203,0.958432819605571
sub-NORB00069,ses-2,ses-3,O1,0.2903057177664567,0.32960704236151,0.8807630919731746
sub-NORB00069,ses-2,ses-3,O2,0.41784565734703916,0.322040865794017,0.7707172735471267
sub-NORB00069,ses-2,ses-3,F7,0.4633039029719348,0.44667524690121896,0.9641085344542778
sub-NORB00069,ses-2,ses-3,F8,0.48718961318026277,0.4653793807258052,0.955232558608782
sub-NORB00069,ses-2,ses-3,T3,0.3535364646396676,0.3006468048491162,0.850398289623511
sub-NORB00069,ses-2,ses-3,T4,0.3849285785498286,0.33555048120827324,0.8717214047146582
sub-NORB00069,ses-2,ses-3,T5,0.29677948075128546,0.3178845548856775,0.9336077396337101
sub-NORB00069,ses-2,ses-3,T6,0.30933665709837127,0.3010573750258822,0.9732353670911489
sub-NORB00069,ses-2,ses-3,FZ,0.4650504499546445,0.4368381448507696,0.9393349579456887
sub-NORB00069,ses-2,ses-3,CZ,0.41826674555158483,0.387894972670915,0.9273865943116817
sub-NORB00069,ses-2,ses-3,PZ,0.4523204255685613,0.3934838517286662,0.869922801372637
sub-NORB00069,ses-3,ses-4,Fp1,0.4189223903117173,0.35208082049309575,0.840444026472576
sub-NORB00069,ses-3,ses-4,Fp2,0.4448466868778139,0.34740946442849907,0.780964486589336
sub-NORB00069,ses-3,ses-4,F3,0.43538367707395026,0.1613239242779754,0.37053278010368407
sub-NORB00069,ses-3,ses-4,F4,0.47104025702155283,0.417711219080921,0.8867845430498063
sub-NORB00069,ses-3,ses-4,C3,0.43353566933341875,0.37226203428029764,0.8586652970277343
sub-NORB00069,ses-3,ses-4,C4,0.41356038059003125,0.4066193634962911,0.9832164360526089
sub-NORB00069,ses-3,ses-4,P3,0.39590493597531695,0.3725858523340825,0.941099285403483
sub-NORB00069,ses-3,ses-4,P4,0.40903910632879203,0.3813209082732639,0.9322358238450488
sub-NORB00069,ses-3,ses-4,O1,0.32960704236151,0.2835687605437833,0.8603237312895994
sub-NORB00069,ses-3,ses-4,O2,0.322040865794017,0.3476631571169929,0.9263013903013205
sub-NORB00069,ses-3,ses-4,F7,0.44667524690121896,0.34675218337173036,0.7762959460532043
sub-NORB00069,ses-3,ses-4,F8,0.4653793807258052,0.29795478632455213,0.6402406266041744
sub-NORB00069,ses-3,ses-4,T3,0.3006468048491162,0.2777711874795753,0.9239119890829328
sub-NORB00069,ses-3,ses-4,T4,0.33555048120827324,0.3296205750059664,0.9823278268564718
sub-NORB00069,ses-3,ses-4,T5,0.3178845548856775,0.27864478828347217,0.876559694394975
sub-NORB00069,ses-3,ses-4,T6,0.3010573750258822,0.34436941852071834,0.8742279622828054
sub-NORB00069,ses-3,ses-4,FZ,0.4368381448507696,0.3714188471872576,0.8502436235602543
sub-NORB00069,ses-3,ses-4,CZ,0.387894972670915,0.338272797861027,0.8720731684966002
sub-NORB00069,ses-3,ses-4,PZ,0.3934838517286662,0.3858563097587509,0.9806153621389907
sub-NORB00070,ses-1,ses-2,Fp1,0.3848290649296538,0.4245674544828472,0.9064026478393226
sub-NORB00070,ses-1,ses-2,Fp2,0.4004630710001005,0.41737873395414987,0.9594716702650509
sub-NORB00070,ses-1,ses-2,F3,0.40805855204712127,0.45594547107866834,0.8949722673672863
sub-NORB00070,ses-1,ses-2,F4,0.46199371709316933,0.4461481451202566,0.9657017587325387
sub-NORB00070,ses-1,ses-2,C3,0.4495117420385128,0.4803769770717429,0.9357478886241034
sub-NORB00070,ses-1,ses-2,C4,0.4308247422061319,0.5043258568696395,0.8542586828291326
sub-NORB00070,ses-1,ses-2,P3,0.4276463711542851,0.41292260443692896,0.9655702287906375
sub-NORB00070,ses-1,ses-2,P4,0.45312998248437253,0.4632388076176034,0.9781779398293082
sub-NORB00070,ses-1,ses-2,O1,0.374913906665591,0.3427500917911056,0.9142101311723966
sub-NORB00070,ses-1,ses-2,O2,0.37726253154801676,0.32278581593447475,0.8555999839421944
sub-NORB00070,ses-1,ses-2,F7,0.41787629891378975,0.4454356183660676,0.9381295111662376
sub-NORB00070,ses-1,ses-2,F8,0.2873277259346033,0.42284991586544807,0.6795028570516063
sub-NORB00070,ses-1,ses-2,T3,0.3539119070202109,0.39016175300628053,0.9070902114142231
sub-NORB00070,ses-1,ses-2,T4,0.22608683822523984,0.43158733293205953,0.5238495687287246
sub-NORB00070,ses-1,ses-2,T5,0.3364750430269624,0.3248703977975495,0.965511126397321
sub-NORB00070,ses-1,ses-2,T6,0.3518395631096606,0.3754652888594203,0.9370761387250219
sub-NORB00070,ses-1,ses-2,FZ,0.44204482164476633,0.4702575768066583,0.9400057403572865
sub-NORB00070,ses-1,ses-2,CZ,0.46753943267911896,0.44691790138398996,0.9558934929253723
sub-NORB00070,ses-1,ses-2,PZ,0.45574802716752655,0.4673796219516918,0.9751131751624218
sub-NORB00070,ses-2,ses-3,Fp1,0.4245674544828472,0.35251393856453295,0.8302895920129335
sub-NORB00070,ses-2,ses-3,Fp2,0.41737873395414987,0.3854279283897164,0.9234488895451407
sub-NORB00070,ses-2,ses-3,F3,0.45594547107866834,0.38232306631664326,0.8385280490058374
sub-NORB00070,ses-2,ses-3,F4,0.4461481451202566,0.4196143245300397,0.9405268835465743
sub-NORB00070,ses-2,ses-3,C3,0.4803769770717429,0.3924098181286103,0.8168789031494427
sub-NORB00070,ses-2,ses-3,C4,0.5043258568696395,0.4046153212099748,0.8022894636444581
sub-NORB00070,ses-2,ses-3,P3,0.41292260443692896,0.3664991243956575,0.8875734107495141
sub-NORB00070,ses-2,ses-3,P4,0.4632388076176034,0.3815407829813452,0.8236373479665402
sub-NORB00070,ses-2,ses-3,O1,0.3427500917911056,0.3336515900929723,0.9734544149920212
sub-NORB00070,ses-2,ses-3,O2,0.32278581593447475,0.32722214201172833,0.9864424636732114
sub-NORB00070,ses-2,ses-3,F7,0.4454356183660676,0.3603775796996068,0.8090452690369309
sub-NORB00070,ses-2,ses-3,F8,0.42284991586544807,0.3488014663200209,0.8248824304626572
sub-NORB00070,ses-2,ses-3,T3,0.39016175300628053,0.3067377631303159,0.7861810153528255
sub-NORB00070,ses-2,ses-3,T4,0.43158733293205953,0.3339413133409434,0.7737514237784927
sub-NORB00070,ses-2,ses-3,T5,0.3248703977975495,0.3151407801288927,0.9700507718320336
sub-NORB00070,ses-2,ses-3,T6,0.3754652888594203,0.33435053038223317,0.8904965127346802
sub-NORB00070,ses-2,ses-3,FZ,0.4702575768066583,0.4052366716079578,0.8617334235415558
sub-NORB00070,ses-2,ses-3,CZ,0.44691790138398996,0.3993863328604264,0.8936458611830708
sub-NORB00070,ses-2,ses-3,PZ,0.4673796219516918,0.38259568170415015,0.818597268119009
sub-NORB00074,ses-1,ses-2,Fp1,0.44769027070530437,0.3822670244620318,0.8538649362645231
sub-NORB00074,ses-1,ses-2,Fp2,0.48342307191904293,0.38159434178285684,0.7893589775681228
sub-NORB00074,ses-1,ses-2,F3,0.4799621456382666,0.37979138111398114,0.7912944480421978
sub-NORB00074,ses-1,ses-2,F4,0.5125916196143413,0.43245462525774964,0.8436630813104506
sub-NORB00074,ses-1,ses-2,C3,0.5489167675773162,0.4255013863164635,0.7751655832895115
sub-NORB00074,ses-1,ses-2,C4,0.43976439661638334,0.4294130163633545,0.9764615318277833
sub-NORB00074,ses-1,ses-2,P3,0.43948102315431675,0.43419084065083524,0.9879626599903861
sub-NORB00074,ses-1,ses-2,P4,0.2545703427465112,0.42740953551491023,0.5956122210512322
sub-NORB00074,ses-1,ses-2,O1,0.22208824565862578,0.28771325376197726,0.7719082897806213
sub-NORB00074,ses-1,ses-2,O2,0.12937743800757537,0.29474353072026016,0.4389492033681545
sub-NORB00074,ses-1,ses-2,F7,0.5112401879444,0.3864949294352573,0.7559948113415736
sub-NORB00074,ses-1,ses-2,F8,0.5335209382208129,0.3702358737064049,0.6939481605746693
sub-NORB00074,ses-1,ses-2,T3,0.5014650845533728,0.3581798871569197,0.7142668516511587
sub-NORB00074,ses-1,ses-2,T4,0.3450720433858041,0.3238421003424256,0.9384767805729118
sub-NORB00074,ses-1,ses-2,T5,0.310311691965356,0.3070558994954727,0.9895079929174991
sub-NORB00074,ses-1,ses-2,T6,0.18842513985344797,0.3015443140484242,0.6248671623872479
sub-NORB00074,ses-1,ses-2,FZ,0.4799453956277182,0.3952538918887251,0.8235392931976657
sub-NORB00074,ses-1,ses-2,CZ,0.4734358127419102,0.417380296187558,0.881598486963405
sub-NORB00074,ses-1,ses-2,PZ,0.3775393718510365,0.4464653200094005,0.8456185843126343
sub-NORB00075,ses-1,ses-2,Fp1,0.4439280264512747,0.4656511789117509,0.9533488726233997
sub-NORB00075,ses-1,ses-2,Fp2,0.4641458746831966,0.45892047135575753,0.988741894278376
sub-NORB00075,ses-1,ses-2,F3,0.4703049414897693,0.46856954741088,0.9963100662446962
sub-NORB00075,ses-1,ses-2,F4,0.5286342178231688,0.49003609462755726,0.9269851971471835
sub-NORB00075,ses-1,ses-2,C3,0.5246214526094224,0.4974219394889691,0.9481540204176455
sub-NORB00075,ses-1,ses-2,C4,0.5156106832652738,0.5238477575005024,0.9842758241926411
sub-NORB00075,ses-1,ses-2,P3,0.47184130181673944,0.5018592015625158,0.9401866108017607
sub-NORB00075,ses-1,ses-2,P4,0.47270853710674177,0.5003209958835199,0.9448105136423126
sub-NORB00075,ses-1,ses-2,O1,0.5027723138428967,0.46412615852083555,0.9231338833543308
sub-NORB00075,ses-1,ses-2,O2,0.5068254626074379,0.4747968235743659,0.9368053868716542
sub-NORB00075,ses-1,ses-2,F7,0.4821549795349565,0.4827172934774824,0.9988351071110898
sub-NORB00075,ses-1,ses-2,F8,0.4754578733819301,0.4687844103046867,0.985964133836348
sub-NORB00075,ses-1,ses-2,T3,0.3863288176224541,0.4094376723970761,0.9435595297342085
sub-NORB00075,ses-1,ses-2,T4,0.35136340571060437,0.49515196092600877,0.7096072184658259
sub-NORB00075,ses-1,ses-2,T5,0.4651344880190488,0.4337524659594889,0.9325312939205775
sub-NORB00075,ses-1,ses-2,T6,0.41834182618316457,0.5004703718022091,0.8358972873393141
sub-NORB00075,ses-1,ses-2,FZ,0.5291469972440697,0.46464177336580176,0.8780958330780911
sub-NORB00075,ses-1,ses-2,CZ,0.5442069536464103,0.5057249334031602,0.9292878931711461
sub-NORB00075,ses-1,ses-2,PZ,0.4927851343116738,0.5257560613518731,0.937288546031364
sub-NORB00075,ses-2,ses-3,Fp1,0.4656511789117509,0.4771520972728608,0.9758967456564839
sub-NORB00075,ses-2,ses-3,Fp2,0.45892047135575753,0.5161522685042065,0.8891183849403492
sub-NORB00075,ses-2,ses-3,F3,0.46856954741088,0.5219947935721552,0.8976517643103845
sub-NORB00075,ses-2,ses-3,F4,0.49003609462755726,0.5629440968518835,0.8704880242424691
sub-NORB00075,ses-2,ses-3,C3,0.4974219394889691,0.5263218022398977,0.9450908880689766
sub-NORB00075,ses-2,ses-3,C4,0.5238477575005024,0.502783540260209,0.9597894293929984
sub-NORB00075,ses-2,ses-3,P3,0.5018592015625158,0.44004359621740863,0.8768267969329901
sub-NORB00075,ses-2,ses-3,P4,0.5003209958835199,0.4950130057885375,0.9893908308093109
sub-NORB00075,ses-2,ses-3,O1,0.46412615852083555,0.3796497550673334,0.8179882734411535
sub-NORB00075,ses-2,ses-3,O2,0.4747968235743659,0.37589232379971815,0.7916908983719082
sub-NORB00075,ses-2,ses-3,F7,0.4827172934774824,0.43505910796125147,0.9012710210299228
sub-NORB00075,ses-2,ses-3,F8,0.4687844103046867,0.45089063126225365,0.9618294067611954
sub-NORB00075,ses-2,ses-3,T3,0.4094376723970761,0.4609291046566312,0.8882877393955985
sub-NORB00075,ses-2,ses-3,T4,0.49515196092600877,0.34170077575007685,0.6900927446819456
sub-NORB00075,ses-2,ses-3,T5,0.4337524659594889,0.3168501949860733,0.7304862101133648
sub-NORB00075,ses-2,ses-3,T6,0.5004703718022091,0.3377240882960936,0.6748133502487647
sub-NORB00075,ses-2,ses-3,FZ,0.46464177336580176,0.5363105278306786,0.8663670564984626
sub-NORB00075,ses-2,ses-3,CZ,0.5057249334031602,0.5103288770168671,0.990978477172173
sub-NORB00075,ses-2,ses-3,PZ,0.5257560613518731,0.4953486194428388,0.9421643531206318
sub-NORB00077,ses-1,ses-2,Fp1,0.4991751922342722,0.48887564012637297,0.979366859034402
sub-NORB00077,ses-1,ses-2,Fp2,0.5071157633320024,0.495541378307649,0.9771760496098486
sub-NORB00077,ses-1,ses-2,F3,0.5048131154011815,0.48277045100429755,0.9563350005687425
sub-NORB00077,ses-1,ses-2,F4,0.506390155003525,0.5082421091976551,0.9963561575071894
sub-NORB00077,ses-1,ses-2,C3,0.39858258664757745,0.46015881973823564,0.8661848247835688
sub-NORB00077,ses-1,ses-2,C4,0.43119197372172113,0.484829856439167,0.8893676162780294
sub-NORB00077,ses-1,ses-2,P3,0.33039529588450595,0.3847685153072248,0.8586858922713475
sub-NORB00077,ses-1,ses-2,P4,0.3660866792517298,0.37015655173711676,0.989004996760729
sub-NORB00077,ses-1,ses-2,O1,0.282799745141982,0.3045074873223155,0.9287119591993603
sub-NORB00077,ses-1,ses-2,O2,0.27664261453451033,0.29090105163541025,0.9509852679433756
sub-NORB00077,ses-1,ses-2,F7,0.4314507436220822,0.49049851537356454,0.8796168186023734
sub-NORB00077,ses-1,ses-2,F8,0.4183103498029488,0.4947578538234657,0.8454850116481544
sub-NORB00077,ses-1,ses-2,T3,0.3673390972860603,0.42287431240516693,0.868672053397519
sub-NORB00077,ses-1,ses-2,T4,0.3389875020625827,0.4215878702215982,0.804073186176826
sub-NORB00077,ses-1,ses-2,T5,0.2932898810900304,0.33790349844262846,0.8679693535041252
sub-NORB00077,ses-1,ses-2,T6,0.2950895395881623,0.3047336236892759,0.968352412233488
sub-NORB00077,ses-1,ses-2,FZ,0.5078989485403513,0.48081423985347904,0.946673036507142
sub-NORB00077,ses-1,ses-2,CZ,0.3975305152002325,0.43877116503606245,0.906008750979704
sub-NORB00077,ses-1,ses-2,PZ,0.39263746957752826,0.40791361738496634,0.9625505323765122
sub-NORB00078,ses-1,ses-2,Fp1,0.43507143888384386,0.43877190329003896,0.9915663141180009
sub-NORB00078,ses-1,ses-2,Fp2,0.44656687059173483,0.4341016080402361,0.9720864592239427
sub-NORB00078,ses-1,ses-2,F3,0.49352327589105105,0.5029493008047583,0.9812584988216011
sub-NORB00078,ses-1,ses-2,F4,0.47495978601719235,0.5041627653922152,0.9420762869064632
sub-NORB00078,ses-1,ses-2,C3,0.4664761909001574,0.49660181534870285,0.9393364592769523
sub-NORB00078,ses-1,ses-2,C4,0.4323968087137292,0.552216218454462,0.7830208426762938
sub-NORB00078,ses-1,ses-2,P3,0.4267810564910614,0.4633947879309142,0.9209880378600387
sub-NORB00078,ses-1,ses-2,P4,0.4189632295034791,0.4720201280709059,0.8875961099704276
sub-NORB00078,ses-1,ses-2,O1,0.29891694200400337,0.3162043253391048,0.9453284412964242
sub-NORB00078,ses-1,ses-2,O2,0.2581409693428771,0.3392630339988417,0.76088740438417
sub-NORB00078,ses-1,ses-2,F7,0.3802072921770994,0.4156367301635133,0.9147586451936627
sub-NORB00078,ses-1,ses-2,F8,0.39447604173098205,0.4645607779042251,0.8491376381591734
sub-NORB00078,ses-1,ses-2,T3,0.343750996105648,0.2753606095169641,0.8010467246248651
sub-NORB00078,ses-1,ses-2,T4,0.2555062170887712,0.43978210685203206,0.5809836578338512
sub-NORB00078,ses-1,ses-2,T5,0.2581516340797353,0.2862025165523943,0.9019893926490901
sub-NORB00078,ses-1,ses-2,T6,0.2994432842724005,0.3559619350286494,0.8412227679577592
sub-NORB00078,ses-1,ses-2,FZ,0.4960989737989352,0.5234686364481616,0.9477147994291789
sub-NORB00078,ses-1,ses-2,CZ,0.46919895258469274,0.49220843998302327,0.9532525541432728
sub-NORB00078,ses-1,ses-2,PZ,0.44994238284925225,0.49984897686965857,0.9001566546500703
sub-NORB00079,ses-1,ses-2,Fp1,0.4537445107336886,0.6572324827446876,0.6903866175919866
sub-NORB00079,ses-1,ses-2,Fp2,0.46555330594668487,0.6489488742478792,0.7173959681897181
sub-NORB00079,ses-1,ses-2,F3,0.4881531636505474,0.6472684417159696,0.7541742068505725
sub-NORB00079,ses-1,ses-2,F4,0.4800374106303477,0.6380533503501388,0.7523468223572871
sub-NORB00079,ses-1,ses-2,C3,0.4537969945578553,0.6028032775133784,0.7528110935790059
sub-NORB00079,ses-1,ses-2,C4,0.483572135351279,0.5963873118563383,0.8108357199050624
sub-NORB00079,ses-1,ses-2,P3,0.43875324466738025,0.5749468788983967,0.7631196216040608
sub-NORB00079,ses-1,ses-2,P4,0.46861010540113396,0.5831912121121144,0.8035273777600184
sub-NORB00079,ses-1,ses-2,O1,0.3589554547689429,0.6319725077050788,0.5679921996487477
sub-NORB00079,ses-1,ses-2,O2,0.39726567026143034,0.6207562363144102,0.6399704860318424
sub-NORB00079,ses-1,ses-2,F7,0.4001423898757026,0.6660297157288649,0.6007875931448639
sub-NORB00079,ses-1,ses-2,F8,0.46353504022887687,0.6311019511282678,0.7344851959341606
sub-NORB00079,ses-1,ses-2,T3,0.2529803967703364,0.6664409928580965,0.3795990935152496
sub-NORB00079,ses-1,ses-2,T4,0.3164609702081318,0.5769656056659784,0.5484919154632242
sub-NORB00079,ses-1,ses-2,T5,0.2882250938504493,0.6138101530447295,0.4695671657119784
sub-NORB00079,ses-1,ses-2,T6,0.37712559131636386,0.5739530304924267,0.6570669920373214
sub-NORB00079,ses-1,ses-2,FZ,0.49091964140149486,0.650948532385539,0.754160455055357
sub-NORB00079,ses-1,ses-2,CZ,0.48777249705315473,0.5759708720598968,0.8468700774896649
sub-NORB00079,ses-1,ses-2,PZ,0.48885348268644063,0.5810021095847295,0.8413970872426746
sub-NORB00080,ses-1,ses-2,Fp1,0.5443308845091205,0.45552999066044997,0.8368622902432746
sub-NORB00080,ses-1,ses-2,Fp2,0.539176221441239,0.44082229996421474,0.8175848311445923
sub-NORB00080,ses-1,ses-2,F3,0.5672387025229664,0.4757045545701041,0.8386320475917168
sub-NORB00080,ses-1,ses-2,F4,0.5639975312749279,0.46731524366685673,0.8285767538919561
sub-NORB00080,ses-1,ses-2,C3,0.5467994091341851,0.45647254214238,0.8348080384087635
sub-NORB00080,ses-1,ses-2,C4,0.5394723621790866,0.38034183508672154,0.7050256171612012
sub-NORB00080,ses-1,ses-2,P3,0.47906389073167244,0.3617876687597771,0.7551971162076527
sub-NORB00080,ses-1,ses-2,P4,0.4952515000482184,0.3428701231225969,0.6923151632841387
sub-NORB00080,ses-1,ses-2,O1,0.3426675463118583,0.2661604374254928,0.7767308001302896
sub-NORB00080,ses-1,ses-2,O2,0.3447792266989227,0.2646142256969303,0.7674888891377548
sub-NORB00080,ses-1,ses-2,F7,0.46868950936355736,0.4385531460484183,0.935700793994596
sub-NORB00080,ses-1,ses-2,F8,0.52982380554279,0.4458394961496344,0.8414863422244383
sub-NORB00080,ses-1,ses-2,T3,0.336431775329298,0.27576258584024327,0.8196686700307306
sub-NORB00080,ses-1,ses-2,T4,0.4366409985594083,0.27391774539972225,0.6273294223479879
sub-NORB00080,ses-1,ses-2,T5,0.27713574314222544,0.2707632016844869,0.9770057034668814
sub-NORB00080,ses-1,ses-2,T6,0.33883095287147136,0.24190031060077816,0.7139262471470195
sub-NORB00080,ses-1,ses-2,FZ,0.5733092104026567,0.46384602286315263,0.8090678022377769
