Source,Target,F-stat,p-value
P4,CZ,682.5341629287112,4.3215963846800715e-149
PZ,CZ,609.2387858077499,2.00055498351651e-133
P3,T4,415.4652385656253,7.628859605887508e-92
T6,FZ,403.7869600201593,3.4227208799923332e-174
CZ,P4,400.8813091825042,1.0524762063778724e-88
T6,F4,389.03808562818455,6.376961263508446e-168
C3,CZ,364.9116659641302,5.923516494839284e-81
CZ,PZ,353.9499041932106,1.3689639624114708e-78
O1,T4,326.9602031019493,9.127836322029673e-73
T5,T4,325.97509552180964,1.489517225556635e-72
P3,CZ,315.15549851639264,3.231626151032796e-70
T6,T4,313.65376956649624,6.819877663773874e-70
T4,F4,313.6480219045846,8.561609983532156e-136
T5,T3,301.99787794604106,2.248668401447328e-67
T6,C3,299.9954585212005,5.814622923564388e-130
F3,T4,298.8794254667078,1.7435954247523947e-129
T4,FZ,295.2112756679905,6.444494303458427e-128
F3,C4,289.1367914127513,2.547183498714422e-125
O1,FZ,271.52111564117513,8.742253716929032e-118
P3,FZ,265.07567277132796,5.018872077448105e-115
F3,F7,259.8547225984911,8.632594225748888e-113
F4,C4,257.26075076928913,1.1144872713628074e-111
F4,T4,248.47995083941964,6.439035305227745e-108
O2,FZ,245.8034635123414,9.032247468328436e-107
F4,CZ,242.21007568182426,1.9345934575948738e-54
T6,F8,240.46249891713114,1.7582934726839093e-104
O2,T4,238.47078271853812,1.2491849260235192e-53
O1,C3,236.03392433955435,1.3925381714663897e-102
T4,P3,234.36847511163407,9.67068460243714e-53
T5,C3,228.63925701409576,2.0664142378012365e-99
PZ,C4,225.23774429870588,5.94941489807886e-98
P3,C3,224.15542614213,1.7331939538837093e-97
F3,Fp2,223.56764654200467,3.0977591583460607e-97
T4,F8,223.35118634348717,2.3623520871102385e-50
P4,T4,213.87429215542105,2.6813096015232583e-48
F3,Fp1,213.4755055293143,6.645954525902688e-93
F8,T4,212.0145608294465,2.8169819745416367e-92
T5,CZ,209.97785861216246,1.877303207262337e-47
P4,C4,204.63493482217172,4.15746142414404e-89
O1,CZ,202.5031719080214,7.858645120270365e-46
O2,CZ,200.32252130315717,2.3367246524825723e-45
C3,C4,199.47597184352236,6.839060017348904e-87
C4,CZ,198.98459304653932,4.5603709827555967e-45
T5,FZ,195.10588552323748,5.161345473721722e-85
CZ,C4,185.88109454647153,4.764084991978394e-81
FZ,C4,183.54132184162478,4.830905900206637e-80
F8,CZ,181.1674634992693,3.373755749686095e-41
O1,F4,180.22265930335374,1.2918001720019702e-78
F3,CZ,178.60648132843903,6.401964696408112e-78
O2,C3,176.02532342836105,8.252668311346312e-77
CZ,C3,175.33729653095705,6.237435553179437e-40
F3,F4,174.2925780074567,4.5921783055062556e-76
O1,O2,173.52308619916502,1.5463963759234807e-39
P4,FZ,171.0083277944602,1.1887454877155326e-74
T6,PZ,169.73487302328348,4.198250762784953e-74
T4,CZ,169.08525986118636,7.991300645556132e-74
T4,C3,168.25005618689454,1.8282955636429662e-73
FZ,F7,167.5947382030546,3.500040449973136e-73
P3,F4,167.53034669475062,3.730658742444052e-73
O1,T3,165.05837207958456,1.070724227768431e-37
T3,T4,164.69827004807837,6.176381087394074e-72
T4,F3,163.98084270963807,1.257621937497829e-71
F4,Fp1,163.73512823190893,1.6044287948985607e-71
FZ,Fp1,163.729180526771,1.6139152169338225e-71
Fp2,Fp1,163.44398987597623,2.1411435384960283e-71
T6,F3,162.91801805290618,3.6063183611664964e-71
FZ,T4,162.61750207813745,4.857713280618216e-71
C3,T4,161.5828446253615,1.3547310517688677e-70
T3,C4,160.75025065281525,3.092457701293432e-70
CZ,F8,160.5155989910566,1.041704625480978e-36
T3,F7,159.99365420930766,6.547111390071982e-70
P4,T3,159.38231365700608,1.837733417585291e-36
CZ,P3,158.38304358721115,3.031667112833377e-36
T6,CZ,156.39983493054373,2.309502792808676e-68
CZ,F4,150.26855917615399,1.7684356154308663e-34
O2,T3,145.4665249469491,1.9637948756392738e-33
T5,C4,144.89901324812925,2.0782231902580312e-63
O2,O1,141.56872269303582,1.3867564466572137e-32
