Source,Target,F-stat,p-value
Fp2,F3,600.3107211676969,3.485899399245603e-257
C4,C3,509.9018730136654,4.281381403906422e-219
F3,FZ,497.0333121304528,2.316310689468346e-109
T5,T6,428.85286837242046,8.630988579081405e-185
F3,Fp2,409.30627785370564,1.7055161079117354e-176
O1,T6,388.3022283362249,1.4323159403923408e-167
Fp1,F3,371.98458972724757,1.2476806050190493e-160
T3,T4,355.58967300235463,1.1891785637568264e-153
T5,T3,334.9013713909558,7.779337698889945e-145
Fp2,FZ,328.55361540276755,3.961339570041483e-142
T6,T5,326.8254019783808,2.1625868509884892e-141
P4,P3,317.9790245566781,1.2861472882125318e-137
P4,T4,303.08020249543324,2.9512976101033207e-131
C3,C4,290.66003093789726,5.977087185523232e-126
T4,T3,279.8447621802341,2.513120006285389e-121
C3,T4,269.3292473295256,7.914269345512751e-117
O2,T6,267.3392946472145,5.622632461362818e-116
F4,C3,263.31864009497247,2.956090527392416e-114
F3,Fp1,262.0972507073757,9.852094139642434e-114
T6,T4,259.20291080517933,1.7083575579217131e-112
C3,FZ,251.25987700574376,4.304823042227674e-109
PZ,C4,249.27670875212803,3.043835916994424e-108
F7,F8,247.23421521604484,2.2824167828876198e-107
Fp2,F4,244.9569906551139,2.1579403229140588e-106
F7,Fp2,242.04592010144256,2.1182992770483836e-54
PZ,P3,237.15532719207675,4.758552322371493e-103
T4,C3,237.0024775862674,5.533417922237781e-103
F8,C3,229.66726808703473,7.724307325417103e-100
FZ,C3,229.40177742853587,1.0039419379284556e-99
F4,Fp2,227.36700260372024,7.487315474203216e-99
P3,T3,222.06683964077087,1.4053026446817283e-96
PZ,T4,221.26339340689256,3.1078251764592547e-96
C3,F4,217.95221582997004,8.187406112838594e-95
C4,T4,217.3536187709132,1.479132946453704e-94
PZ,C3,216.1354346139371,4.929035709333118e-94
CZ,C3,215.5015047513945,9.2217154643154e-94
T6,P3,215.0786867536409,1.4004528584019715e-93
P3,T6,210.58455220981793,1.1891423768766157e-91
O2,P3,203.0056698460376,2.1345611617936046e-88
P4,C3,201.32242761020407,1.1277444104392657e-87
F8,F7,200.17508014236677,3.507521559193199e-87
O2,T5,198.78520651550434,1.3867476867766006e-86
C4,F8,198.42958300384922,1.9713191550313438e-86
F3,C3,195.64017757659704,3.112151191162685e-85
C3,T3,190.1262399936142,7.283495709938853e-83
C4,F4,187.90431260378136,6.565699949043955e-82
F8,Fp2,187.58676804763024,8.990110569999969e-82
C4,T3,186.3083198954491,3.1862485907464675e-81
C3,F7,186.2338158179806,3.4300850761415348e-81
FZ,F3,184.05194405269737,2.9732446577395175e-80
F4,T4,180.66910234629978,8.46530134260612e-79
PZ,P4,179.75221541340517,2.0984250689243177e-78
Fp1,FZ,178.58567138490193,6.660747866754358e-78
CZ,C4,178.379883370445,8.166160900085099e-78
CZ,F4,178.35421134647763,8.37640627156076e-78
C3,F8,177.70778562865894,1.588718082710196e-77
T3,FZ,177.16288177098485,2.72511688036913e-77
P3,P4,174.56182982929323,3.5815891173879804e-76
P3,T4,172.62307042713226,2.4435660917522623e-75
CZ,T4,172.52852312782576,2.6834619777369643e-75
F8,T4,170.26877500574756,2.516708700970824e-74
C3,F3,166.61770228454225,9.370657608753787e-73
T3,C4,164.24606864417407,9.825974010884e-72
T6,T3,162.40110859361,6.115406685173385e-71
C4,P3,158.4308958387145,3.129199135817843e-69
FZ,CZ,157.79840851779633,5.857693237370163e-69
F4,C4,157.29706180654696,9.628733627529412e-69
O1,T5,153.5954013559445,3.779313601959783e-67
CZ,F8,153.56772686433513,3.8844551255924366e-67
T4,F8,152.95782839000594,7.111626693338643e-67
C4,CZ,150.84362046887404,5.787254961436404e-66
F7,C3,150.55777834926047,7.683894123313965e-66
T5,T4,149.9115654155371,1.4584939850380757e-65
T5,F7,149.60512533421462,1.976476005117347e-65
T6,O2,149.49979240375006,2.19411830498757e-65
T3,F7,148.70936969278932,4.805244840809378e-65
F4,CZ,146.30431745489497,5.220653530406515e-64
P3,C4,145.7270523720632,9.255719592956224e-64
P4,C4,143.88786033112382,5.738327861300671e-63
T4,F4,140.9096598438473,1.1016597526492201e-61
O1,P3,139.3616909953839,5.118319303446223e-61
T5,FZ,139.2283898420288,5.8421766148590244e-61
CZ,P4,135.5837745297017,2.1747902501332302e-59
T3,F3,134.60253195207858,5.759575948670279e-59
PZ,F4,134.43361636532546,6.810913255589571e-59
P4,T6,131.89749367570778,8.443826254473169e-58
T6,F8,131.67932468098527,1.048576382296259e-57
T3,F8,129.06454237388775,1.406106618293936e-56
T5,F3,128.45005565102502,2.5881573748188635e-56
P4,T5,126.97498515076593,1.1196739055044713e-55
F8,CZ,126.26660410655892,2.262497487492444e-55
FZ,T4,126.21976754795402,2.370212422373072e-55
CZ,FZ,125.85050088289147,3.420128559506821e-55
T3,F4,125.65320747854572,4.1603637461245634e-55
F8,C4,123.77808233467216,2.678447640097313e-54
T6,FZ,123.66240392279728,3.0045445039336935e-54
F7,T4,120.87410080016417,4.792384575301349e-53
O2,O1,120.76950119646058,5.317111236754655e-53
T5,C3,120.39688921236056,7.698781877007323e-53
FZ,T3,119.86400833479513,1.3071175865485866e-52
F8,T3,118.35823995552263,5.8339381447828165e-52
Fp2,F8,117.54610255836427,1.3072900680496955e-51
P3,T5,117.51390486112449,1.3497847453628278e-51
P4,F8,116.55910816166606,3.485364498047947e-51
T6,F3,116.3739214308506,4.189446428872518e-51
T5,P4,116.36766594416741,4.2155661683301834e-51
F8,Fp1,115.87961517096417,5.551862880509946e-27
FZ,Fp2,115.6913878849733,8.25426223905221e-51
F3,T4,115.11335051199431,1.4659433216644708e-50
PZ,F8,114.09677054327835,4.0254878347779157e-50
T3,T6,113.69751559291763,5.9858007438570935e-50
PZ,T3,111.3956134598607,5.896747871210319e-49
P4,F4,111.1699788157085,7.379080072811228e-49
O2,FZ,110.37938766488473,1.619015820268701e-48
F4,T3,108.554129161071,9.93477900754916e-48
T5,C4,108.35184149200597,1.214742908703814e-47
F3,CZ,107.93054614955426,1.8465358153701084e-47
O2,T4,107.55098497383273,2.6928866106733738e-47
C3,P4,107.2983102802858,3.461801388347195e-47
PZ,FZ,106.9746450564767,4.775691948680567e-47
T6,F4,106.66195343221865,6.51681309411404e-47
T6,C3,105.23715723858653,2.6865492346890245e-46
C4,FZ,104.51749557186481,5.4945109592819825e-46
PZ,T5,103.92003878790304,9.951928833989473e-46
