,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ,25+,26+,27+
Fp1,1.0,0.9985902202206247,0.8930706688954144,0.9193634878473073,0.6090163197635367,0.6353846269429329,0.4513863463120079,0.36392273518837326,0.20471596736746267,0.20228997966092824,0.840147512831638,0.8397202413787715,0.4449876289793994,0.49347278822156015,0.2666787131862277,0.10889093852704038,0.9979278048852289,0.637420422372894,0.505004796064317,0.00850418457927178,-0.0006177149101343035,0.04006945815141844
Fp2,0.9985902202206247,1.0,0.8821826730524241,0.9292660502571265,0.6025255675459433,0.6391813989210698,0.44760505062937567,0.3642887127647515,0.20615471489272727,0.20393003225580814,0.8291002158421267,0.8546839803639256,0.43840551561899127,0.4983734368538785,0.26460455029672325,0.11010819289979525,0.9978239011815943,0.6340315729403438,0.5026577679317783,0.010068904633166797,-1.2951306834293372e-05,0.04070754092174742
F3,0.8930706688954144,0.8821826730524241,1.0,0.8122905128900143,0.7844555043676817,0.6689240125442345,0.5763597353940949,0.44718710753149693,0.3011066110747858,0.3063375152813497,0.9008737683712035,0.7172651677688028,0.5598958092661385,0.4564606781597394,0.3557909359078661,0.19034885939643723,0.8996674310785038,0.7489003287488888,0.6212231490645566,0.005976934651131927,0.005799044370385478,0.035720245200898226
F4,0.9193634878473073,0.9292660502571265,0.8122905128900143,1.0,0.6068284007514603,0.7161298357553619,0.48142172089032154,0.4114452904952856,0.26882491816802273,0.26887037651069456,0.7264425105482128,0.9266376670793375,0.4190513522455841,0.5249994666037751,0.2974481880253455,0.15638990883327294,0.9309716240302016,0.6604700969328825,0.5392719458701238,0.018729446007943545,0.001583883420153703,0.04164092608771743
C3,0.6090163197635367,0.6025255675459433,0.7844555043676817,0.6068284007514603,1.0,0.7044303856736999,0.8061489086414256,0.5972388408278789,0.4760751627991324,0.47626842791917784,0.6742481844939625,0.5417125795865702,0.7168604352005238,0.4233407024673081,0.5758658100065425,0.3138532907400461,0.6262224289242699,0.86514760208392,0.7982481641401332,0.006594566935001006,0.004925653293004232,0.036703759237667964
C4,0.6353846269429329,0.6391813989210698,0.6689240125442345,0.7161298357553619,0.7044303856736999,1.0,0.6452684780851112,0.7308594382237001,0.4257173045795755,0.4566379271492683,0.5680184746174779,0.6818617008304209,0.5047699565363227,0.6107141520684921,0.44441859172601644,0.3839101011314851,0.6546568973185533,0.8178205277666362,0.7497613871502695,0.016704244776248576,-0.0005876136917986541,0.043059833975925936
P3,0.4513863463120079,0.44760505062937567,0.5763597353940949,0.48142172089032154,0.8061489086414256,0.6452684780851112,1.0,0.7399589543873659,0.7321140113094995,0.7001688470075883,0.4821432126120171,0.4196231170179107,0.6019456570424621,0.33034434314422667,0.851190996280113,0.4467201567326349,0.4666231862714836,0.8345266390818781,0.9044428323736472,0.015750222254227696,0.0093840571010142,0.045449990308713856
P4,0.36392273518837326,0.3642887127647515,0.44718710753149693,0.4114452904952856,0.5972388408278789,0.7308594382237001,0.7399589543873659,1.0,0.5848522952355891,0.7440090810523496,0.3516100482676337,0.38888203089401957,0.41441852424810777,0.4808555632958599,0.596367160468685,0.7045133585930204,0.3775319244805084,0.7202136628800127,0.8405071068943921,0.020333338167695128,0.008483221453630375,0.05307259250827051
O1,0.20471596736746267,0.20615471489272727,0.3011066110747858,0.26882491816802273,0.4760751627991324,0.4257173045795755,0.7321140113094995,0.5848522952355891,1.0,0.843470355427959,0.1930842117106615,0.20430087127725977,0.3590819232319831,0.10813433837799555,0.7508473254177763,0.4438948746975794,0.22088244429576268,0.5588067272372284,0.6451878434981997,0.025394926650452156,0.01863049188467752,0.04352414934359462
O2,0.20228997966092824,0.20393003225580814,0.3063375152813497,0.26887037651069456,0.47626842791917784,0.4566379271492683,0.7001688470075883,0.7440090810523496,0.843470355427959,1.0,0.20681963047036359,0.21957385083030373,0.33051257744180296,0.21645355585039175,0.6646117794415004,0.687394028528912,0.21721662980125714,0.5520960365740162,0.7025057700963279,0.03048273110309965,0.01976958010352991,0.05257552706671655
F7,0.840147512831638,0.8291002158421267,0.9008737683712035,0.7264425105482128,0.6742481844939625,0.5680184746174779,0.4821432126120171,0.3516100482676337,0.1930842117106615,0.20681963047036359,1.0,0.6912647474737806,0.6055301058533804,0.4265864247075572,0.2960600222682956,0.10778801375561023,0.8331965847268302,0.6054608098596165,0.5120839282059043,0.00013890580314512212,0.004917089865533161,0.036351176139155464
F8,0.8397202413787715,0.8546839803639256,0.7172651677688028,0.9266376670793375,0.5417125795865702,0.6818617008304209,0.4196231170179107,0.38888203089401957,0.20430087127725977,0.21957385083030373,0.6912647474737806,1.0,0.38753052038497837,0.6474410076050128,0.23669801612343097,0.14669667878054768,0.8454492406655131,0.5836509124633673,0.4793592101365847,0.019079737183573312,0.0003758219286362283,0.05071508353356251
T3,0.4449876289793994,0.43840551561899127,0.5598958092661385,0.4190513522455841,0.7168604352005238,0.5047699565363227,0.6019456570424621,0.41441852424810777,0.3590819232319831,0.33051257744180296,0.6055301058533804,0.38753052038497837,1.0,0.3474951468545064,0.5578319723461055,0.24338467316118842,0.4501299282040725,0.5496137634065762,0.5261133102166323,0.006569056637217448,0.00301972750308055,0.03505868676244083
T4,0.49347278822156015,0.4983734368538785,0.4564606781597394,0.5249994666037751,0.4233407024673081,0.6107141520684921,0.33034434314422667,0.4808555632958599,0.10813433837799555,0.21645355585039175,0.4265864247075572,0.6474410076050128,0.3474951468545064,1.0,0.17614731284580296,0.45112003522151894,0.4982034428816019,0.4518789750972631,0.4093029058196571,0.024625982162236368,0.0024790167876917986,0.07508609278806878
T5,0.2666787131862277,0.26460455029672325,0.3557909359078661,0.2974481880253455,0.5758658100065425,0.44441859172601644,0.851190996280113,0.596367160468685,0.7508473254177763,0.6646117794415004,0.2960600222682956,0.23669801612343097,0.5578319723461055,0.17614731284580296,1.0,0.4157653342651779,0.27749667769434866,0.5729565532036909,0.679897073710685,0.019107761521678784,0.011243446286719399,0.04522349989591796
T6,0.10889093852704038,0.11010819289979525,0.19034885939643723,0.15638990883327294,0.3138532907400461,0.3839101011314851,0.4467201567326349,0.7045133585930204,0.4438948746975794,0.687394028528912,0.10778801375561023,0.14669667878054768,0.24338467316118842,0.45112003522151894,0.4157653342651779,1.0,0.12040691747834859,0.372384664146513,0.501092081982145,0.03845370882666895,0.02174661622758464,0.07382224739533798
