Channel,Participation_Coefficient
Fp1,0.4208162729068158
Fp2,0.4242181257498294
F3,0.3988999265935951
F4,0.413393496269282
C3,0.477070943175979
C4,0.48422874948965
P3,0.499965670191008
P4,0.4998874632182688
O1,0.4934702113156846
O2,0.4955006392713681
F7,0.42516349421129784
F8,0.42326004742656353
T3,0.47068384711618505
T4,0.48951833379177145
T5,0.4957465037110729
T6,0.49985814803739126
FZ,0.4016927409359077
CZ,0.4783600620419497
PZ,0.495491326579782
