Source,Target,F-stat,p-value
CZ,FZ,1353.8510712020354,0.0
C3,FZ,1238.0285363825963,0.0
C4,F4,1134.313265773334,0.0
F4,F8,1035.1873469508091,0.0
F3,F4,1013.3458431621301,0.0
C3,F3,975.6444770740458,0.0
C4,FZ,955.6415599424814,0.0
P3,P4,898.9727199771778,0.0
C4,F8,898.2527443393303,0.0
FZ,Fp2,873.6001233269299,0.0
F3,F8,868.4333749915753,0.0
F3,F7,862.1132441795824,0.0
CZ,F4,827.8134208893531,0.0
C3,F4,780.8941776692374,0.0
F3,Fp1,773.1646005613675,0.0
Fp1,F3,763.4071480562607,1.6104822763967968e-167
C3,C4,754.8299458585515,0.0
FZ,Fp1,752.8735820489409,0.0
FZ,F8,750.3600407681947,0.0
P3,PZ,748.9733112757621,5e-324
CZ,F3,725.8464942819649,4.2929040063e-314
F3,Fp2,710.2962201574703,2.0297553472864818e-307
F4,Fp2,709.5503320287962,4.242735108240615e-307
F7,F8,675.2582208396151,2.254706353019808e-292
C3,F7,658.4181330759876,3.867485212233463e-285
C4,C3,639.3273668786219,6.180605057140157e-277
FZ,F4,600.5135915701771,3.0044888417017795e-260
F4,Fp1,599.4306926959333,8.779692134371459e-260
C4,F3,593.6480458884328,2.6945624952806065e-257
PZ,P4,585.1891410192429,1.1719995352200679e-253
CZ,F8,582.474684274836,1.7242735252680141e-252
T5,T6,574.4992000338666,4.652871399756855e-249
Fp1,F8,559.2492774010539,1.6966609424672451e-242
F3,C3,538.0757292920127,2.203131177612341e-233
C3,F8,527.1607745130746,1.1021594111945836e-228
F3,FZ,521.4338581506745,3.222417013880933e-226
T5,P4,516.7188556471848,3.456005503784568e-224
Fp1,Fp2,512.0876284184742,3.412268791508883e-222
F3,C4,509.9478105186113,2.848530343788718e-221
FZ,F3,509.12244233843126,6.458019105906455e-221
CZ,Fp2,508.42922767209086,1.28429322388906e-220
FZ,F7,503.72529388658387,1.3637012892577493e-218
C4,Fp2,503.69317625339625,1.4078401041374323e-218
C3,PZ,497.2641041544663,8.277590337872895e-216
Fp2,FZ,496.01789349791255,1.15881759885888e-109
Fp2,F8,487.8192316603211,9.701739096100333e-212
P4,T4,483.6853547361157,5.860870862136031e-210
Fp2,F4,471.1819768208643,2.797703081112639e-104
Fp2,Fp1,466.1423950172528,2.1272362930469256e-202
C3,Fp1,463.44394484022433,3.096426689039313e-201
C3,P4,462.48347510549195,8.032305950455287e-201
F7,F4,462.4654895574273,8.17696979411761e-201
CZ,Fp1,458.3401641853551,4.9063078309150255e-199
C3,Fp2,455.7567967201176,6.372930861331468e-198
C3,CZ,434.8492611082124,6.583416555122883e-189
F4,F7,431.15117003203636,2.589242524572548e-187
C4,F7,428.6389485512507,3.1373898887023934e-186
T3,F7,424.20508520736047,2.563189942391391e-184
F4,F3,420.17525161465386,1.4023786573840513e-182
T3,T4,417.7941302871701,1.4924741525456983e-181
C4,T4,402.8791123312675,4.055662609210375e-175
CZ,F7,401.4878869201787,1.6154709168211142e-174
Fp1,FZ,395.7464966050913,6.410558065440983e-88
F8,F7,394.3984307929109,1.8502122081053675e-171
F8,Fp1,387.0217280342341,2.821365119483849e-168
