Source,Target,F-stat,p-value
F3,FZ,8394.561842824824,0.0
FZ,F3,6673.985555070282,0.0
F3,Fp2,720.697971920678,1.2870272370571758e-307
F4,Fp2,528.963351665766,3.8505389994207325e-227
F8,Fp2,486.9663957880432,2.1081254548393266e-209
F3,Fp1,484.7883694294973,1.7576592696431773e-208
FZ,Fp2,458.8681234132451,1.6381826789534715e-197
F4,FZ,425.6179495466762,2.0341781185980208e-183
Fp1,F8,418.87898134183445,1.4722833706643945e-180
F3,F8,414.20072228866195,1.4248574992170222e-178
F4,F8,392.93100167081377,1.5434548916354548e-169
F8,CZ,363.61293825403703,1.1513199590635902e-80
F4,Fp1,361.9892755847278,2.2400719225091419e-156
F7,CZ,351.4120262117732,4.918503680016878e-78
F3,CZ,344.90447905136125,1.2456304337279599e-76
Fp1,Fp2,336.24723347839256,2.0755901866462003e-145
F4,CZ,335.16449429756364,1.5730184015195504e-74
F8,Fp1,334.2084791522759,1.5359246390127113e-144
F8,FZ,333.0047720896368,5.0074772795128125e-144
C3,C4,331.20891222484335,2.9202428479494316e-143
F4,F3,330.9994110222137,3.5872402006528264e-143
FZ,F8,328.6508832496038,3.600449090446864e-142
O1,O2,316.7583550437518,1.478388066377599e-70
O1,T6,315.9374149687054,2.2235934989655183e-70
T3,Fp2,312.8205233646032,1.0474675593569807e-69
CZ,T6,303.8465055213945,9.088664334677061e-68
Fp2,F8,292.03773525576526,1.5406087560676868e-126
F7,F8,286.9128963895309,2.3886248286928365e-124
T6,T5,284.0526473455078,3.9897057414567576e-123
T3,Fp1,274.935340828892,1.613621362804407e-61
Fp2,T4,272.7500181140169,2.7216448663958733e-118
Fp1,T4,272.5667504000154,3.2601361539494544e-118
FZ,Fp1,272.20508910850765,4.655447055986167e-118
F8,F3,264.2819206862983,1.1439683420777953e-114
F3,F7,261.14775094502033,2.5117839209217734e-113
C3,T6,258.896175664485,4.763066715735584e-58
F7,Fp2,228.00461762583768,3.989083111047796e-99
P4,T3,220.52522386352365,9.755101378870315e-50
CZ,F7,219.5994086085347,1.5486323029016108e-49
T4,T6,213.9035847354151,4.472990440575889e-93
T3,T4,211.99989651506124,2.9355578337335854e-92
Fp1,C4,211.03836921385536,7.593213725051139e-92
Fp2,C4,207.46334272256348,2.6013253536957387e-90
F3,T4,203.8776874669715,9.012171895185516e-89
F3,O1,201.90175860669422,1.0679358268204911e-45
C3,CZ,200.19682382195552,2.503364392123788e-45
T6,F4,200.07268746283734,3.8813237144173616e-87
T3,FZ,199.36717168743866,3.789434040028642e-45
F4,T6,198.16742975796032,2.5548642044375373e-86
P4,T4,194.66603424296895,3.9715373832675605e-44
F8,F7,192.77668840182903,5.2890940192259305e-84
Fp1,CZ,191.87168268640448,1.2949839243741301e-83
F8,F4,188.7687332199361,7.574146291973199e-43
F7,T4,188.7070659826505,2.966605417439369e-82
T5,Fp2,188.60470212041588,8.221530873233072e-43
F4,O1,187.73719860672625,1.2686288401114018e-42
F4,F7,182.60285632504062,1.2480017941450742e-79
FZ,F7,180.86476480690646,6.974488221357268e-79
P4,T5,179.10828680654313,3.969971554741991e-78
P4,P3,178.12557230049558,1.0504626264661449e-77
F7,O1,177.41416100440063,2.2168146560021065e-40
P4,F4,177.2023163390071,2.620751777634477e-77
Fp2,CZ,174.02562743151626,6.09132574022081e-76
P4,O1,173.46656448184942,1.0597126414317253e-75
P3,T4,172.921616203689,2.0990822520201694e-39
FZ,T4,171.50564146794713,7.391309346749016e-75
T6,F3,169.82550421167412,3.904280653938529e-74
P4,CZ,169.5750482428205,5.003761248480476e-74
O2,T5,164.49037487212098,7.713208111867709e-72
T6,FZ,162.5688162961735,5.178959689435671e-71
F8,O1,160.50190564357234,1.0529887548566214e-36
