window_idx,start_time,n_connections,mean_strength,max_strength
0,0.0,202,8.527399405099173,646.6475517018356
1,7.0,233,9.005098505462056,586.6994870884118
2,14.0,250,11.686823964660865,596.0241650262162
3,21.0,257,16.290528902509216,535.1101088946498
4,28.0,282,14.171481291151856,653.2372540275649
5,35.0,247,11.950326531823565,588.3428825806033
6,42.0,237,11.582432267179446,605.5487678591227
7,49.0,209,9.524428221521429,625.0296013729686
8,56.0,281,14.282354265637657,680.9158224257918
9,63.0,311,21.480117311382447,496.84594155723556
10,70.0,240,9.60064497229152,547.8855510452166
11,77.0,236,10.910789041468101,621.2284708345475
12,84.0,273,15.176007433797391,659.3588663222188
13,91.0,243,10.743128223376576,546.7576366933648
14,98.0,239,10.675931142901256,711.5511478812042
15,105.0,256,12.175493810398544,447.0975191034159
16,112.0,262,13.619290135057229,567.6784972891058
17,119.0,241,10.6006478801559,486.26764280381366
18,126.0,241,9.831175731417352,556.9418373856317
19,133.0,221,9.672350642392773,721.9649209992234
20,140.0,240,11.395775681418316,698.7443477159528
21,147.0,251,10.928718468085444,584.7558495124894
22,154.0,276,11.997028363629857,475.82926305416566
23,161.0,237,9.073156148735919,530.2853688315087
24,168.0,283,17.72237614426684,698.971006768913
25,175.0,304,16.316775638412693,683.4200730935617
26,182.0,284,16.69357411404211,620.4541778547429
27,189.0,295,17.73537696153611,583.2571313637412
28,196.0,279,12.26852250771153,605.7641977938744
29,203.0,228,8.983903176591113,519.4814007861863
30,210.0,207,9.46524888483815,555.5143067877746
31,217.0,255,12.447261994434873,676.7900354741346
32,224.0,214,8.478393517853918,529.0222550108379
33,231.0,138,8.043812629976419,669.8040950956558
34,238.0,250,12.09995595184906,681.6689039411826
35,245.0,317,17.902839311594555,690.9938152112285
36,252.0,268,12.088493954540242,438.2022757461361
37,259.0,229,9.685863994429212,487.291148323905
38,266.0,250,11.392282068707578,518.4072596701606
39,273.0,222,8.660111660314238,491.35867545974855
40,280.0,203,8.250803167465019,481.72530766440667
