source,target,frequency,band
CZ,Fp2,212,delta
FZ,CZ,212,delta
CZ,PZ,212,delta
CZ,C4,212,delta
CZ,FZ,212,delta
CZ,T4,212,delta
F3,C4,212,delta
F3,C3,212,delta
F3,Fp1,212,delta
Fp2,PZ,212,delta
CZ,Fp1,212,delta
Fp2,T6,212,delta
Fp2,FZ,212,delta
Fp2,T3,212,delta
Fp2,C4,212,delta
Fp2,F3,212,delta
Fp1,T3,212,delta
Fp2,P4,212,delta
Fp1,T5,212,delta
Fp1,T6,212,delta
Fp1,CZ,212,delta
Fp1,PZ,212,delta
Fp1,T4,211,delta
Fp2,F7,211,delta
Fp2,O1,211,delta
FZ,T6,211,delta
F3,F4,211,delta
Fp2,T4,211,delta
CZ,F8,211,delta
CZ,O2,211,delta
CZ,P4,211,delta
CZ,T3,211,delta
CZ,F7,211,delta
CZ,C3,211,delta
O2,PZ,211,delta
O2,T6,211,delta
O1,F3,211,delta
O1,C3,211,delta
O1,F7,211,delta
O1,F8,211,delta
PZ,C4,211,delta
P4,PZ,211,delta
PZ,Fp2,211,delta
PZ,F3,211,delta
O2,F8,211,delta
O1,PZ,211,delta
F7,T4,211,delta
F7,P3,211,delta
O1,T6,211,delta
O1,T3,211,delta
C3,T3,211,delta
C3,F7,211,delta
C4,Fp2,211,delta
C3,PZ,211,delta
C3,T4,211,delta
C3,FZ,211,delta
C4,C3,211,delta
C4,FZ,211,delta
C4,F7,211,delta
C4,F8,211,delta
T4,P4,211,delta
T4,F7,211,delta
T4,F8,211,delta
C4,T5,211,delta
F8,O2,211,delta
T3,P4,211,delta
P4,T5,211,delta
P4,T4,211,delta
P3,PZ,211,delta
P4,Fp2,211,delta
P3,T3,211,delta
P3,FZ,211,delta
P3,F4,211,delta
P3,C3,211,delta
F8,Fp2,211,delta
F8,Fp1,211,delta
T6,F3,211,delta
T4,C4,211,delta
T4,C3,211,delta
P3,Fp1,211,delta
T6,C3,211,delta
T6,FZ,211,delta
T6,T4,211,delta
T6,F7,211,delta
PZ,T6,211,delta
PZ,CZ,211,delta
C4,Fp1,211,delta
Fp1,C4,211,delta
PZ,F7,211,delta
Fp1,O1,211,delta
FZ,F7,211,delta
FZ,O1,211,delta
C3,Fp2,211,delta
T6,Fp1,211,delta
T6,Fp2,211,delta
F4,F8,211,delta
F4,PZ,211,delta
F4,T3,211,delta
F4,P4,211,delta
F4,CZ,211,delta
T5,PZ,211,delta
T5,CZ,211,delta
T3,PZ,211,delta
C3,P4,211,delta
T3,FZ,211,delta
T3,T4,211,delta
T3,F7,211,delta
T3,O2,211,delta
T4,P3,211,delta
T4,PZ,211,delta
T5,O1,211,delta
T5,P4,211,delta
T5,P3,211,delta
T4,T3,211,delta
T4,FZ,211,delta
F7,F3,210,delta
T5,FZ,210,delta
T5,F7,210,delta
Fp1,F7,210,delta
FZ,C3,210,delta
F3,F7,210,delta
T6,F4,210,delta
FZ,Fp1,210,delta
T5,T4,210,delta
CZ,T5,210,delta
CZ,F4,210,delta
FZ,T5,210,delta
PZ,P3,210,delta
O1,O2,210,delta
O2,C4,210,delta
Fp2,P3,210,delta
Fp2,T5,210,delta
O2,T5,210,delta
F7,F8,210,delta
T5,O2,210,delta
F4,T4,210,delta
T6,PZ,210,delta
F4,F3,210,delta
PZ,Fp1,210,delta
O1,P4,210,delta
T3,F3,210,delta
T3,P3,210,delta
F8,F7,210,delta
P4,F7,210,delta
C4,T4,210,delta
T3,T5,210,delta
C3,P3,210,delta
T4,O2,210,delta
P3,T6,210,delta
P3,T5,210,delta
P3,Fp2,210,delta
P3,F3,210,delta
F3,T5,210,delta
T5,F8,210,delta
F4,T5,210,delta
T4,T6,210,delta
T5,F3,210,delta
Fp1,P3,209,delta
Fp1,C3,209,delta
T6,P4,209,delta
F8,P4,209,delta
C4,P3,209,delta
FZ,T4,209,delta
CZ,T6,209,delta
O1,C4,209,delta
Fp2,F8,209,delta
CZ,O1,209,delta
Fp1,FZ,209,delta
Fp2,C3,209,delta
F7,T3,209,delta
O2,P3,209,delta
P3,P4,209,delta
F4,C3,209,delta
T5,T3,209,delta
F8,T4,209,delta
P4,C3,209,delta
F8,T5,209,delta
F7,FZ,209,delta
C4,PZ,209,delta
C4,P4,209,delta
T3,C3,209,delta
P3,CZ,209,delta
F8,P3,209,delta
T4,T5,209,delta
Fp1,F8,208,delta
F3,P3,208,delta
O1,T5,208,delta
O1,P3,208,delta
FZ,F8,208,delta
F7,Fp2,208,delta
F8,PZ,208,delta
F8,C3,208,delta
T5,Fp1,208,delta
PZ,F8,208,delta
T5,Fp2,208,delta
T6,F8,207,delta
T6,P3,207,delta
P4,C4,207,delta
T5,F4,207,delta
F3,O1,207,delta
F7,Fp1,206,delta
C3,T5,206,delta
F4,P3,205,delta
FZ,P3,205,delta
