source,target,frequency,band
P3,T6,191,gamma
P3,FZ,191,gamma
O2,P4,191,gamma
F8,Fp1,191,gamma
T4,O1,191,gamma
FZ,P3,191,gamma
C4,F7,191,gamma
C3,F3,190,gamma
C4,T6,190,gamma
T6,F7,190,gamma
T6,T4,190,gamma
FZ,PZ,190,gamma
CZ,T3,190,gamma
T4,F4,190,gamma
C4,P4,189,gamma
F7,F4,189,gamma
F7,T5,189,gamma
T3,T4,189,gamma
T5,T6,189,gamma
CZ,F8,189,gamma
T4,O2,189,gamma
F4,F7,188,gamma
C4,Fp2,188,gamma
P3,F3,188,gamma
O1,T4,188,gamma
O2,T4,188,gamma
T4,T6,188,gamma
T6,T3,188,gamma
PZ,F4,188,gamma
PZ,T4,188,gamma
O2,C4,188,gamma
C3,FZ,187,gamma
O2,F4,187,gamma
F8,C4,187,gamma
T3,P4,187,gamma
T5,P4,187,gamma
FZ,C4,187,gamma
CZ,T4,187,gamma
C3,F4,187,gamma
C3,C4,186,gamma
C4,Fp1,186,gamma
F8,F7,186,gamma
F8,T4,186,gamma
T5,C4,186,gamma
FZ,C3,186,gamma
C4,O2,186,gamma
PZ,T5,186,gamma
P3,C4,185,gamma
O1,F7,185,gamma
T3,O1,185,gamma
T3,T6,185,gamma
T4,C4,185,gamma
T5,PZ,185,gamma
O2,T3,185,gamma
T6,C3,185,gamma
PZ,CZ,185,gamma
P3,F4,185,gamma
PZ,P4,185,gamma
O1,C4,184,gamma
F7,CZ,184,gamma
T6,FZ,184,gamma
F4,T5,184,gamma
F4,P4,183,gamma
P3,PZ,183,gamma
O1,P4,183,gamma
F7,C3,183,gamma
F7,O1,183,gamma
F7,F8,183,gamma
T5,T3,183,gamma
T6,PZ,183,gamma
O2,FZ,183,gamma
C4,F4,182,gamma
F8,C3,182,gamma
T4,T3,182,gamma
T4,PZ,182,gamma
T5,F4,182,gamma
PZ,Fp1,182,gamma
C3,O2,182,gamma
O2,T6,182,gamma
F7,P4,182,gamma
C3,P4,182,gamma
F4,O2,181,gamma
P3,O2,181,gamma
O1,F4,181,gamma
F7,Fp1,181,gamma
F7,PZ,181,gamma
F8,T3,181,gamma
T3,PZ,181,gamma
T5,O1,181,gamma
T6,P3,181,gamma
T6,CZ,181,gamma
CZ,T6,181,gamma
T6,F3,181,gamma
PZ,T3,181,gamma
F4,CZ,180,gamma
C4,O1,180,gamma
P3,O1,180,gamma
O1,T5,180,gamma
F7,P3,180,gamma
F8,T5,180,gamma
F8,PZ,180,gamma
T3,P3,180,gamma
T3,O2,180,gamma
T3,FZ,180,gamma
CZ,P4,180,gamma
PZ,Fp2,180,gamma
Fp2,CZ,179,gamma
C3,CZ,179,gamma
P3,P4,179,gamma
P3,CZ,179,gamma
P4,C4,179,gamma
O2,CZ,179,gamma
F7,C4,179,gamma
F7,T3,179,gamma
F8,P3,179,gamma
F8,O2,179,gamma
T3,F4,179,gamma
T6,O2,179,gamma
F4,C3,178,gamma
C3,P3,178,gamma
P4,CZ,178,gamma
O2,O1,178,gamma
O2,T5,178,gamma
F8,P4,178,gamma
T6,Fp2,178,gamma
PZ,C4,178,gamma
F3,CZ,177,gamma
C3,Fp1,177,gamma
C3,Fp2,177,gamma
O1,T3,177,gamma
O2,F3,177,gamma
F8,CZ,177,gamma
T6,O1,177,gamma
T4,FZ,177,gamma
Fp1,CZ,176,gamma
F4,T6,176,gamma
C4,T3,176,gamma
C4,T4,176,gamma
C4,PZ,176,gamma
P4,F3,176,gamma
P4,F8,176,gamma
O1,PZ,176,gamma
F8,T6,176,gamma
T3,Fp2,176,gamma
PZ,P3,176,gamma
T4,P3,176,gamma
CZ,T5,176,gamma
P4,F4,175,gamma
F7,T4,175,gamma
F7,T6,175,gamma
F8,O1,175,gamma
T3,C4,175,gamma
FZ,CZ,175,gamma
PZ,F3,175,gamma
P4,F7,175,gamma
F7,O2,175,gamma
T3,F3,175,gamma
O2,Fp1,174,gamma
O2,Fp2,174,gamma
O2,P3,174,gamma
P4,T4,174,gamma
F4,C4,173,gamma
F4,P3,173,gamma
C4,F3,173,gamma
P3,Fp1,173,gamma
P4,O1,173,gamma
O1,O2,173,gamma
O1,FZ,173,gamma
O1,CZ,173,gamma
O2,PZ,173,gamma
T4,Fp2,173,gamma
T5,CZ,173,gamma
T4,Fp1,173,gamma
PZ,C3,173,gamma
O1,Fp1,173,gamma
F4,O1,172,gamma
F4,T4,172,gamma
C4,FZ,172,gamma
P4,O2,172,gamma
T4,CZ,172,gamma
T5,FZ,172,gamma
T6,Fp1,172,gamma
PZ,O2,172,gamma
P3,C3,172,gamma
P4,PZ,172,gamma
O2,C3,172,gamma
F4,T3,171,gamma
O1,F3,171,gamma
T5,C3,171,gamma
T5,P3,171,gamma
PZ,FZ,171,gamma
PZ,T6,171,gamma
T5,Fp1,170,gamma
CZ,O2,170,gamma
P4,T6,170,gamma
T4,F3,170,gamma
F4,PZ,169,gamma
O1,T6,169,gamma
T3,CZ,169,gamma
T5,O2,169,gamma
PZ,O1,169,gamma
CZ,O1,169,gamma
P4,Fp2,168,gamma
T4,C3,168,gamma
T3,Fp1,168,gamma
C4,P3,168,gamma
T3,C3,168,gamma
P4,T5,167,gamma
P4,FZ,167,gamma
P4,Fp1,166,gamma
C4,CZ,165,gamma
T5,Fp2,165,gamma
P4,C3,165,gamma
P4,T3,165,gamma
O1,Fp2,165,gamma
P3,Fp2,164,gamma
O1,C3,164,gamma
P4,P3,161,gamma
T5,F3,161,gamma
C4,C3,158,gamma
O1,P3,158,gamma
Fp1,F8,213,theta
Fp1,T3,213,theta
Fp2,CZ,213,theta
F3,Fp2,213,theta
F3,T4,213,theta
F4,T6,213,theta
C3,P3,213,theta
C3,PZ,213,theta
P4,PZ,213,theta
O1,F7,213,theta
O2,F3,213,theta
F7,O1,213,theta
T3,T5,213,theta
T4,T5,213,theta
T5,F8,213,theta
FZ,O1,213,theta
FZ,F8,213,theta
Fp1,F4,212,theta
Fp1,CZ,212,theta
Fp2,F3,212,theta
Fp2,T3,212,theta
Fp2,PZ,212,theta
F3,Fp1,212,theta
F3,F4,212,theta
F3,O1,212,theta
F3,T3,212,theta
F3,CZ,212,theta
F4,O1,212,theta
C3,Fp1,212,theta
C3,Fp2,212,theta
C3,F3,212,theta
C3,P4,212,theta
C3,T4,212,theta
C3,FZ,212,theta
C4,Fp2,212,theta
C4,C3,212,theta
C4,P3,212,theta
C4,F7,212,theta
C4,T4,212,theta
P3,F7,212,theta
P4,C3,212,theta
P4,O1,212,theta
P4,CZ,212,theta
O2,F7,212,theta
O2,FZ,212,theta
O2,CZ,212,theta
F7,F8,212,theta
F7,T3,212,theta
F7,PZ,212,theta
F8,O2,212,theta
F8,F7,212,theta
F8,T6,212,theta
F8,PZ,212,theta
T3,Fp2,212,theta
T3,F3,212,theta
T3,P3,212,theta
T3,FZ,212,theta
T4,Fp1,212,theta
T4,Fp2,212,theta
T4,F7,212,theta
T4,T3,212,theta
T4,FZ,212,theta
T4,CZ,212,theta
T5,F3,212,theta
T5,C3,212,theta
T5,T4,212,theta
T6,F3,212,theta
T6,F4,212,theta
T6,P4,212,theta
T6,FZ,212,theta
FZ,Fp2,212,theta
FZ,C4,212,theta
FZ,T4,212,theta
FZ,CZ,212,theta
FZ,PZ,212,theta
CZ,F4,212,theta
CZ,C3,212,theta
CZ,C4,212,theta
CZ,T3,212,theta
PZ,Fp2,212,theta
PZ,F4,212,theta
PZ,C3,212,theta
PZ,P4,212,theta
PZ,O2,212,theta
PZ,CZ,212,theta
Fp1,Fp2,211,theta
Fp1,C4,211,theta
Fp1,P4,211,theta
Fp1,T4,211,theta
Fp1,FZ,211,theta
Fp2,F4,211,theta
Fp2,C3,211,theta
Fp2,C4,211,theta
Fp2,O1,211,theta
Fp2,O2,211,theta
Fp2,T4,211,theta
Fp2,T6,211,theta
Fp2,FZ,211,theta
F3,C3,211,theta
F3,P4,211,theta
F3,F8,211,theta
F3,T6,211,theta
F3,PZ,211,theta
F4,P3,211,theta
F4,F7,211,theta
F4,F8,211,theta
C3,C4,211,theta
C4,Fp1,211,theta
C4,P4,211,theta
C4,T5,211,theta
C4,FZ,211,theta
C4,CZ,211,theta
C4,PZ,211,theta
P3,C4,211,theta
P3,O1,211,theta
P3,T4,211,theta
P3,T5,211,theta
P3,T6,211,theta
P4,C4,211,theta
P4,P3,211,theta
P4,F7,211,theta
P4,T3,211,theta
O1,F4,211,theta
O1,T3,211,theta
O1,FZ,211,theta
O1,PZ,211,theta
O2,F8,211,theta
F7,F4,211,theta
F7,O2,211,theta
F7,T4,211,theta
F7,CZ,211,theta
F8,Fp1,211,theta
F8,C3,211,theta
F8,O1,211,theta
F8,T4,211,theta
F8,FZ,211,theta
T3,Fp1,211,theta
T3,C3,211,theta
T3,O1,211,theta
T3,O2,211,theta
T4,F3,211,theta
T4,F8,211,theta
T4,T6,211,theta
T4,PZ,211,theta
T5,F7,211,theta
FZ,Fp1,211,theta
FZ,F3,211,theta
FZ,C3,211,theta
FZ,P4,211,theta
FZ,O2,211,theta
FZ,T3,211,theta
CZ,Fp1,211,theta
CZ,Fp2,211,theta
CZ,F3,211,theta
CZ,P3,211,theta
CZ,F7,211,theta
CZ,T4,211,theta
CZ,T6,211,theta
PZ,Fp1,211,theta
PZ,F7,211,theta
PZ,F8,211,theta
PZ,FZ,211,theta
Fp1,F3,210,theta
Fp1,O1,210,theta
Fp1,O2,210,theta
Fp1,T6,210,theta
Fp1,PZ,210,theta
Fp2,Fp1,210,theta
Fp2,P3,210,theta
Fp2,P4,210,theta
Fp2,F8,210,theta
Fp2,T5,210,theta
F3,P3,210,theta
F3,O2,210,theta
F4,F3,210,theta
F4,C3,210,theta
F4,C4,210,theta
F4,O2,210,theta
F4,T4,210,theta
F4,CZ,210,theta
C3,O2,210,theta
C3,CZ,210,theta
C4,F3,210,theta
C4,F4,210,theta
P3,C3,210,theta
P3,O2,210,theta
P3,T3,210,theta
P3,CZ,210,theta
P3,PZ,210,theta
P4,Fp2,210,theta
P4,F3,210,theta
P4,T6,210,theta
O1,Fp2,210,theta
O1,P4,210,theta
O1,T4,210,theta
O1,T5,210,theta
O1,T6,210,theta
O1,CZ,210,theta
O2,Fp1,210,theta
O2,C3,210,theta
O2,P3,210,theta
O2,O1,210,theta
O2,T6,210,theta
F7,P3,210,theta
F7,P4,210,theta
F8,F4,210,theta
F8,P3,210,theta
F8,T5,210,theta
F8,CZ,210,theta
T3,C4,210,theta
T3,P4,210,theta
T3,F7,210,theta
T4,C3,210,theta
T4,O2,210,theta
T5,Fp1,210,theta
T5,Fp2,210,theta
T5,P3,210,theta
T5,T6,210,theta
T6,Fp1,210,theta
T6,Fp2,210,theta
T6,F8,210,theta
T6,T4,210,theta
FZ,F4,210,theta
FZ,F7,210,theta
FZ,T6,210,theta
CZ,O1,210,theta
CZ,F8,210,theta
CZ,FZ,210,theta
CZ,PZ,210,theta
PZ,C4,210,theta
PZ,P3,210,theta
PZ,O1,210,theta
PZ,T5,210,theta
PZ,T6,210,theta
C3,T6,210,theta
P3,F8,210,theta
T6,CZ,210,theta
Fp1,C3,209,theta
F3,F7,209,theta
F3,FZ,209,theta
F4,T5,209,theta
C3,F4,209,theta
C3,O1,209,theta
C3,F7,209,theta
C3,F8,209,theta
C3,T3,209,theta
C3,T5,209,theta
P4,Fp1,209,theta
P4,O2,209,theta
P4,FZ,209,theta
O1,Fp1,209,theta
O1,F3,209,theta
O2,Fp2,209,theta
O2,P4,209,theta
O2,T3,209,theta
F7,Fp1,209,theta
F7,Fp2,209,theta
F7,T5,209,theta
F7,T6,209,theta
F8,Fp2,209,theta
F8,C4,209,theta
F8,T3,209,theta
T3,F8,209,theta
T3,CZ,209,theta
T3,PZ,209,theta
T4,F4,209,theta
T4,P3,209,theta
T4,P4,209,theta
T5,F4,209,theta
T5,C4,209,theta
T5,P4,209,theta
T5,O1,209,theta
T5,O2,209,theta
T5,FZ,209,theta
T6,F7,209,theta
T6,T3,209,theta
T6,T5,209,theta
T6,PZ,209,theta
FZ,T5,209,theta
CZ,P4,209,theta
CZ,T5,209,theta
PZ,F3,209,theta
PZ,T4,209,theta
O1,F8,209,theta
T4,C4,209,theta
FZ,P3,209,theta
Fp1,P3,208,theta
Fp1,F7,208,theta
Fp2,F7,208,theta
F3,C4,208,theta
F3,T5,208,theta
F4,Fp1,208,theta
F4,P4,208,theta
F4,FZ,208,theta
F4,PZ,208,theta
C4,O2,208,theta
C4,T3,208,theta
P3,Fp2,208,theta
P3,F3,208,theta
P3,F4,208,theta
P3,P4,208,theta
P3,FZ,208,theta
P4,F4,208,theta
P4,F8,208,theta
O1,C3,208,theta
O1,P3,208,theta
O2,F4,208,theta
O2,T4,208,theta
O2,T5,208,theta
F7,C3,208,theta
F7,FZ,208,theta
F8,F3,208,theta
T3,T4,208,theta
T3,T6,208,theta
T5,T3,208,theta
T5,CZ,208,theta
T5,PZ,208,theta
T6,C4,208,theta
T6,P3,208,theta
T6,O1,208,theta
CZ,O2,208,theta
PZ,T3,208,theta
T6,C3,208,theta
Fp1,T5,207,theta
F4,Fp2,207,theta
F4,T3,207,theta
C4,O1,207,theta
C4,F8,207,theta
P4,T5,207,theta
O1,C4,207,theta
O1,O2,207,theta
F7,C4,207,theta
F8,P4,207,theta
T3,F4,207,theta
P3,Fp1,206,theta
P4,T4,206,theta
O2,C4,206,theta
O2,PZ,206,theta
F7,F3,206,theta
T4,O1,206,theta
T6,O2,206,theta
C4,T6,205,theta
