window_idx,start_time,n_connections,mean_strength,max_strength
0,0.0,207,7.4022521455678145,198.69850480798732
1,7.0,192,8.177169246888914,214.8685915755894
2,14.0,199,7.509956427855221,184.88160251840475
3,21.0,270,11.298719614683627,270.3654564112632
4,28.0,224,9.738899786493333,261.33053320202936
5,35.0,197,8.031245218399974,263.3678010152603
6,42.0,195,6.9684469123035955,298.20651615113775
7,49.0,188,7.334038446719075,278.4393087934305
8,56.0,254,10.554844476571146,295.63488138811556
9,63.0,272,12.680354076364674,236.54616256022322
10,70.0,255,10.92559320839827,286.71582689401566
11,77.0,242,8.16454997862538,219.87806200482748
12,84.0,251,11.039261199875705,303.4100029685635
13,91.0,236,9.222474452063578,259.6726161448616
14,98.0,274,12.476421896496174,280.9123378170981
15,105.0,211,8.222060181959812,175.05140373268617
16,112.0,226,8.603160790727609,158.899715493158
17,119.0,207,8.14835168016494,220.30415665876365
18,126.0,218,8.637676642363349,291.39904732251944
19,133.0,263,10.080760001409024,253.47892724445444
20,140.0,308,18.49225086906277,296.8478433013703
21,147.0,300,16.19014811269983,340.80739343057013
22,154.0,226,9.228007902474504,265.2784107394524
23,161.0,254,10.431887626735842,192.48541305885084
24,168.0,189,7.225305595731289,196.61346119781854
25,175.0,224,9.121629291052784,188.02162426645464
26,182.0,223,9.080196269281814,220.71842202802148
27,189.0,256,10.97418927290273,228.9485981396347
28,196.0,210,8.03595626623395,253.13725545405873
29,203.0,230,8.271120890315528,225.89018455616335
30,210.0,168,5.476673101246477,83.12119886934492
31,217.0,242,8.913650102827939,73.54286862590202
32,224.0,233,10.424056285348982,210.98085821452946
33,231.0,251,11.261873722539885,275.93045626326295
34,238.0,239,8.684670862445657,242.9468203676069
35,245.0,260,12.00022650774151,343.18121085704803
36,252.0,214,8.372115908267075,258.2745451828483
37,259.0,194,7.025440041548599,203.68619394224166
38,266.0,215,8.30894356163668,205.93499351969993
39,273.0,211,8.432042542532017,194.80082011494238
40,280.0,180,6.859456602147419,181.04437219774115
41,287.0,215,8.11694548628196,203.019065158439
42,294.0,250,9.06390057539101,263.37872891178245
43,301.0,279,11.645945632741922,272.1134596039792
44,308.0,225,7.595029368327741,195.72223037142152
45,315.0,282,12.314236902119147,266.17636205636796
