,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ
Fp1,1.0,0.9526060619483225,0.9476033739495066,0.8558670481702192,0.7378785746049425,0.6131950855476521,0.38518219821134736,0.45335302405189587,0.22860216217818388,0.31202138584387334,0.8753066725968298,0.5479371273886375,0.6903911584546999,0.6014268228421006,0.3146801001913931,0.3043356546240617,0.941060740315471,0.6620953959932677,0.4439058185930399
Fp2,0.9526060619483225,1.0,0.9755571064539259,0.9292621635642095,0.7250509879591527,0.6269054667901106,0.3552624915606521,0.4466181795888846,0.2208927926492044,0.31400817268886566,0.8128080864865262,0.5947809261194287,0.6669506859257035,0.6194000214371717,0.28252950505746044,0.30870093754722466,0.9681280375062195,0.6665131162080195,0.4294034589104746
F3,0.9476033739495066,0.9755571064539259,1.0,0.9301438517623694,0.7627976348087685,0.6380136539322996,0.3744929019505202,0.45558964728112894,0.21319574120830695,0.3013844158710981,0.832545373557378,0.5726944195396282,0.6550235956610276,0.5839476913921553,0.28266564311192166,0.2821254363144761,0.9960370721439213,0.7177237478196954,0.4421460427483106
F4,0.8558670481702192,0.9292621635642095,0.9301438517623694,1.0,0.6912947109990791,0.6360429433711353,0.32281371291686317,0.41716775956656643,0.1900098088090186,0.28847408305825106,0.7184638290276183,0.6143837571353642,0.6336033356048822,0.5769301485622449,0.2408232731625964,0.2908051428208592,0.9207756107072973,0.6461073222898579,0.3970036252032546
C3,0.7378785746049425,0.7250509879591527,0.7627976348087685,0.6912947109990791,1.0,0.7389128816588723,0.665689295164567,0.5970138829640879,0.2959901815852309,0.3533763160975634,0.7677287874914906,0.4562097080429077,0.7839808691928357,0.5686153520361786,0.48044532073285534,0.31839762873635813,0.7680546881134396,0.8581589718613962,0.598725056671755
C4,0.6131950855476521,0.6269054667901106,0.6380136539322996,0.6360429433711353,0.7389128816588723,1.0,0.5693083802588451,0.766237922226448,0.3021012651345628,0.42487061705796975,0.6152857641975039,0.4532313716871304,0.6038572236783706,0.7229718995846584,0.3940527986447533,0.531076363635195,0.6408476173097266,0.7815444892034729,0.648423864355723
P3,0.38518219821134736,0.3552624915606521,0.3744929019505202,0.32281371291686317,0.665689295164567,0.5693083802588451,1.0,0.6947853276059046,0.6470894123466943,0.567359097900319,0.4399539430771841,0.24337782955062298,0.545214238749599,0.37234893557385773,0.7885196223680222,0.4158835257025854,0.3782845832083606,0.5887487440417872,0.7726335997549489
P4,0.45335302405189587,0.4466181795888846,0.45558964728112894,0.41716775956656643,0.5970138829640879,0.766237922226448,0.6947853276059046,1.0,0.565738497373939,0.7422086701809538,0.48977449941507945,0.2895854113189571,0.44226700788692486,0.5652895157406226,0.4594706993039408,0.7168691897467313,0.45863827197852286,0.6687454361794735,0.9077314876641864
O1,0.22860216217818388,0.2208927926492044,0.21319574120830695,0.1900098088090186,0.2959901815852309,0.3021012651345628,0.6470894123466943,0.565738497373939,1.0,0.8651099570497391,0.2665696343708002,0.13085860430253723,0.27644870628852114,0.24269818750589375,0.6339188704579471,0.4682612438022846,0.21207096425385244,0.27878448354190627,0.7134558226934362
O2,0.31202138584387334,0.31400817268886566,0.3013844158710981,0.28847408305825106,0.3533763160975634,0.42487061705796975,0.567359097900319,0.7422086701809538,0.8651099570497391,1.0,0.3247615453153429,0.1928984478534979,0.30000214231539934,0.3563245411525957,0.45758841771386377,0.6647308982154968,0.29840362866499925,0.38265311044238814,0.837470559889087
