,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ,25+,26+,27+
Fp1,1.0,0.9121433777062498,0.8774234093209522,0.8162619994828887,0.5617195339615051,0.5738948663798791,0.2580538369953438,0.2860437244235021,-0.011548472402593326,-0.00026142082380645334,0.7950087517117546,0.6255567916004134,0.2763396549353123,0.33331801494450064,0.019490752891820538,0.06825232323897475,0.8368173141512892,0.5437887148513122,0.3255990980598226,-0.001141221978483901,0.0047398207421085565,0.01086641245629957
Fp2,0.9121433777062498,1.0,0.8066320629580659,0.9211946476037897,0.524210986509309,0.6399038491287485,0.23959656717661842,0.3130651326766787,-0.02029375717667723,-0.0043790201885111485,0.6788016002030499,0.6971450016876859,0.2321982975003002,0.40550294303223705,-0.0006394182646561925,0.11078297481045063,0.8978906259484797,0.5786451901961763,0.3393497649583791,0.004457064858527571,0.002106039482591089,0.009866140782199868
F3,0.8774234093209522,0.8066320629580659,1.0,0.8119766660239366,0.7483514283357025,0.6654340068649361,0.3947182741884724,0.38369545659276827,0.0616718182953404,0.06742859691234898,0.8335532248608049,0.5815295913085768,0.4121908464960152,0.3710448865227927,0.1283124579895055,0.1410659703172353,0.8583996172196441,0.6495969474019233,0.43079655600022454,-0.00134485816777515,0.00720391308358926,0.007159323704383984
F4,0.8162619994828887,0.9211946476037897,0.8119766660239366,1.0,0.5932641171480187,0.7900079911567208,0.3189835393786003,0.4305489666130871,0.02805477931023132,0.051059800086282754,0.6392605499927172,0.7394785724375584,0.26663903022179425,0.50008203424128,0.049637789541367244,0.20314304696975344,0.8882063757276377,0.6642071129649486,0.4307702188406188,0.007136760362636251,-0.00014579233914439565,0.009288242836460027
C3,0.5617195339615051,0.524210986509309,0.7483514283357025,0.5932641171480187,1.0,0.7151732958971418,0.7482204023784613,0.5922818184482295,0.2734584695874949,0.24792026333651204,0.614246737880566,0.4148648820658911,0.6618955128643247,0.4022427197381402,0.4073792791236799,0.28974579794785105,0.5902618039311945,0.758174531447753,0.6999327339624842,0.0031803805574806905,0.005700798936147067,0.007105221799704419
C4,0.5738948663798791,0.6399038491287485,0.6654340068649361,0.7900079911567208,0.7151732958971418,1.0,0.5497395635014651,0.7801553740062428,0.19753095091972545,0.26063457920904815,0.5033699770789793,0.5855917080097922,0.3648095603684884,0.651137251230703,0.19666452496910838,0.4685772743483612,0.6447986470670686,0.7771076173609873,0.6984898089230596,0.008174469226878853,0.005324319154474707,0.009153430661196258
P3,0.2580538369953438,0.23959656717661842,0.3947182741884724,0.3189835393786003,0.7482204023784613,0.5497395635014651,1.0,0.7000452684117371,0.6553354638552255,0.5715237465232764,0.2872215407724884,0.21132246666355792,0.575205223609068,0.26809872032717197,0.7304445861161948,0.4365848874521148,0.28150300912466003,0.5610126646876965,0.8087352328311488,0.0032502456326424013,0.005615833202311756,0.007422288319231082
P4,0.2860437244235021,0.3130651326766787,0.38369545659276827,0.4305489666130871,0.5922818184482295,0.7801553740062428,0.7000452684117371,1.0,0.45358254080197236,0.5940767719916472,0.2505637637996676,0.32252594823412667,0.3416539100913448,0.5768665006396104,0.37232222059287884,0.7778052876702847,0.3328126224772844,0.5938672711951392,0.8008259962432641,0.005315295169184638,0.010784170974445098,0.010982310380582318
O1,-0.011548472402593326,-0.02029375717667723,0.0616718182953404,0.02805477931023132,0.2734584695874949,0.19753095091972545,0.6553354638552255,0.45358254080197236,1.0,0.8462843632336734,-0.015380631755320163,-0.00957095159945796,0.21624772452591676,0.051970540681570136,0.7013495937035918,0.42575531281105766,0.007063065674125698,0.16120200360155132,0.42999804437975225,0.0008775529478794121,0.009347931902112814,0.006382059126284399
O2,-0.00026142082380645334,-0.0043790201885111485,0.06742859691234898,0.051059800086282754,0.24792026333651204,0.26063457920904815,0.5715237465232764,0.5940767719916472,0.8462843632336734,1.0,-0.028897590930906613,0.013226641889020646,0.144601763774542,0.1450473582516476,0.515022683606403,0.6171489306372913,0.01629967766462285,0.18445289477680685,0.4762843841054778,0.0006754871175495456,0.015495413903638549,0.008987654028011913
F7,0.7950087517117546,0.6788016002030499,0.8335532248608049,0.6392605499927172,0.614246737880566,0.5033699770789793,0.2872215407724884,0.2505637637996676,-0.015380631755320163,-0.028897590930906613,1.0,0.5092086238445782,0.5307493204653105,0.32823687139813784,0.09254121528662967,0.043864898300344075,0.6607698469854739,0.46529299888418296,0.29903620303792317,-0.0073824128531673186,-0.0011783633200204576,0.006662230547040714
F8,0.6255567916004134,0.6971450016876859,0.5815295913085768,0.7394785724375584,0.4148648820658911,0.5855917080097922,0.21132246666355792,0.32252594823412667,-0.00957095159945796,0.013226641889020646,0.5092086238445782,1.0,0.19087455997460134,0.4572622898194261,0.002132154941003945,0.16241276749613756,0.5948289827445886,0.4361221831302402,0.30117576941327595,0.003129392219674927,-0.0022046600574700463,0.003400140804383414
T3,0.2763396549353123,0.2321982975003002,0.4121908464960152,0.26663903022179425,0.6618955128643247,0.3648095603684884,0.575205223609068,0.3416539100913448,0.21624772452591676,0.144601763774542,0.5307493204653105,0.19087455997460134,1.0,0.2570941198635091,0.5287951254162017,0.1851712352840668,0.26821986945420445,0.3501339551378286,0.39977993376832616,-0.004417128014673371,0.004252350289504811,0.0036903022702927213
T4,0.33331801494450064,0.40550294303223705,0.3710448865227927,0.50008203424128,0.4022427197381402,0.651137251230703,0.26809872032717197,0.5768665006396104,0.051970540681570136,0.1450473582516476,0.32823687139813784,0.4572622898194261,0.2570941198635091,1.0,0.050037562217178394,0.5692691294388483,0.3646021938443626,0.3957974889489975,0.36917033819377204,0.013877173014984718,0.00365514572234719,0.018682059964724
T5,0.019490752891820538,-0.0006394182646561925,0.1283124579895055,0.049637789541367244,0.4073792791236799,0.19666452496910838,0.7304445861161948,0.37232222059287884,0.7013495937035918,0.515022683606403,0.09254121528662967,0.002132154941003945,0.5287951254162017,0.050037562217178394,1.0,0.36673379386538124,0.03477221917023133,0.16967910188296145,0.34695712207143353,-2.0954279933624485e-05,0.0027783543099421893,0.004160807117188611
T6,0.06825232323897475,0.11078297481045063,0.1410659703172353,0.20314304696975344,0.28974579794785105,0.4685772743483612,0.4365848874521148,0.7778052876702847,0.42575531281105766,0.6171489306372913,0.043864898300344075,0.16241276749613756,0.1851712352840668,0.5692691294388483,0.36673379386538124,1.0,0.11808593267863847,0.25738708197675475,0.4372047643064328,0.007173645038484719,0.00793833789008709,0.014280391352817622
FZ,0.8368173141512892,0.8978906259484797,0.8583996172196441,0.8882063757276377,0.5902618039311945,0.6447986470670686,0.28150300912466003,0.3328126224772844,0.007063065674125698,0.01629967766462285,0.6607698469854739,0.5948289827445886,0.26821986945420445,0.3646021938443626,0.03477221917023133,0.11808593267863847,1.0,0.6618815868781385,0.375842208378182,0.003801596708387086,0.0021943281851247052,0.006295426603697809
CZ,0.5437887148513122,0.5786451901961763,0.6495969474019233,0.6642071129649486,0.758174531447753,0.7771076173609873,0.5610126646876965,0.5938672711951392,0.16120200360155132,0.18445289477680685,0.46529299888418296,0.4361221831302402,0.3501339551378286,0.3957974889489975,0.16967910188296145,0.25738708197675475,0.6618815868781385,1.0,0.7813515559408525,0.005277011835254811,-0.0030701806127524135,0.006405451299494148
PZ,0.3255990980598226,0.3393497649583791,0.43079655600022454,0.4307702188406188,0.6999327339624842,0.6984898089230596,0.8087352328311488,0.8008259962432641,0.42999804437975225,0.4762843841054778,0.29903620303792317,0.30117576941327595,0.39977993376832616,0.36917033819377204,0.34695712207143353,0.4372047643064328,0.375842208378182,0.7813515559408525,1.0,0.0036865277297827843,0.001680071250763658,0.00820173844512778
25+,-0.001141221978483901,0.004457064858527571,-0.00134485816777515,0.007136760362636251,0.0031803805574806905,0.008174469226878853,0.0032502456326424013,0.005315295169184638,0.0008775529478794121,0.0006754871175495456,-0.0073824128531673186,0.003129392219674927,-0.004417128014673371,0.013877173014984718,-2.0954279933624485e-05,0.007173645038484719,0.003801596708387086,0.005277011835254811,0.0036865277297827843,1.0,0.0009601654692523582,0.07233283140610546
26+,0.0047398207421085565,0.002106039482591089,0.00720391308358926,-0.00014579233914439565,0.005700798936147067,0.005324319154474707,0.005615833202311756,0.010784170974445098,0.009347931902112814,0.015495413903638549,-0.0011783633200204576,-0.0022046600574700463,0.004252350289504811,0.00365514572234719,0.0027783543099421893,0.00793833789008709,0.0021943281851247052,-0.0030701806127524135,0.001680071250763658,0.0009601654692523582,1.0,0.003164580928129649
27+,0.01086641245629957,0.009866140782199868,0.007159323704383984,0.009288242836460027,0.007105221799704419,0.009153430661196258,0.007422288319231082,0.010982310380582318,0.006382059126284399,0.008987654028011913,0.006662230547040714,0.003400140804383414,0.0036903022702927213,0.018682059964724,0.004160807117188611,0.014280391352817622,0.006295426603697809,0.006405451299494148,0.00820173844512778,0.07233283140610546,0.003164580928129649,1.0
