window_idx,start_time,n_connections,mean_strength,max_strength
0,0.0,273,7.625494524804836,39.972017738144295
1,7.0,290,12.315659398702786,53.854450886872655
2,14.0,180,5.496744241375668,34.44528161888437
3,21.0,211,7.731415603153129,55.877035995102915
4,28.0,229,8.589517883424023,45.192259916388345
5,35.0,116,3.8128959708725234,26.072888172959193
6,42.0,212,7.740304197921761,62.35670269139431
7,49.0,273,10.056145870294081,60.779075056478725
8,56.0,282,11.871221940530186,90.33269560205304
9,63.0,170,6.033007041435301,52.577796164207776
10,70.0,227,8.370293968073003,60.18294164842078
11,77.0,176,5.512524427410727,68.63457999884422
12,84.0,180,5.298734381842635,59.121499378688604
13,91.0,222,8.11023940250275,69.7511915526615
14,98.0,192,6.640392275062785,66.58237039336154
15,105.0,189,5.917870212101494,59.62172867703959
16,112.0,186,6.331524418561487,76.95701211576622
17,119.0,189,6.1555100154581,79.75294975292631
18,126.0,211,7.493661356229867,68.79985079188447
19,133.0,170,5.410195638944585,66.75084014167732
20,140.0,239,11.679340280665823,90.61096558948694
21,147.0,223,9.7728712725164,62.899320060790956
22,154.0,227,7.474149876009306,73.83982261523245
23,161.0,250,9.370985336564246,73.0722573259831
24,168.0,179,6.596535424069316,92.66713253036713
25,175.0,198,6.462762603645703,65.58103940435734
26,182.0,216,6.8923676772260265,67.79699865659242
27,189.0,221,7.625671528480469,82.8756059232817
28,196.0,204,6.68037840293222,88.12144631561186
29,203.0,155,5.4071101663812655,75.09996978075215
30,210.0,182,6.132683999265503,78.81125850707657
31,217.0,155,5.215013917285056,75.1230227158423
32,224.0,219,7.242754944804726,69.88092133769878
33,231.0,191,6.586208299435392,69.17321786246096
34,238.0,167,5.662839924411222,80.31841482652871
35,245.0,213,7.791755120662562,86.77907202529602
36,252.0,203,6.2572759998861995,76.90431718621441
37,259.0,195,6.325539783572915,89.95707784655406
38,266.0,273,12.899652713917952,115.0301193404099
39,273.0,173,6.334608830486875,88.64130099632064
40,280.0,255,9.95634260632508,95.82892528690135
41,287.0,215,8.192766036076897,104.73562005601548
42,294.0,235,10.139790453998163,109.18018688742123
43,301.0,263,9.230324930481542,115.51287457684039
44,308.0,208,7.0943255130862415,109.14602441462218
45,315.0,204,7.360636518059869,94.23328514784876
46,322.0,199,6.379730198736929,88.82187385371152
47,329.0,185,5.424377006940947,33.741675124628394
48,336.0,209,7.860022581769231,42.33802227711339
49,343.0,187,5.829216649475543,32.89849056820011
50,350.0,228,10.004966183415817,57.15391996821546
51,357.0,222,6.748516755808413,33.30979748664727
52,364.0,243,9.591509909457269,70.80857030331866
