Source,Target,F-stat,p-value
T6,T4,418.7050742579025,2.0402017592274782e-181
F4,T4,342.6187672006461,9.427970902145558e-149
F4,P3,330.2618934790441,1.2786978819962559e-73
O1,O2,328.6411368873271,2.870837007154634e-73
F8,T4,325.43430570971736,2.3029845611968015e-141
O2,O1,321.72114079957606,9.074538297520187e-72
C3,P3,302.53744168283447,1.3091418821346085e-67
T6,P3,302.1401895201836,1.5963764458278658e-67
C3,T4,301.1935603902261,6.170095448821963e-131
T5,T4,299.0033963392606,5.405593657762505e-130
Fp1,T4,296.97524444798154,4.0339223826780846e-129
C4,T4,294.32359463261434,5.585163739519277e-128
O1,T4,290.26511150055,3.1191968215959895e-126
F3,T4,284.60812297893193,8.50152360839004e-124
PZ,F4,278.28005363354197,2.3940868043746497e-62
T3,T4,274.42670870259764,2.0599745313839566e-119
PZ,C3,271.94305272025645,5.680681743374931e-61
P4,T6,269.3382491889883,2.088182549711688e-60
FZ,T4,268.72234765973616,5.900498940313581e-117
F4,FZ,268.35925124386574,3.406192203615705e-60
P3,T4,266.55775046837334,5.0507034250136e-116
P3,T6,265.7809871168664,1.2357604884683993e-59
PZ,T6,262.8289972658245,5.404753014822731e-59
C4,P3,255.68361718418393,1.9239043077950325e-57
C3,T3,254.6296584112774,6.963369105674625e-111
F4,P4,249.76862836551095,3.7042554465092125e-56
Fp2,T4,246.88861964033427,1.510776364368363e-107
P3,C3,245.63238305958552,2.9314337820799517e-55
P3,F4,244.33427628626345,5.611108771722924e-55
F8,FZ,242.3122183825755,1.5427430149304115e-54
T5,P3,241.90331284571187,1.8928761971440624e-54
F8,P3,239.8665610591157,5.243163947611825e-54
P4,PZ,239.0630568465399,7.837138707029551e-54
PZ,F8,235.45399539273052,4.767546086683119e-53
P4,T4,235.26486453374483,1.5505882010277315e-102
T3,P3,234.30040505757313,8.490903785544239e-53
PZ,C4,233.09005273676203,1.5558108363591533e-52
F4,PZ,230.68322842165176,5.187736316774949e-52
C4,PZ,217.51374668653327,3.780660721522957e-49
C3,PZ,215.45703716462523,1.0586319814699236e-48
O2,T4,215.0601439058757,8.04383802670838e-94
Fp2,F8,212.6426565161887,4.33223540705654e-48
F8,Fp2,211.93260986295041,6.181823689810974e-48
T6,P4,211.54976165245716,7.488094075556023e-48
P3,F8,210.24927254624725,1.4361050178438766e-47
PZ,F3,208.89956057805094,2.823059415402629e-47
T6,F7,206.47857168701884,4.060638499340559e-90
PZ,Fp1,202.72804008098686,6.209930228586248e-46
T6,O2,202.60955790966213,6.589627780487871e-46
O2,T6,202.1728880734302,8.200747040664862e-46
F4,O2,201.15975498720596,1.3622448983443081e-45
CZ,T4,201.10173097440355,8.497793974585612e-88
T5,T3,198.78907717999112,8.464335669120288e-87
T6,PZ,196.04502703239575,1.7663327987093736e-44
T6,T5,193.62903223882861,5.926567327541559e-44
F3,P3,188.72313306083834,6.926432225679049e-43
FZ,F8,181.22113693386848,2.9761662765296513e-41
F8,P4,180.05717618794137,5.334506205029788e-41
T3,PZ,178.2266972818781,1.3356226945528826e-40
F8,PZ,177.62062356498805,1.8099418035253623e-40
F4,T3,175.69332132506986,7.96182337932842e-77
PZ,T3,173.84576212603605,1.201643844415895e-39
T4,F8,172.55688900990188,2.2935460753492464e-39
F3,FZ,172.2425287431564,2.685229734309178e-39
PZ,T5,165.32794586182965,8.617519313849512e-38
F8,O2,165.32450845526756,8.632394169170659e-38
P3,T3,164.06659362168622,8.402643762897337e-72
P4,F4,162.51935985238822,3.5270038393790484e-37
F7,P3,160.83338388423243,8.21944573090573e-37
F3,PZ,160.26953847543547,1.0907685094806597e-36
PZ,P3,157.19945440255518,5.092394547721638e-36
P3,T5,155.2797559857315,1.334803621836927e-35
T6,O1,154.85523804393165,1.6518420166508931e-35
PZ,P4,153.32432792503715,3.5624400385505976e-35
FZ,F4,152.15495731558488,6.407974962478326e-35
PZ,Fp2,151.44672894626802,9.144361879581346e-35
Fp1,PZ,149.28947645921068,2.7014166019870127e-34
F8,F4,148.05800446779847,5.013820210922234e-34
P3,C4,146.62811824406123,1.02811960224127e-33
O2,F4,143.9285323809137,3.9895908948942024e-33
C4,T3,142.9341491771774,1.1464765169926417e-62
P3,F3,141.49310509676133,1.3560452399144176e-32
F8,T5,140.57877145206376,2.1467362694682365e-32
O1,T3,139.77030272303017,2.676144426180806e-61
T6,T3,139.16969342053304,4.8668313870989284e-61
O1,T6,138.7868872078817,5.281968529734629e-32
PZ,FZ,137.01880589606697,1.2842915787786836e-31
F8,F3,135.17272254307983,3.247904378075603e-31
PZ,T4,134.55185004760943,4.835216784352056e-59
F3,P4,133.568027339956,7.276068390325577e-31
PZ,F7,132.9757476643155,9.799344148080454e-31
Fp1,P4,132.058873573077,1.5537094873218486e-30
C3,CZ,131.8439521408395,7.172724416765742e-58
T5,T6,131.47941417392258,2.0791441398234373e-30
P4,F8,131.35695105587016,2.2111740756630748e-30
T3,P4,131.0966752685867,2.520297255288312e-30
P4,Fp1,129.98376772253198,4.410185568620283e-30
F7,O2,129.8316848883983,4.760646116346934e-30
T5,PZ,129.75418234149927,4.949822347887164e-30
O2,F8,129.39067395565306,5.942480654403643e-30
C3,O2,121.73470223039685,2.7943485695408565e-28
F3,O2,120.93892032101589,4.17025237429273e-28
T6,C4,119.2229200078432,9.889037569552508e-28
F7,T5,119.17752463544852,1.0117537913061355e-27
Fp1,T3,118.44065218172588,4.513740967584875e-52
Fp2,F4,118.16696735701932,5.928833176184507e-52
F4,CZ,117.51477316313957,1.1355322955982724e-51
Fp2,T3,116.65978702005715,2.6619159001217157e-51
C3,FZ,116.4569380523103,3.978389628267775e-27
F4,O1,115.27497737996268,7.212549907598031e-27
F8,T3,114.00699548025591,3.7432580217596595e-50
P3,PZ,113.83306158636026,1.4905062785963487e-26
CZ,PZ,113.78158278526723,1.5296403336203378e-26
CZ,P3,113.30346673076646,1.9459374552616334e-26
F8,O1,112.72017684659961,2.610181201408097e-26
FZ,CZ,112.16765951206641,2.3405518156364463e-49
F3,CZ,112.11909187984277,2.4566259603158877e-49
C4,CZ,111.791323227646,3.405672502433488e-49
F8,C4,111.10357588458243,5.891026503972604e-26
F3,T3,111.04530408055349,7.163049010802975e-49
F7,O1,109.52020641336745,1.307662308690669e-25
T5,CZ,109.45504598393147,3.494816120232571e-48
T3,CZ,108.6666700493571,7.667907296181773e-48
F8,Fp1,108.66389739704691,2.0128145770971205e-25
F4,F8,108.63063881028378,2.0468170623072772e-25
O1,F7,107.20191157129352,3.3016170647967317e-47
O1,PZ,106.86456117950614,4.982408062860865e-25
F7,P4,106.69030347858222,5.439573295845771e-25
P3,Fp1,105.48394966543083,9.988932096472719e-25
T5,P4,105.05285645310224,1.2412277218620231e-24
T3,O2,103.90214375189211,2.2165235183110675e-24
C4,O2,101.9482879691707,5.933643058530283e-24
T6,FZ,100.84181710067169,1.0364278742022837e-23
T5,F8,100.56262148276522,1.1930603837921955e-23
Fp1,O2,100.16329326541879,1.459114033169675e-23
F7,CZ,99.37347214129358,2.1728005269923262e-23
FZ,T3,99.1956708423992,9.657976178243172e-44
C3,P4,98.57970956549163,1.7848040752603408e-43
PZ,O1,97.99619342864348,4.351213836640609e-23
T5,O2,94.85260672538237,2.1240240668275872e-22
CZ,F8,94.49663301840773,2.5418248853415945e-22
FZ,PZ,93.69140891715065,3.815622786677652e-22
