Source,Target,F-stat,p-value
F3,FZ,8507.700864551587,0.0
FZ,F3,7116.05749504101,0.0
F3,T3,1533.1086628946869,0.0
P4,T3,1208.2322693036979,2.5026436466944246e-258
T5,T3,1080.8031712119605,6.802676258299323e-232
T3,F3,1075.524051417925,8.526090481460939e-231
T3,T5,984.6979566190245,7.243153757947747e-212
F7,T3,927.0295305436122,8.228694068776905e-200
F4,T3,915.2022319740774,2.4622594231294168e-197
T3,P4,848.8512463321333,2.014571439837852e-183
T3,F7,783.4921929505629,1.1134310654259445e-169
F3,CZ,721.3882486255966,5.799722528933821e-305
FZ,T3,671.1804097825453,5.622640105717856e-146
F3,F4,655.742552752576,5.3147972076679984e-278
T3,F4,613.4244328251297,9.627588940435677e-134
T6,T3,575.8846488652155,8.94109200907459e-126
F4,F3,539.8436142431376,4.1063567023550885e-118
F3,Fp2,528.0396699508411,3.792306578655497e-225
T3,FZ,461.2628512284277,2.2999762976468715e-101
T6,T4,452.2861173596969,1.900000135992585e-99
Fp2,T3,437.14731843913216,3.2622089652582163e-96
F3,O2,433.98989645768006,1.5433084596145618e-95
F3,F8,415.73165451238447,1.2397414106112777e-91
P4,O2,414.1309434640668,2.7279243329741104e-91
F4,CZ,404.0787545829386,2.521145602897092e-173
F3,F7,390.5981063927952,1.1707814992290657e-167
FZ,CZ,385.7382848366263,1.2969343243054002e-165
T4,F8,383.7625174097852,8.796669990075966e-165
T5,T4,378.63803121147816,1.0884811213979077e-83
CZ,F3,377.4851502076432,1.922787227354003e-83
T3,Fp2,375.4933133589547,5.139215997127399e-83
T4,T5,369.99525722299876,7.75639583967881e-82
T4,T6,369.10798519341375,1.2020349758063103e-81
C3,CZ,369.0071041852197,1.4373927252910702e-158
T3,T6,359.93418604679476,1.1156491787930806e-79
C3,T3,358.3879670352357,2.3946906120936975e-79
O2,P4,357.12429368483276,4.470675344331271e-79
C4,CZ,357.05246485409924,1.5736668660904443e-153
O1,T3,353.17459555748314,3.147001054559627e-78
PZ,T3,347.2600232861135,5.852600826042297e-77
F8,F3,343.6939851465109,3.411227619931671e-76
P4,PZ,333.5069853548812,5.255505789735753e-74
Fp2,F3,327.34602485383033,5.501211283607173e-141
F7,CZ,321.0255525708322,2.5892782548095228e-138
F4,T4,316.16421478606617,2.802989941273446e-70
T4,F4,311.3369536329866,3.0591172531599123e-69
F3,C3,296.874727346877,4.349286211059741e-128
T3,Fp1,293.19939525785696,1.571379176222911e-126
T4,P4,286.50350978019964,6.75260558671872e-64
T6,C4,283.5344542971006,2.943374472693944e-63
O2,F3,282.6564444754989,4.549260442125246e-63
F3,C4,280.59278299283926,3.4945209904920194e-121
F8,CZ,280.2917426185646,4.689659684686826e-121
P4,CZ,271.3562412857451,2.9144858293913014e-117
F8,Fp2,260.27927197423907,3.022075907949351e-58
T4,Fp2,259.7719625180488,3.887775722609015e-58
PZ,CZ,256.8209755783303,4.37701028408361e-111
F4,FZ,256.20793882249194,2.2820863075254802e-57
P4,T4,252.54003418604898,1.4109999657389326e-56
PZ,P4,251.58460910544326,2.2680174150293255e-56
Fp2,F8,251.27107455080082,1.003426385322069e-108
F3,P3,251.10392907790256,1.1819173816008947e-108
F7,F8,250.94818549793376,3.1113719453827562e-56
F3,T4,241.16981762562654,1.996080307324242e-104
Fp1,CZ,240.5978809601978,3.4968547671957403e-104
T5,P3,235.9127152043491,5.473282032000136e-53
T4,F7,235.67598360861635,6.156973741068781e-53
F8,T4,232.60167547368138,8.89652008105681e-101
T5,CZ,232.15598499369415,1.377535961244685e-100
F7,T4,231.87044236488285,4.08534216802642e-52
T4,Fp1,230.11690916126568,1.0184103071818487e-99
T6,CZ,229.0218285818044,1.684802692988474e-51
T4,F3,225.5465942152077,9.032175542583775e-98
P3,T3,223.42362616138274,2.729650815210896e-50
C4,T3,223.23822544167544,2.9934508851677977e-50
