,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ
Fp1,0.9999999999999999,0.7400298329131074,0.542994595697979,0.5351008717025786,0.5770849677845408,0.3166067339975078,0.3823677932776512,0.03994041339603902,-0.007122410898372435,-0.10563904818463254,0.8158114698833441,0.42752568616192194,0.3821297673885692,0.23081056332874783,-0.226941423761424,-0.23192156681673637,0.5116162805184654,0.5259185338779219,0.5503322432847731
Fp2,0.7400298329131074,0.9999999999999998,0.7431597103588289,0.8155657706458527,0.47145503752537915,0.4176127451750243,0.17283659532979348,0.009943772701074861,-0.23130391253491198,-0.2573958945669113,0.5255832552381524,0.66851157040751,0.26963138897020994,0.39898377063043544,-0.20917452544641663,-0.33315588860930945,0.6963701055501804,0.5605058876917817,0.3993438863379134
F3,0.542994595697979,0.7431597103588289,1.0,0.7783156265210167,0.5390952701202694,0.4612591740739087,0.19111385764657937,0.05002485666323,-0.37822529983060565,-0.40147493607930335,0.4622306203312941,0.6230521337823722,0.30341815045401255,0.38242461278222434,-0.31643973562835853,-0.3901318454155746,0.851627645833707,0.6036455175664845,0.44707075838579896
F4,0.5351008717025787,0.8155657706458526,0.7783156265210167,1.0,0.5096361988079293,0.6170437871320534,0.1384593328908587,-0.046929042119655075,-0.35392229663222585,-0.4455072313251346,0.45918318112064493,0.8172030930664516,0.2063136640582754,0.5657209011898329,-0.35997282011293313,-0.5005778510296094,0.7572231680373988,0.6395146597301208,0.41440300484309256
C3,0.5770849677845409,0.4714550375253791,0.5390952701202694,0.5096361988079294,1.0,0.736217297934576,0.32179954003970923,0.04635451333866017,-0.24829388518369233,-0.353905490239579,0.6720725960714156,0.2962401507693353,0.6386966991806252,0.43492459431901187,-0.12204177996728373,-0.4008819059907789,0.7018407645299735,0.8183840445957715,0.5564655665742754
C4,0.3166067339975079,0.4176127451750243,0.4612591740739087,0.6170437871320534,0.736217297934576,0.9999999999999999,0.23363717903854345,0.05227239534788433,-0.35749010115959934,-0.491895850752923,0.43906925871746544,0.39203628443724864,0.331688593887673,0.724165371985175,-0.20312023585938793,-0.47001726506624375,0.7002109726048014,0.8356882112745797,0.48887298730810225
P3,0.3823677932776512,0.17283659532979348,0.19111385764657934,0.1384593328908587,0.32179954003970923,0.23363717903854345,0.9999999999999999,0.630433156724118,0.40663328392391346,0.19072684657748196,0.2513265203849242,0.08368607351458243,0.2319840666966841,0.005663110715171438,0.1818849456180243,0.16514000037443366,0.15122527719527287,0.37477406516373446,0.8275993858053037
P4,0.03994041339603902,0.009943772701074861,0.050024856663230005,-0.046929042119655075,0.04635451333866017,0.05227239534788434,0.6304331567241181,0.9999999999999999,0.5303964538070971,0.5391245072484635,-0.08226902520529465,-0.04177719866104336,-0.15282772528777655,0.030510857824383446,0.18275825096228623,0.6347723168365806,-0.04729073781380942,0.09853021795797592,0.5428191955411399
O1,-0.007122410898372435,-0.23130391253491198,-0.37822529983060565,-0.3539222966322258,-0.24829388518369233,-0.3574901011595993,0.40663328392391346,0.5303964538070971,0.9999999999999998,0.8665035274343683,-0.10357487702669578,-0.32239041345856134,-0.13379165904006396,-0.48673029869669754,0.6177081318511215,0.7169628108961397,-0.41315562257932426,-0.25250536551337144,0.1101815925775214
O2,-0.10563904818463256,-0.2573958945669113,-0.40147493607930335,-0.4455072313251346,-0.353905490239579,-0.491895850752923,0.19072684657748196,0.5391245072484635,0.8665035274343683,1.0,-0.18590922185021516,-0.33801823452798657,-0.24915455317226418,-0.47874429549909786,0.5085442850552946,0.931554612407001,-0.48243861470444205,-0.41228141381129585,-0.04623703973874412
