window_idx,start_time,n_connections,mean_strength,max_strength
0,0.0,238,8.550501862413583,182.94280313377755
1,7.0,221,9.972728596306151,364.12244856531294
2,14.0,290,18.95875967083121,240.4320988489926
3,21.0,287,21.14700756193715,299.1233937074642
4,28.0,257,22.416145201864914,290.2987689288735
5,35.0,228,12.191669054827901,387.3418367540313
6,42.0,215,8.679795882436549,278.93163264348766
7,49.0,169,7.094043315955598,186.40749004465133
8,56.0,185,6.846952749608282,132.29500211107924
9,63.0,242,9.921899395649136,133.2247171053912
10,70.0,243,9.700379456903923,160.16371990671132
11,77.0,196,7.400332404406802,208.38723922238196
12,84.0,166,6.151774072338327,113.1251127419807
13,91.0,212,7.817406787281876,227.68962795105983
14,98.0,197,8.071239366872282,216.16982449930308
15,105.0,142,5.830374255271386,252.18764848428665
16,112.0,201,7.583082242908643,217.8001529515762
17,119.0,165,5.900972576065206,144.67797621309688
18,126.0,211,8.062581191213106,188.12768959629534
19,133.0,186,6.353154371085644,187.37408923412704
20,140.0,246,8.644571637918407,248.16658265298858
21,147.0,215,8.718460297002345,320.74159562071287
22,154.0,212,9.403699924191002,230.59005324006517
23,161.0,327,39.59599627043785,603.9141041899072
24,168.0,295,26.34626671246152,331.3176193524254
25,175.0,164,6.5439921560497565,229.91408715176468
26,182.0,165,6.579802722293886,269.31575771498933
27,189.0,200,6.837845177121607,182.87868082139926
28,196.0,292,15.650505925980745,228.29118938754684
29,203.0,288,25.127318213410785,191.9738838093239
30,210.0,231,18.081755321470222,190.13513398426002
31,217.0,280,14.668916170395788,156.7565999205056
32,224.0,243,9.195398970403275,178.39900179513154
