Source,Target,F-stat,p-value
F3,FZ,5566.9831957717115,0.0
FZ,F3,4453.360902327369,0.0
F3,Fp2,3775.105426159567,0.0
Fp2,F3,1873.3020008189033,0.0
FZ,Fp2,1621.1933256239308,0.0
F3,Fp1,1489.4339493425632,0.0
Fp2,FZ,1035.0339327261624,0.0
Fp1,F3,609.7899681459024,4.8145411589740574e-259
F3,F4,604.584242605576,6.830572514001739e-257
F8,Fp2,548.7679667844585,9.191401007296873e-234
FZ,Fp1,546.9207510441819,5.377514491478313e-233
F3,F7,461.36049275124856,2.4575538056102513e-197
F4,Fp2,447.3213291504655,1.8413903229883048e-191
F8,T4,341.44419496341453,6.077711177750661e-147
T4,F3,310.86536740574013,5.157786333948263e-134
O1,F3,307.66275973188493,1.1705318248006462e-132
F4,F3,302.3128724055768,2.1587664162154717e-130
T6,F3,299.7728046386192,2.572399156661701e-129
P4,F3,297.1600404861169,3.2923181046790896e-128
F3,T4,274.8154877668662,9.900745177848081e-119
P3,F3,268.7503848009773,3.726970834174947e-116
PZ,CZ,236.8175735823576,3.490282633421978e-53
T4,F8,219.75370280616332,2.6654551942163408e-95
F7,Fp2,217.61733655371566,2.172566446060273e-94
Fp1,Fp2,215.02407727219,2.774997976438287e-93
C4,F3,211.0051871537178,1.4394397569084007e-91
T6,F8,210.54934993482996,2.2529049536737258e-91
F7,F3,206.35981388974923,1.3840737896627664e-89
PZ,F3,202.54065647857234,5.915678745072773e-88
F3,T3,202.46163396328532,6.393724720396948e-88
T4,FZ,196.2273527609492,2.944508711027308e-85
F8,Fp1,194.47204519411792,1.6562221738785694e-84
Fp2,F8,194.2871563709679,1.9867100731632638e-84
T3,F3,187.804559611629,1.1731632528471193e-81
T6,T3,175.51908258131482,6.370101349685606e-40
Fp1,FZ,174.3496623199171,6.696643371955349e-76
O1,FZ,173.20965566827195,2.0600902530674247e-75
T6,FZ,170.37683923868235,3.363516964215973e-74
T5,F3,169.8597159781695,5.600633906088142e-74
Fp2,F4,166.342358982861,1.7976148881679571e-72
F4,F8,166.00560229986766,7.366356750854349e-38
O2,F3,159.84914526777868,1.0885279952956983e-69
P4,CZ,159.59217892767245,1.8151860198561608e-36
T4,PZ,159.13227074374257,2.2084594889047688e-69
P4,FZ,156.5686543244016,2.7732847678091413e-68
FZ,F7,154.23006796533514,2.790240289538537e-67
CZ,PZ,153.70808048844455,3.438376219840913e-35
Fp2,F7,152.7577923476284,5.5299037768542e-35
Fp2,C3,151.9741691591646,2.588332720167425e-66
F8,T3,151.1734703502718,5.707164237530572e-66
F7,T4,150.86041355723816,7.774795580947107e-66
