Source,Target,F-stat,p-value
F4,CZ,1972.8012419274678,0.0
PZ,P4,1946.2428965649583,0.0
F4,FZ,1821.5731746781978,0.0
F4,F3,1662.2377478454873,0.0
O2,O1,1624.9197243267315,0.0
PZ,P3,1539.1108749986506,0.0
T5,P3,1491.7220228606732,0.0
F4,Fp2,1365.070607216451,0.0
FZ,CZ,1293.7297046025183,0.0
Fp2,Fp1,1280.0012653471788,0.0
FZ,Fp2,1144.2387909719155,0.0
P4,P3,1129.5469483246507,0.0
F4,Fp1,1078.733290214401,0.0
Fp2,F3,1078.1818817199376,0.0
T5,Fp2,1066.9868944242219,0.0
O2,T6,1017.7921227098637,0.0
O2,T5,987.109477104145,0.0
C4,T5,948.7568225536421,0.0
FZ,Fp1,944.9362522840622,0.0
T5,CZ,900.7383897148138,0.0
F8,F3,874.8702887836597,0.0
T5,Fp1,861.8618959557828,0.0
F8,F4,845.8572702697581,0.0
O1,P3,845.0687297493993,0.0
T4,T5,844.7343548097874,0.0
FZ,F4,823.410311334753,0.0
F8,FZ,822.4279288795204,0.0
F4,O1,795.7614156400479,0.0
C4,PZ,777.4191300700138,0.0
CZ,FZ,752.4219000710807,2e-323
FZ,F7,748.3343771232286,1.107e-321
Fp1,T3,743.5160799949181,1.2144e-319
F7,FZ,738.1448425932675,2.291393e-317
C4,P3,730.2709198075561,4.9764932166e-314
Fp2,CZ,726.5169837559848,1.94123240941e-312
T3,T5,716.8757653682535,2.374295879170108e-308
FZ,F3,716.6217693877076,3.042535561985162e-308
Fp2,FZ,698.8733167495207,1.0262930099189608e-300
T4,T6,698.2270159369265,1.929674917075065e-300
CZ,O1,694.2051714467614,9.817603883915226e-299
Fp2,O1,692.8759300296775,3.5980723136182176e-298
O2,P3,688.8314282083164,1.872875411176626e-296
Fp2,T3,669.1928193815033,4.075337319703085e-288
C4,C3,664.688144649379,3.337375869993969e-286
FZ,F8,663.4188876600492,1.154888131576615e-285
P3,C4,663.4100817118847,1.1648780124473515e-285
F4,F8,661.9962244693558,4.6436880890324225e-285
T4,F3,652.9183545185741,3.339311964972952e-281
P3,O1,649.0545099920197,1.46415966052263e-279
T4,T3,642.8359232545604,6.43579835666179e-277
PZ,O1,640.9343355260072,4.1392416418976205e-276
F7,T6,636.3429415434147,3.70526635159744e-274
PZ,T5,635.175096996302,1.1623639391977543e-273
FZ,C3,626.6007251533417,5.145452340452231e-270
T5,O1,617.1790461502594,5.235986466114778e-266
O1,T5,609.0783186324192,1.4645260637562368e-262
F3,P3,601.5475601836304,2.3480880132351876e-259
C3,P3,597.6846047335714,1.0352867466149616e-257
T6,P3,595.5591819788705,8.315343573563165e-257
F8,O1,594.4400539849275,2.4907655025212258e-256
C4,P4,593.7117982547245,5.086121476099279e-256
Fp1,T6,593.0972686539053,9.290256155108408e-256
C3,O1,585.1209582739876,2.314673678202141e-252
FZ,P3,584.6785011362698,3.5720914616237156e-252
P4,T6,583.1344033124475,1.6238340082590689e-251
Fp1,F4,577.5254563447738,3.977690167303266e-249
T6,T4,570.9459880790766,2.5273924829636365e-246
C4,T3,567.8613529774565,5.212259160334942e-245
F3,FZ,554.1208358368409,3.744988100310539e-239
T5,O2,553.4290547045345,7.385314612140851e-239
Fp2,F7,552.9528820206643,1.1786199509740416e-238
P4,O1,552.1614547266329,2.5632260036362845e-238
T3,O1,551.562476100517,4.614857642194775e-238
F8,T3,528.9971772282714,1.9429133559174072e-228
T3,F8,523.4587801900519,4.484659639839451e-226
Fp1,P3,506.48546791063404,7.890021493641608e-219
F7,F4,506.3585881472828,8.938288444607976e-219
T5,F7,505.9279449310197,1.365009579847196e-218
