Source,Target,F-stat,p-value
F3,Fp1,2053.196335179691,0.0
FZ,Fp1,1702.7300267034077,0.0
F3,F7,1322.1607324343756,0.0
FZ,F3,1230.2802689757623,0.0
F4,F8,1134.300514565943,0.0
CZ,P3,1087.7900519909151,8.761926457015336e-237
P3,CZ,1066.1236372437743,3.822594680488688e-232
FZ,Fp2,1060.610429558936,0.0
C3,T5,921.8889026396253,3.2142869220473846e-201
F4,Fp2,898.912031322365,0.0
T6,O1,886.1240850796288,0.0
P4,T6,884.0113056958317,4.3571273926082245e-193
Fp2,Fp1,875.7363388899479,0.0
PZ,T6,803.0301058641903,1.0989465359189993e-175
C3,P3,797.8518415490529,1.4270666731393256e-174
T5,PZ,788.4248732429054,1.5195866435998095e-172
P3,C3,741.6755400117113,1.7361022573764148e-162
T5,C3,711.8014510730161,4.684229499734879e-156
CZ,PZ,710.1903631272506,1.0412289591222118e-155
PZ,T5,682.6090913600312,9.075295167714212e-150
C4,T6,677.4319597407836,1.1835170141573622e-148
CZ,O1,675.4731928043742,3.1273554914722692e-148
F8,F4,670.0749018391202,4.630105618043964e-289
P4,CZ,667.02524904986,2.0671842214953704e-146
CZ,P4,626.1671506897428,1.3249278906527174e-137
P3,PZ,610.1020269235739,3.8598563980406354e-134
FZ,F7,603.2760615157994,1.4851611079879024e-260
FZ,P3,603.1260206969008,1.2336816313585092e-132
O1,CZ,567.1583155288193,7.107623334039146e-125
F7,Fp1,563.9390306386651,9.617691180814549e-244
Fp2,F4,561.6023858370585,9.599347086721658e-243
T5,T6,552.7728510336879,5.7333558213018105e-239
T6,O2,548.883138560163,2.6438045078023035e-237
C4,P4,530.3716607760296,6.2203992261942946e-117
Fp2,FZ,526.4083381423891,1.0946386560129068e-227
C4,F8,508.4239363090717,5.484275581840687e-220
T4,O1,508.3063059384258,6.158771142383016e-220
F8,F3,495.5662789884667,1.7633043443229266e-214
CZ,O2,492.6456928292817,8.78950506657643e-109
PZ,Fp2,492.63997915907765,8.814530558883633e-109
F8,O1,479.6200294500599,1.1998893585531536e-207
O2,CZ,467.98895169080964,1.8778216285454905e-103
PZ,P3,467.94620011578434,1.9182155074543557e-103
T5,CZ,463.4894672653771,1.7640080293821943e-102
T6,PZ,452.93020189690833,3.3278301566420676e-196
CZ,T5,446.5912602305517,7.958522863721934e-99
T6,F4,442.98039278037356,6.1687219974970314e-192
F8,CZ,440.16300195391506,9.975729636477782e-191
P3,T6,437.26061685511894,8.301020651596591e-97
F4,T6,422.14218330133394,1.5493172875153831e-93
T4,O2,421.41933516414014,1.1039479760650061e-182
T6,C4,421.4073862980895,1.1170635614887575e-182
T6,P4,421.0519277282955,1.5873255270912784e-182
F3,P3,419.8702693565032,4.805865504762991e-93
T6,CZ,419.1407538877341,1.0497922395960292e-181
P4,T5,414.5910826084509,6.671847075745534e-92
F4,Fp1,405.8758704583321,5.208340866938872e-176
Fp2,CZ,402.49350680910845,1.476829919471655e-174
PZ,CZ,395.03463715959526,1.1415967475214724e-87
T5,T4,394.56262131115926,3.7666437455350735e-171
FZ,F8,394.15659636909515,5.628310410084258e-171
Fp2,F3,394.1433143391996,5.702744005826033e-171
F3,T5,391.5039946533991,6.636605835496654e-87
T5,P3,371.1857402404445,1.668030877402186e-82
T4,C4,362.20783623759473,3.0289426509805765e-157
CZ,Fp1,361.5985781622604,5.536747634300362e-157
F8,O2,354.81495752099937,4.5742049830288676e-154
Fp1,F7,351.4171395029234,3.200563398343031e-78
T4,T6,350.2181979711905,5.821637701861094e-78
T5,F3,347.5649248037323,2.1880218474731115e-77
Fp2,O1,346.6646728633282,1.4648157396236947e-150
CZ,C3,345.1358664869338,6.659103985362948e-150
P3,F3,343.24112966374213,1.8930354987614817e-76
F8,FZ,342.55158432627013,8.612633541634842e-149
C3,CZ,327.9190545283619,3.9689991041343777e-73
Fp2,T5,322.70445843557917,2.9902924909267613e-140
F8,PZ,322.66909857024893,3.0969473717666184e-140
T4,F4,315.4659965715504,3.905857699767746e-137
P4,O1,315.16426511703764,5.267673256165506e-137
CZ,FZ,314.5367849183974,9.812216248372114e-137
T4,P3,314.03944238621693,1.6065368783830879e-136
T4,PZ,308.931728870542,2.5416289806486515e-134
Fp2,C4,305.1798321524989,1.048958920225116e-132
T4,CZ,303.07918458389076,8.421991728415382e-132
P3,T5,288.33024825462684,1.8993554422959906e-125
F8,C4,286.94398488015,7.514154924319318e-125
FZ,O1,285.9383926241353,5.074556975664084e-64
T5,O2,284.24914078113517,1.088989130212752e-123
F8,T5,284.0235081678283,1.362219569525102e-123
F7,F8,280.9369830502441,2.9125317432671786e-122
F3,Fp2,278.47271529803857,3.35920666195998e-121
C4,Fp2,272.94360327712417,8.114230932296134e-119
F8,P3,272.1812245098976,1.7292431280781318e-118
F8,Fp1,269.7577652492304,1.9164055101272378e-117
T4,T5,269.395565244732,2.74548834913783e-117
FZ,CZ,268.04179858291224,3.895665850901931e-60
