window_idx,start_time,n_connections,mean_strength,max_strength
0,0.0,201,7.1375790377065504,212.5217655592444
1,7.0,166,6.458903474529093,221.63543298288846
2,14.0,208,7.647363301772476,227.7644153319925
3,21.0,282,11.915460606822606,194.03390887604783
4,28.0,298,12.798502418753314,244.8895368584859
5,35.0,219,8.650378063884279,199.08888351825715
6,42.0,248,11.575745754019431,300.6343422964136
7,49.0,228,8.737232599586013,203.6119309607469
8,56.0,279,13.635698065019573,174.8885432743032
9,63.0,275,12.025302444072338,195.49507965698078
10,70.0,257,8.477569846290285,141.48128222062488
11,77.0,244,8.877520983485365,155.56112308749417
12,84.0,241,9.139580362872026,263.33021617459076
13,91.0,219,9.865469391973622,357.19979516625176
14,98.0,253,13.38615340866185,245.64174333668393
15,105.0,254,14.365099943368707,287.15415685265435
16,112.0,272,11.415545613249439,202.74480053048484
17,119.0,310,14.841153207105554,229.21024326904728
18,126.0,307,17.73625000871831,203.45768554629007
19,133.0,216,9.614126319007523,255.76531808793592
20,140.0,201,7.203342399110295,204.7829015262059
21,147.0,269,13.69238439723838,220.2027616356924
22,154.0,286,14.261682092171304,140.48827493936415
23,161.0,260,14.451929633050938,226.80656302095107
24,168.0,299,17.963011600572496,260.2340727566832
25,175.0,282,22.6593439808902,287.49910084625753
26,182.0,286,12.741442825851065,199.72040986485095
27,189.0,289,11.862191957887678,187.56176630871715
28,196.0,287,12.35007631276486,178.0141571498617
29,203.0,291,13.032054990158699,194.05119273973983
30,210.0,314,16.253388285314006,290.2169742527138
31,217.0,264,11.89890457636522,194.29844305986072
32,224.0,235,10.58405101286356,240.86704903906497
33,231.0,272,13.505153338096541,191.96931714708177
34,238.0,234,8.295231041517532,123.23185665027998
35,245.0,277,16.011087292853375,243.2192232376031
36,252.0,268,12.227484399625707,318.3756646847095
37,259.0,281,14.259492294659873,271.9521239209603
38,266.0,301,18.25498896921364,269.4502865958293
39,273.0,294,15.363479570350277,300.19790669523434
40,280.0,262,11.11022852155718,176.8475051725679
41,287.0,275,13.904195800628104,138.24245327168265
42,294.0,324,36.86233108433307,370.2321377907601
43,301.0,219,9.757367648049962,256.45322500454597
44,308.0,242,8.8607040073412,254.7319951446227
45,315.0,189,7.072436089052154,143.80670626078174
46,322.0,204,7.604083321267131,175.38305579183532
47,329.0,254,9.05186379429453,95.09808956345782
48,336.0,233,9.000109465025696,179.37077568366388
49,343.0,298,18.565421861307318,170.26612555706546
50,350.0,148,4.962663202445029,71.74199538278178
