Source,Target,F-stat,p-value
F3,Fp2,2617.04739706452,0.0
Fp1,Fp2,2119.094460993391,0.0
C4,F4,1687.7988366464413,0.0
C4,FZ,1444.6240692446477,0.0
FZ,Fp2,1307.4535149842438,0.0
C3,FZ,1263.7532974814317,0.0
F4,Fp2,1233.3460309354837,0.0
C4,F3,1213.9972165499014,0.0
T4,F4,1133.8113913908733,0.0
F8,Fp2,1124.7865745388006,0.0
C3,F4,1116.5238985121114,0.0
C4,F8,978.9283311043292,0.0
C3,F3,948.3824160531051,0.0
T4,FZ,932.3206997458367,0.0
CZ,F4,920.1473256803841,0.0
CZ,FZ,920.1306962031182,0.0
T4,F3,871.2439968259456,0.0
F7,Fp2,851.8859273873246,0.0
CZ,F3,796.5403094667662,0.0
C3,Fp2,772.9435265558398,0.0
T4,F8,714.8359343453184,5.848195298492504e-306
C4,Fp2,714.163091728781,1.1207989832865568e-305
C3,F8,656.4929496612773,1.9785074037495218e-281
PZ,FZ,649.7639695136107,1.3480703414793811e-278
PZ,F4,648.2745463717476,5.714586750106862e-278
C3,F7,647.834006237116,8.760465123931519e-278
P3,F4,632.9922956705784,1.5690628275751767e-271
P3,FZ,613.4644903895856,2.689683062230835e-263
P3,F3,553.4846514760283,5.8578412744043025e-238
CZ,Fp2,540.022799391434,2.913247918051427e-232
PZ,F3,532.4687936387709,4.598050793797243e-229
P4,Fp2,498.23483464791406,1.4814109029009546e-214
F7,C3,484.05575155385145,1.5363820899926591e-208
CZ,F8,464.4455077429357,3.260128648991619e-200
F7,F4,456.3426385647006,9.037513110854021e-197
F7,F8,452.85913117066445,2.732460541702764e-195
T6,F4,451.1898372030366,1.3998990436297544e-194
F7,C4,435.09243560377956,9.800543123574086e-188
Fp1,C4,424.6985500154046,2.5931985798647962e-183
F8,C3,412.66959440028245,3.4264671488856243e-178
T6,FZ,412.24957322511807,5.172636867161493e-178
T3,F4,411.8435583667213,7.70222509151861e-178
