Source,Target,F-stat,p-value
P4,F8,5696.047147301416,0.0
PZ,C3,5679.257242940579,0.0
CZ,C3,5555.037116589555,0.0
O2,F8,5491.440102197516,0.0
CZ,F8,4567.219040905044,0.0
PZ,F8,4389.957847286365,0.0
O1,C3,3872.475346689889,0.0
P3,C3,3862.8360332880466,0.0
FZ,Fp1,3673.9356066263213,0.0
F3,F8,3424.6551264600366,0.0
PZ,CZ,3423.8071396883915,0.0
Fp1,FZ,3306.5644005390823,0.0
F4,F8,3160.7204543670164,0.0
FZ,F8,3074.6321363076872,0.0
Fp1,F8,2986.5533153692277,0.0
P3,F8,2910.763524707739,0.0
Fp2,F8,2880.6043328149635,0.0
C3,F8,2862.694471953114,0.0
O1,F8,2822.1111948808534,0.0
O1,P3,2712.085196404395,0.0
O2,C3,2453.536126925053,0.0
P3,O1,2182.8289780610357,0.0
P4,C3,2107.9225614492934,0.0
PZ,F7,1942.8455717756656,0.0
CZ,F7,1922.2274461817353,0.0
F3,Fp1,1861.5304559409312,0.0
T6,T4,1821.8055299917382,0.0
T6,F8,1779.6420070923496,0.0
F3,F7,1677.831050021034,0.0
T5,F8,1661.5206033418272,0.0
FZ,F7,1661.0993450325668,0.0
Fp1,F7,1614.7621466926707,0.0
F4,F7,1609.9486462917432,0.0
F3,Fp2,1591.6679830655332,0.0
T5,C3,1590.7590506047,0.0
T5,F7,1586.2043433024626,0.0
O1,PZ,1569.1084469038597,0.0
T6,F7,1558.8245641986214,0.0
CZ,PZ,1489.7512413980332,0.0
Fp2,F7,1482.553131328988,0.0
T5,T4,1425.9931072440465,0.0
P3,P4,1375.4136819833648,0.0
T3,F8,1345.4163767081177,0.0
FZ,F3,1312.2656763609148,0.0
P4,T4,1303.9353444450269,0.0
O2,T4,1227.4746517169356,0.0
F3,FZ,1222.7670936348877,0.0
O1,CZ,1205.9095336899575,0.0
P3,O2,1196.5143773051518,0.0
T6,F4,1187.254421491358,2.7061444883175045e-259
CZ,P3,1177.8388394513665,0.0
T6,Fp1,1154.718056604224,2.8594707119466174e-252
P4,O2,1148.8642242163812,0.0
Fp1,F3,1132.3925088732651,0.0
T6,FZ,1130.2253431991508,5.5556351514824533e-247
Fp1,F4,1111.151890352114,0.0
PZ,P3,1097.562892321774,0.0
CZ,O2,1071.1116666772182,0.0
T6,Fp2,1058.6988205652867,1.5614067453764804e-231
T4,F8,1046.1408511025502,0.0
F7,F8,1040.2174701915517,0.0
O1,P4,1030.808193525204,0.0
PZ,T4,1030.5551581547302,0.0
P3,T4,1011.5089438056956,0.0
C4,F8,1010.5093202746812,0.0
O1,T4,1002.7713004006761,0.0
P3,F7,1002.7064428621381,0.0
F8,C3,998.3412011223168,0.0
C3,F7,978.1252289380326,0.0
T4,Fp1,946.0009294928418,0.0
Fp1,C3,930.7114118676212,0.0
O1,O2,922.7101247069425,0.0
CZ,T4,911.4307501163644,0.0
FZ,C3,907.7845012987867,0.0
F4,C3,903.9435592214355,0.0
T5,Fp1,902.9723932147797,7.141902780857359e-198
T3,F7,894.5265534284996,0.0
T4,FZ,887.4229729709543,0.0
PZ,O2,864.162705287303,0.0
T5,FZ,849.7372322500912,2.3380301346743484e-186
Fp2,F4,843.8172914998671,0.0
F8,T4,839.5343716394425,0.0
T5,PZ,826.0525362218918,0.0
F7,Fp2,823.7934896880905,0.0
F3,F4,820.7850947836837,0.0
T4,F4,807.4339764901662,0.0
CZ,P4,800.504520091735,0.0
T3,T4,788.0886213099461,0.0
F8,F7,787.3850638360024,0.0
T4,F7,785.4631525508489,0.0
CZ,C4,781.7986069640696,0.0
F7,F4,775.6674502951329,0.0
PZ,C4,773.9344258313151,0.0
T3,C3,769.8839042335583,0.0
T5,CZ,767.4511063440164,0.0
PZ,P4,764.99483985496,0.0
C3,T4,742.6338160015295,7e-322
O1,F7,725.1497127131822,2.3809969214e-314
CZ,O1,720.775458560938,1.823124335873e-312
FZ,CZ,718.5341674584898,1.683490556881e-311
Fp2,Fp1,717.029268315004,7.489137474719e-311
F7,FZ,707.4240729658925,1.0281137964216177e-306
Fp1,CZ,703.3243606443591,6.000721187131205e-305
Fp2,FZ,697.6500559591184,1.6704700813308446e-302
C3,C4,692.0579394401077,4.2876562718335067e-300
F7,Fp1,691.1016291864984,1.1072984028398731e-299
T4,F3,678.273481705319,3.732104872430775e-294
P3,PZ,673.3990631651416,4.705092822857206e-292
F4,F3,659.6133511253768,4.1125100316512397e-286
F7,P4,659.3133782341339,5.538643727641021e-286
T4,Fp2,656.2509370843075,1.1572415611167673e-284
P4,F7,654.2094634809536,8.778030065367985e-284
T5,P4,647.9041493061173,4.585844459669371e-281
P4,C4,646.0804309126369,2.802872297160998e-280
O2,C4,645.7694974877163,3.816319804731427e-280
O2,O1,644.354753707313,1.5543110659060637e-279
F8,C4,642.4953199972101,9.843533380264895e-279
FZ,PZ,641.7898352864297,1.9828697154035717e-278
P3,C4,641.5426540734909,2.5342976975798867e-278
T6,CZ,639.4856917048678,7.783001173452957e-141
F7,F3,638.9925916442791,3.18599081535829e-277
Fp1,PZ,638.8029556069239,3.8459353678913653e-277
O1,C4,636.048325253695,5.9240815423056885e-276
O1,T5,634.2314609111918,3.597130962805613e-275
T6,F3,626.2063470899337,1.0378930227766669e-271
P3,F3,624.7145572303535,4.564613883133167e-271
F3,C3,624.1128488143735,8.295841659385029e-271
T5,F3,614.519229536957,1.1372752950395726e-266
F4,CZ,611.7291995770684,1.8158515402282057e-265
O2,P3,607.1168755722754,1.7711394776349833e-263
PZ,O1,607.0300398695973,1.9306506346867522e-263
T5,T6,604.3562869732636,2.747079052578517e-262
Fp2,C3,604.3015215853131,2.900623646255297e-262
