Source,Target,F-stat,p-value
F3,Fp2,985.9916216102984,0.0
Fp2,T6,729.959974025717,3.58214442895376e-310
F3,Fp1,712.4179633614009,6.583776574276054e-303
T4,O1,620.9215781551125,6.946901297514668e-265
Fp1,T6,598.1137227105055,2.265834573914077e-255
F7,T6,557.8534288520501,1.5231484667714611e-238
T6,F3,535.4020534834413,3.85364916573747e-229
T4,T6,506.9998352905868,3.170248626938816e-217
Fp2,F3,473.6568431996361,3.290830243863297e-203
Fp2,O2,463.769129142292,4.7822690516866375e-199
Fp2,P4,460.4551408859836,1.1893036634666267e-197
F4,T6,452.2044121370251,3.5590680019183e-194
T6,F8,447.8432190785367,2.4517315213706473e-192
T6,F4,436.65248996230076,1.2838064556487828e-187
Fp2,O1,433.05883445236395,4.2135306004665826e-186
T4,O2,431.3457836063376,2.2258724923164584e-185
T4,P4,428.71343791396436,2.8736026742059216e-184
T4,F3,416.1175028500694,5.983254631623142e-179
FZ,Fp1,408.45750354027837,1.0314572754558551e-175
FZ,T6,406.4109544487981,7.558542741376531e-175
T6,FZ,384.6350558394301,1.2285026696919776e-165
T4,T5,380.6312743735398,6.086454922783187e-164
F8,T6,374.91351649920637,1.6059597118316056e-161
F3,T6,374.5122298870638,2.375235967935479e-161
Fp2,T5,371.4196762761732,4.85024812538566e-160
T3,T6,365.7684604589577,1.203381197167894e-157
T5,F3,364.287554900892,5.105848399912693e-157
FZ,Fp2,363.8772123179444,7.620750126420704e-157
O1,T6,360.16274676494015,2.861827180009775e-155
Fp1,O2,356.976498902176,6.42204311787281e-154
T4,PZ,354.94940826016307,4.648856499383246e-153
T3,O1,354.9131794074323,4.816278072012068e-153
F7,O2,352.7140334494665,4.125571060790978e-152
Fp1,P4,350.3110663258204,4.313825811496003e-151
F7,P4,344.9853001279133,7.847250822077624e-149
Fp2,PZ,327.34234469290504,2.436375121742072e-141
T6,F7,326.0151212788826,8.926863772565455e-141
Fp1,O1,321.8328741012482,5.347055856662387e-139
T6,O1,318.75732951441915,1.085190756307307e-137
T6,Fp2,316.42102808376075,1.0686326298042514e-136
T4,C4,314.62640618464405,6.193695578685623e-136
F7,O1,313.66294008523687,1.5910319614229056e-135
T5,F4,312.1485613120441,7.010435569805627e-135
T5,F8,310.36157934118745,4.03489673332961e-134
T5,FZ,309.3151925546078,1.124479765546411e-133
O2,F3,306.3799983233979,1.993927491799285e-132
T4,FZ,302.4623930230933,9.264140469799995e-131
Fp2,FZ,301.61978207437744,2.115562636903355e-130
F4,Fp2,300.7791251549262,4.822085900836829e-130
T4,F4,293.07942386327016,9.149309982803432e-127
F8,Fp2,279.5427158891204,5.354379206498802e-121
T6,Fp1,277.6443638680984,3.4507769987228914e-120
O1,F3,275.9115365532486,1.8908438161721757e-119
PZ,O1,275.6233466889298,2.5091404278443376e-119
T3,O2,275.15309504207454,3.98126500908446e-119
P4,F3,274.2240845357764,9.911323616678926e-119
F4,O1,270.946846499116,2.475552586462914e-117
C4,T6,270.31621393646105,4.598678402529417e-117
T6,C4,268.57170854315564,2.551011612536021e-116
Fp1,T5,267.6272873762011,6.45015150544344e-116
T6,C3,257.52074268081014,1.3251197394396336e-111
C4,O1,254.45490384939188,2.698288966932206e-110
PZ,T6,250.8983085298738,8.90766946719954e-109
F4,O2,247.46596041906187,2.6045112807775193e-107
T3,P4,245.0028760976088,2.937109905959836e-106
F7,T5,244.12913569283984,6.937625430997833e-106
P3,T6,239.77821576693418,5.0163740891444714e-104
F4,P4,239.5692238631649,6.161794146630136e-104
C3,CZ,237.32863745518205,2.4235782383580675e-53
F7,PZ,234.21911311440525,1.1929356534071607e-101
