Source,Target,F-stat,p-value
FZ,CZ,5234.903231042385,0.0
F4,CZ,3359.1347963264902,0.0
Fp1,Fp2,2945.2701950624987,0.0
F4,Fp2,2531.4597154074363,0.0
Fp1,F3,2171.8613684260085,0.0
F3,Fp2,2128.7515550983635,0.0
FZ,Fp2,2047.7561836148514,0.0
Fp1,FZ,1861.6980413537876,0.0
F3,Fp1,1812.6803481656711,0.0
F7,Fp2,1786.470192340506,0.0
C4,CZ,1758.9941104998409,0.0
CZ,Fp2,1739.7027265430756,0.0
Fp1,P3,1711.3819110256668,0.0
F7,CZ,1677.0071646637277,0.0
F3,CZ,1673.436547603405,0.0
F8,Fp2,1656.7341054315361,0.0
FZ,Fp1,1609.1312404309476,0.0
Fp1,CZ,1567.327612432086,0.0
C3,CZ,1567.0232946095373,0.0
F8,CZ,1400.158939906821,0.0
F3,F7,1280.7544363698396,0.0
Fp1,PZ,1271.4532967084742,0.0
P3,O1,1240.2763612854696,0.0
Fp2,P3,1199.1897872122663,0.0
Fp1,F4,1161.1678737119273,0.0
F7,Fp1,1093.8734275882014,4.750049935443705e-239
C4,Fp2,1093.0452694031187,0.0
F8,P3,1068.8405076822248,0.0
F4,F8,1067.4558962814779,0.0
Fp1,T5,943.0682478770848,0.0
O2,O1,927.7412918692265,0.0
T3,F7,910.5964996086079,1.8259898868364867e-199
Fp1,P4,903.5030049295907,0.0
F4,Fp1,901.5621516187198,0.0
C4,F8,900.8795948686325,0.0
Fp1,T6,869.1349571081382,0.0
F8,T5,815.9489858940636,0.0
F4,P3,807.9012370709584,0.0
Fp2,T5,797.3955247722538,0.0
FZ,P3,771.7915331102637,0.0
Fp2,PZ,769.7816148026578,0.0
Fp1,C4,754.5492954044576,0.0
Fp2,CZ,742.0455941736155,1.774e-321
C4,F4,736.5485475623796,4.11473e-319
F7,F3,732.2389253348726,2.9418324e-317
C3,Fp2,702.2697816516567,2.323016850918963e-304
P3,O2,701.7573785947272,3.8602119644831986e-304
PZ,O1,690.7767600637084,2.0580335255728262e-299
Fp1,O2,678.8095588964176,2.9223800908860866e-294
Fp1,C3,659.4205144963672,6.531762970543637e-286
C3,F7,643.9853291551881,2.905231828706855e-279
T4,PZ,630.0651199628667,2.8835216159695152e-273
F7,P3,616.7989201026684,1.4993583704731726e-267
T5,O1,615.2761141658542,6.793527566186576e-267
F8,PZ,604.5083160428834,2.967502423796121e-262
F4,T5,593.3977843676139,1.8240977877144492e-257
T4,P3,590.5646206294133,3.035666269077432e-256
Fp2,F4,570.6401973042351,1.1795270567149552e-247
T6,Fp1,563.2195322023767,1.867770739370238e-244
F3,F8,562.240410059298,4.9376509200241993e-244
FZ,T6,560.5621948468662,2.613231242017362e-243
C3,FZ,554.7765801446775,1.8805440652422855e-122
C3,Fp1,539.1339745756254,4.6279749515836665e-119
Fp2,F3,536.4641031090713,6.458479738914293e-233
FZ,PZ,535.7765130833681,1.2785526425410221e-232
T6,F3,535.2974045521041,2.0576953053214037e-232
CZ,Fp1,525.7013915135225,2.8370383516815674e-228
T3,Fp1,524.684300779547,6.285602827825878e-116
T6,FZ,519.4537171916231,1.406788668247521e-225
F7,T6,517.546926541653,9.351828698772036e-225
T4,F8,514.0615570654271,1.2642727541502063e-113
F8,F4,494.06334108759387,1.2714772560791052e-214
FZ,T5,487.7009466439686,7.083819528634923e-212
T4,P4,481.8015563961376,2.4922714423311984e-209
T3,CZ,479.2478339309204,3.1543246812466384e-208
Fp2,C3,472.82811912682234,1.8626264100289746e-205
F3,P3,469.81364294496024,3.727970040364679e-204
Fp2,FZ,459.6331325963151,9.263119329885526e-200
C4,F7,452.76061643005704,8.593802232928331e-197
F7,PZ,448.0879965640953,8.951292599908097e-195
Fp1,F7,445.3154763384785,1.035815023256599e-98
F4,PZ,443.47239084199225,8.812194503493169e-193
T4,Fp2,442.44699906945357,2.4428906107968557e-192
F8,P4,441.30284848580794,7.621093321593082e-192
Fp2,O2,434.3958436449141,7.328769324535969e-189
Fp2,P4,430.8315065467299,2.538094136831573e-187
P4,O1,427.8131955642322,5.107449774706271e-186
Fp2,C4,425.532682863513,4.9346577397924485e-185
T4,C4,419.3850307666532,2.2327400697676834e-182
F7,P4,418.67459718827774,4.5262150333309e-182
Fp2,T6,409.36140307368413,4.7770083757253055e-178
F3,T6,402.96287039121074,2.7776709371865494e-175
CZ,P3,402.256260614261,5.610345299636884e-175
P4,CZ,401.1469605947443,1.6915954671830506e-174
Fp1,F8,399.8710123282059,6.02028759258173e-174
FZ,F8,398.28548263136395,2.915523397182668e-173
T6,F7,396.12431079257186,2.503629491241887e-172
T4,T5,395.5635138257813,4.3741886936590183e-172
T4,F7,391.18379791043964,3.4157606780539405e-170
T3,P3,388.899555928366,3.315965077024378e-169
F4,F7,385.807592097663,7.191683599350302e-168
F8,C3,385.67953961420864,8.169035103484083e-168
F8,O2,372.6859238791845,3.3733688343557435e-162
C4,F3,370.95433725159745,1.8903076715098314e-161
T4,CZ,369.6481658160765,6.936313389672184e-161
C3,F3,361.0690664551654,3.545690417178765e-157
F4,T6,357.5420863702933,1.1870268654389356e-155
FZ,F7,354.61898434126476,2.1787511625041824e-154
