,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ,25+,26+,27+
Fp1,1.0,0.9250838276395347,0.8438615484883061,0.8165163218699395,0.48448275704693183,0.49608743778652103,0.16837579160101745,0.16845212049173194,-0.1852894721865478,-0.1613964284218034,0.8078994599011877,0.7381269366225723,0.3406151445565481,0.3929531507462162,0.034162218552158584,0.06247876981593406,0.7614067497173552,0.4313466656067286,0.19335543548886233,0.004340077856428977,0.00357692363403115,-0.027359253976751128
Fp2,0.9250838276395347,1.0,0.78015781605646,0.9139315003517243,0.4488457978819326,0.5439580256193675,0.15745785134208148,0.1891122350619071,-0.1732984870785107,-0.14705052633156368,0.6982883842198062,0.8475606250865053,0.3033127010807967,0.4642749771394046,0.0299273609144192,0.10685642292982411,0.7808781778796677,0.43719456006153334,0.19239034606081756,-0.0007113227072143679,0.0014397456156548252,-0.0255645651927102
F3,0.8438615484883061,0.78015781605646,1.0,0.8089796026612355,0.6944907537120597,0.6199496219906367,0.2917426654089547,0.28944197320150183,-0.1159548700905913,-0.09354017453989899,0.8022842079233511,0.6650769272527048,0.4712014903753963,0.4268360755539713,0.1478512904756957,0.11861660993419058,0.8693151703563704,0.6011304926840746,0.3391127259114298,0.003905352237933079,-0.00010645942480235596,-0.034298181139815934
F4,0.8165163218699395,0.9139315003517243,0.8089796026612355,1.0,0.5411521304148642,0.6907815370805792,0.228429660929906,0.2947757270122557,-0.10935714319749339,-0.08646442572182092,0.6517787008712906,0.8812182740724352,0.34976968092824673,0.5449701224573766,0.09390084067296758,0.1788024567731181,0.8499600428831514,0.5584343076274357,0.29843912032229014,-0.0031376063639048496,0.007272062881441868,-0.031516477399822426
C3,0.48448275704693183,0.4488457978819326,0.6944907537120597,0.5411521304148642,1.0,0.6755992844590166,0.6578185402832653,0.5023218957809876,0.03412932919673947,0.04534604182181369,0.5872901255736566,0.46256140432443915,0.6977628999613447,0.499334092864059,0.41396605514571405,0.24656783262669602,0.5953986566434267,0.6936910154556005,0.5677824109667361,-0.002417978464041874,0.005580770347634329,-0.03171000539410758
C4,0.49608743778652103,0.5439580256193675,0.6199496219906367,0.6907815370805792,0.6755992844590166,1.0,0.43285988801790126,0.6619547468651085,0.03157415697080486,0.08727340143301776,0.4791193580797195,0.6202921501730092,0.4694154717290021,0.7241852096154516,0.23893695807446585,0.43098316395371833,0.6206304718809647,0.7148102987118574,0.5699303280886152,-0.007299805268537334,0.00749840170851543,-0.028935972013411967
P3,0.16837579160101745,0.15745785134208148,0.2917426654089547,0.228429660929906,0.6578185402832653,0.43285988801790126,1.0,0.6027956889675579,0.36861311994638296,0.340353434221745,0.25861532999569453,0.19993657866165002,0.46671718524066563,0.3252805403959184,0.6520276655046718,0.3521246007452306,0.2583060940846515,0.43925290466972616,0.7034390137923049,-0.006636181052172356,0.011308995943754353,-0.01652517255826149
P4,0.16845212049173194,0.1891122350619071,0.28944197320150183,0.2947757270122557,0.5023218957809876,0.6619547468651085,0.6027956889675579,1.0,0.37863540103661847,0.5287199813928887,0.1887289239796878,0.2885227536737362,0.34406087474287006,0.5428803712931057,0.42567770130675686,0.75746346116601,0.25151574267893495,0.49492992178714,0.8370456898507082,-0.006993867508430746,0.009975014724276763,-0.02296394900604611
O1,-0.1852894721865478,-0.1732984870785107,-0.1159548700905913,-0.10935714319749339,0.03412932919673947,0.03157415697080486,0.36861311994638296,0.37863540103661847,1.0,0.816373789751217,-0.17532916807075674,-0.11619313791561872,-0.0033650588346585634,-0.003116677696202788,0.43610032507966096,0.33041342926016526,-0.11795106748743076,0.02166777023933718,0.40000048381297915,-0.0030646023793044212,0.006183966445899023,0.0036808704254115707
O2,-0.1613964284218034,-0.14705052633156368,-0.09354017453989899,-0.08646442572182092,0.04534604182181369,0.08727340143301776,0.340353434221745,0.5287199813928887,0.816373789751217,1.0,-0.159266714796747,-0.08035307605282627,-0.03168943610970695,0.07406667070655897,0.32012966508491497,0.5354952637759476,-0.09706702879270966,0.03657955817749901,0.43488568325335947,-0.004148335742689256,0.0052295167626704745,-1.4725677041637049e-05
F7,0.8078994599011877,0.6982883842198062,0.8022842079233511,0.6517787008712906,0.5872901255736566,0.4791193580797195,0.25861532999569453,0.1887289239796878,-0.17532916807075674,-0.159266714796747,1.0,0.639358092919491,0.5580913204334603,0.4157033381913529,0.12129008041234272,0.043498668634509886,0.6334159869666958,0.421978820285841,0.21832264756731568,0.009692899598440469,0.004022693508831518,-0.029397548082951044
F8,0.7381269366225723,0.8475606250865053,0.6650769272527048,0.8812182740724352,0.46256140432443915,0.6202921501730092,0.19993657866165002,0.2885227536737362,-0.11619313791561872,-0.08035307605282627,0.639358092919491,1.0,0.3237660433800456,0.6373492676361067,0.05701037611060608,0.20238954901144923,0.662773171799293,0.4444777386312534,0.25082476697595846,-0.008845800873564638,0.0006954060952908447,-0.03021784537482234
T3,0.3406151445565481,0.3033127010807967,0.4712014903753963,0.34976968092824673,0.6977628999613447,0.4694154717290021,0.46671718524066563,0.34406087474287006,-0.0033650588346585634,-0.03168943610970695,0.5580913204334603,0.3237660433800456,1.0,0.49685681622205297,0.5662546952497645,0.22726143888095215,0.35565917444014356,0.38752833382778307,0.3602582795156781,0.005015647303828917,0.008364575164521602,-0.020503508516856978
T4,0.3929531507462162,0.4642749771394046,0.4268360755539713,0.5449701224573766,0.499334092864059,0.7241852096154516,0.3252805403959184,0.5428803712931057,-0.003116677696202788,0.07406667070655897,0.4157033381913529,0.6373492676361067,0.49685681622205297,1.0,0.19398625730318156,0.5450098489801753,0.40791245400662174,0.41646110932015384,0.38814688094149885,-0.01237039875799789,0.011362664714035962,-0.02542936750488459
