Channel,Participation_Coefficient
Fp1,0.4761574137552438
Fp2,0.4750444370653324
F3,0.47800965328167944
F4,0.47684219463029454
C3,0.47647932551716277
C4,0.4694493272447071
P3,0.45841988213753926
P4,0.4580702184299732
O1,0.4544245529330313
O2,0.454480251436828
F7,0.4704676795612184
F8,0.4671046966994259
T3,0.47781949952514924
T4,0.4739367202202266
T5,0.4586323816229265
T6,0.4527018809376029
FZ,0.4769712510939317
CZ,0.47936810683829467
PZ,0.463500581916066
