Channel,Participation_Coefficient
Fp1,0.47776079451960796
Fp2,0.4802778742597681
F3,0.4826497046246916
F4,0.48069358272295537
C3,0.4747503374320149
C4,0.472199634946726
P3,0.45269804080018616
P4,0.45395671046141794
O1,0.45218742284436686
O2,0.4516986312364155
F7,0.4703886429728277
F8,0.4770086359847203
T3,0.4757118502251789
T4,0.4731773653074105
T5,0.45323886057983653
T6,0.45333500498439283
FZ,0.48159497160675835
CZ,0.4791653967180449
PZ,0.457401105017879
