Source,Target,F-stat,p-value
F3,FZ,3389.4654023504168,0.0
FZ,F3,1876.05910447897,0.0
F8,T4,1800.7502173295698,0.0
F3,T4,1219.2665784378178,0.0
F8,FZ,970.6607559449513,5.916577358183205e-210
F4,T4,906.0133968217629,0.0
P4,T4,901.2284411184262,0.0
F8,T3,823.2626080472068,8.732338099789109e-179
P4,T3,802.5600644194797,2.1410416167005452e-174
T4,F8,746.6214689337529,1.2190393e-317
F8,C4,738.9261075386124,1.9044672e-314
F3,C4,687.3167044678031,5.456502792817299e-293
P3,T3,675.0208160796585,2.7355514329539776e-147
T6,T4,662.7273519458571,9.628261751692653e-283
O1,T4,661.950417944713,1.6645919363115405e-144
T5,T3,628.3353264599624,2.440733076611939e-137
F3,CZ,602.0322827063887,2.191203694320432e-257
T4,F3,590.8628107714575,1.0402923474998072e-252
FZ,F8,578.0956560166308,1.2964697173700795e-126
T5,T4,558.3893376047866,4.27728057657836e-239
P3,T4,550.8169298417495,6.450965363446988e-236
P4,C4,549.805395019079,1.715214348291778e-235
O1,CZ,516.5386321673935,1.9004065703300886e-113
O1,T3,511.5638782709719,2.208409956066873e-112
F4,C4,509.0559231590909,2.315483644247578e-218
O2,T4,484.5611935690868,4.809896880959503e-208
F8,CZ,458.82269719972953,3.467810627967825e-197
T4,F4,455.0376682100268,1.374744338027772e-195
Fp1,CZ,448.7511225859755,6.455789577729965e-99
PZ,T4,445.3910779895701,1.6330524845386e-191
F7,T4,440.3224151207392,2.2646040186468885e-189
Fp2,T4,434.6094782580812,5.889024919348428e-187
P4,FZ,427.3598607630254,2.5274441153406873e-94
PZ,T3,420.7777976914778,6.555011962146711e-93
C4,F8,414.3552072199037,1.572302011535144e-91
F4,FZ,405.74008140138915,9.704394441264334e-175
O2,T3,403.29929769731865,3.7391927839502085e-89
C4,P4,400.83529333690626,1.2661850921367606e-88
F8,F4,399.324078472971,2.675511210431275e-88
F4,CZ,398.4888737861887,1.1452666854278562e-171
F3,T3,396.29982343932136,9.695137243486684e-171
F8,C3,382.54347435622844,6.589882655713547e-165
P4,CZ,382.05320630362655,1.0637231192370869e-164
T6,CZ,377.26347373108246,1.4876414767586007e-83
FZ,T4,376.3820433043047,2.7086195140491704e-162
T6,T3,371.0145107465592,3.290981600634661e-82
P3,C3,347.7342118108216,3.390528199683399e-77
Fp1,T4,334.6269062765556,1.4877718385644206e-144
T4,Fp2,333.0959016733556,6.665760221330843e-144
P3,CZ,332.82175686484965,8.719300224114275e-144
F3,Fp2,332.35294512151575,1.3801842136951986e-143
F3,C3,328.5440954930666,5.762621511705038e-142
O1,C4,328.1986560055013,5.5000988139327165e-73
T4,FZ,322.386909528661,2.4061955371394478e-139
Fp1,T3,317.6372708839748,1.0418855676962019e-70
P4,C3,304.54003359962246,9.619836822370304e-132
C3,T4,302.99381550932964,4.386999202329486e-131
P4,PZ,302.43469431611607,7.59418220501423e-131
T3,F8,288.67415961884865,1.8555901344761286e-64
CZ,PZ,286.30301678245485,6.033187751763542e-64
T3,P4,283.358796488109,2.6088212870772725e-63
P3,FZ,282.14752310665415,4.7651940551136283e-63
Fp2,F3,279.5949580623662,4.192032732121584e-121
F3,PZ,276.8385695935795,6.295710919995693e-120
T4,O1,275.77548166507717,1.134161338307596e-61
F4,F8,274.34410027301345,2.3118434205220434e-61
O2,CZ,273.70395602081425,1.3720190370265419e-118
PZ,CZ,270.96761816423026,2.0222902164846376e-117
T5,FZ,270.8945745791116,1.2864405192208593e-60
CZ,F8,266.1719769133351,1.3493137776649303e-59
P3,C4,265.06080469799355,6.743228194951981e-115
T4,T5,264.6581971156842,1.0020057334997969e-114
C3,T3,264.49478970301476,3.109319528615176e-59
T5,CZ,258.8200399535678,3.129906358282489e-112
T3,T5,258.07160978336987,7.610244485432194e-58
T4,P4,257.55636183952214,1.0854817998558124e-111
F7,T3,256.0575442334271,4.7453244115069094e-111
T3,P3,251.72827267263406,1.7917185245311772e-56
O2,C4,249.00125206370046,4.933425421799057e-108
F8,PZ,247.95784943269737,1.3783559454511215e-107
C4,F3,247.7134670864069,1.7533799280547104e-107
T4,F7,246.06068575887878,8.928118048745216e-107
O1,C3,245.9253357409115,3.2256929746719565e-55
F3,F4,245.8176907919836,1.134209723100016e-106
CZ,P3,241.72810469809824,2.611120725412234e-54
CZ,P4,238.87111923812927,1.084252313583161e-53
F3,F7,236.6408797857157,9.570261216318734e-103
T4,T6,235.2391739947206,3.809154601408058e-102
Fp1,FZ,234.16674492304645,1.13090998216408e-52
T4,O2,231.97881874962582,9.471140467765518e-101
O1,FZ,223.72611758179798,2.0616900913028086e-50
C3,C4,220.62243825241373,6.912203823747307e-96
T4,C3,217.33568918731925,1.7691197195897e-94
T5,C4,214.97583879722367,1.8153614754293812e-93
T4,PZ,211.7418064914281,4.415692035483577e-92
F4,C3,211.10872549415325,8.248136549264026e-92
F7,F3,206.52112935701908,7.63925002040314e-90
PZ,F3,203.77974304974572,1.1443116284783275e-88
PZ,C4,203.4074647648199,1.6526878468408269e-88
T3,F3,198.38171659753223,2.364690515125238e-86
CZ,O1,194.85853501868334,3.728426895563173e-44
T4,C4,194.8369801522148,7.844086580206495e-85
O2,FZ,192.12415694152406,1.4612971220259453e-43
F4,T3,191.13567729003532,3.0397380948065113e-83
FZ,F4,183.74073421392094,4.541752524157979e-80
PZ,P4,181.37437486377308,3.146144838872855e-41
F4,F3,177.51315361480323,2.1459960990776994e-77
P4,F4,177.1924178761203,2.545665295814409e-40
O1,PZ,176.95919731583092,2.8605335868779247e-40
T6,C4,176.89896862802374,3.939522563273709e-77
P3,PZ,176.69574501152925,4.816567944724456e-77
FZ,C4,169.90675315655312,3.977035508562678e-74
F8,F7,169.38379391786194,6.672589877846094e-74
T6,F3,169.34502008023463,6.933575942048401e-74
CZ,F3,165.46226641697905,3.2340878458344554e-72
CZ,Fp1,164.72773137820442,1.2991613501094734e-37
T3,F7,163.18860265387,2.8066008553284845e-37
C4,T4,160.76205115926746,3.39175985687378e-70
T4,P3,159.44649043465643,1.2476826730333757e-69
FZ,CZ,159.28940721499012,1.457644325701232e-69
F3,Fp1,159.1860305374464,1.6147488129868122e-69
F3,P3,158.7213094154848,2.558262039336434e-69
T6,FZ,157.4638658881139,4.9285076859685836e-36
O1,F3,155.24988633278784,7.96000442469262e-68
P4,P3,155.1617538548072,8.686022690913764e-68
F8,P3,153.7410396219845,3.547552788130315e-67
CZ,T5,153.58287346531657,4.1492155112373296e-67
C4,T3,150.87032780198362,1.3388921984526597e-34
C3,CZ,147.78609654098577,1.2941393003864872e-64
T3,O1,146.94499914956768,9.567422133430143e-34
P4,O1,146.87084431608528,3.2051070179549716e-64
O2,C3,142.35176037740968,2.8240497198003567e-62
F8,O1,142.24414396261332,3.1419369475937836e-62
T5,O1,141.97297094058416,4.110828868533219e-62
T5,C3,141.57466800503929,6.1008526874361965e-62
C4,T5,140.177475655481,2.4371725913158163e-61
C3,FZ,137.75195956235112,9.593389086886145e-32
T4,CZ,135.9632196075022,1.5902024041834646e-59
FZ,P4,133.4464186938519,8.312487732905428e-31
F3,P4,132.2400261991793,6.382225752444531e-58
Fp2,T3,130.71520740454335,3.2717056804613295e-30
T3,C4,129.69704507516613,7.950714531243696e-57
T3,CZ,128.00146694657036,4.274667661631319e-56
CZ,O2,127.04555602376786,1.103483476000513e-55
P4,F7,126.82328864368388,2.3064556346858152e-29
PZ,FZ,126.03600569371744,3.424166250313709e-29
C4,C3,125.17584135809679,7.053766814501729e-55
F3,O1,124.95565388354227,8.776178895520308e-55
C4,F4,122.39329703110086,1.1157973912863033e-53
C3,F3,121.49920155364934,2.709869226589477e-53
F8,T6,120.20206816017017,9.8188857188772e-53
T5,F3,119.24526226447054,2.5381121599703014e-52
Fp2,CZ,117.77522625234646,1.0920545104028843e-51
F3,F8,116.77320982697712,2.95289090417551e-51
F4,PZ,116.6771988125802,3.248197290683207e-51
T3,T4,115.70521013953915,8.525653435353268e-51
Fp2,C4,114.32183623773047,3.366902348346835e-50
T3,F4,113.89106347608121,5.1640175341295525e-50
Fp1,C4,112.99264463556929,1.2601392032859046e-49
O2,O1,112.31308375154059,2.47448141010078e-49
P4,T6,110.93069310302896,9.765367125672307e-49
Fp1,C3,109.98413939947083,1.0873158989147102e-25
O2,PZ,109.50300517448281,4.031648917884613e-48
F7,C4,109.18192889565097,5.545972268827788e-48
T6,C3,108.69859003818765,8.963326404184368e-48
C3,F8,108.02676228801198,2.9091713104186655e-25
T5,PZ,107.29106151633177,3.627871524973503e-47
F7,CZ,107.07023673565644,4.517691644202391e-47
F8,P4,107.00771167870805,4.807179948808479e-47
PZ,C3,106.63416625883059,6.966954181501793e-47
FZ,Fp1,105.8179385707423,8.834920182192762e-25
C4,O2,103.48936626100817,1.584530773937795e-45
P3,F3,102.91527744819267,2.80301916712049e-45
P3,O1,102.35974098428972,4.8680421768060856e-45
Fp1,PZ,101.77977771779442,6.737654210539432e-24
C3,P3,99.33424596894532,2.3070127656422252e-23
CZ,F4,98.63900410304376,1.9640892436674215e-43
F3,T6,97.63742790250988,5.3148121429079426e-43
T3,C3,95.7941561648828,3.32047139042991e-42
CZ,T6,93.99567792020834,1.9845532831091899e-41
FZ,T5,91.60969181072375,2.127680792554311e-40
C4,T6,90.88920097812694,4.355488515379014e-40
FZ,C3,90.69338746792536,5.291729773158189e-40
CZ,C3,89.87403900659628,2.7069650718841655e-21
FZ,Fp2,88.61136952907447,5.115684995670109e-21
FZ,T3,86.39935496315266,1.560566341657313e-20
Fp1,F7,85.54756399213872,2.3979986063715073e-20
F7,F8,84.89229846943876,3.3372460727184966e-20
T3,O2,83.8465495735929,4.797414845424429e-37
T3,Fp1,83.61043793702093,6.371339669706287e-20
T6,F4,82.988741053924,1.1262016289301143e-36
PZ,P3,82.82496138229587,9.470003437748006e-20
O1,F4,79.26075020583899,4.5971915934362854e-35
CZ,Fp2,79.2207645543963,4.783794918460414e-35
C3,P4,78.6681311184731,7.71993971270129e-19
PZ,F4,78.3557938534573,1.1313146427501322e-34
P4,F3,75.60520225027885,1.7475477223298053e-33
O1,F7,71.9631056262702,2.28553804331962e-17
PZ,F8,71.56855095301889,9.716207945173022e-32
CZ,F7,70.26597176156297,3.553881114425148e-31
P4,T5,69.89255224258798,5.154298436362758e-31
O1,F8,69.57009032785591,7.105672200677144e-31
T4,Fp1,69.42698152398006,8.193843734983024e-31
C4,PZ,66.90474804650064,1.0097916482645307e-29
O1,T5,66.62259776523331,3.407335313967519e-16
C4,Fp1,66.57284320884982,3.494248987000302e-16
C3,T5,66.3032193547268,1.838184751658718e-29
C4,CZ,66.10411658350209,2.2413103903133343e-29
F4,P3,64.78052260563797,8.37509026500075e-29
P3,F7,63.89195746577201,1.3582159679878075e-15
T3,FZ,62.1605430673352,1.1385059185345432e-27
T5,F7,61.98027729177662,3.578151119845079e-15
T3,T6,61.59790012196512,1.9940976992286716e-27
P3,F4,61.14499887706923,3.131029838284625e-27
T5,P3,60.85204893701109,4.192088535408553e-27
C4,O1,60.389235361358665,6.647663083331799e-27
O2,F3,60.12700046871639,8.632344607485185e-27
C4,P3,58.811123059776065,3.20250924058139e-26
T3,PZ,58.05604754282268,6.795509199307965e-26
C3,F4,56.94592916605987,2.054061658032481e-25
T3,Fp2,56.885771422025755,2.180956604774253e-25
F7,P4,56.66891228302718,5.292776353704202e-14
