Source,Target,F-stat,p-value
F3,FZ,3113.56942035456,0.0
FZ,F3,2848.6866428835956,0.0
PZ,O2,744.3853780022133,3.85991597e-316
O2,T3,698.7225414751902,3.130457938145427e-297
F3,Fp2,657.2711847152459,5.116500861652839e-280
Fp1,O1,656.3862039217446,3.331021713000241e-143
F3,O1,630.366771894365,1.1507572737722693e-137
O2,Fp1,606.4478714216203,7.539092669804164e-259
O2,T5,597.5511781386579,3.8909040940249456e-255
F3,Fp1,569.682113793891,1.7145791046185317e-243
O2,F8,565.2717901106395,1.1989227223483418e-241
O2,F4,563.4780667595858,6.747981790456351e-241
O2,Fp2,561.1282155961543,6.49140396132096e-240
FZ,O1,560.3421546216405,9.812461542004834e-123
O1,Fp1,546.020350344709,1.3708214839376552e-233
O1,T3,544.4548822777159,6.204298177487694e-233
F4,O1,537.7999756642388,6.401966601831839e-118
FZ,O2,526.8607932119119,1.3935517262764268e-115
F3,O2,514.8512152381745,5.1495570642019686e-113
O1,Fp2,506.0175748974438,8.195284524795974e-217
O1,F4,498.2020301911165,1.5718486889530522e-213
T6,T3,496.3398959876185,9.52423952704404e-213
Fp1,O2,494.0114394877454,1.4791779739162166e-108
O1,T5,493.4967152438222,1.4915695446053024e-211
P3,O2,492.0622234878095,5.978002468041292e-211
FZ,PZ,476.56785610892587,8.02393474678499e-105
F3,PZ,471.1238378645057,1.1758649685400248e-103
Fp2,O1,463.5701364520092,4.8816279715494505e-102
T5,F3,462.0374427106087,2.5637850700594457e-198
O1,F8,458.8268087689309,5.769822312693716e-197
O2,F3,454.2303013010575,4.984850942248734e-195
T5,Fp1,451.17594139879844,9.655266645055002e-194
F4,O2,444.7337544388954,5.319229655967496e-98
O2,FZ,443.8218323890477,1.2157813880616512e-190
T6,Fp1,441.49612899635144,1.1629379251663838e-189
F4,PZ,441.0746902542277,3.2392818708430864e-97
O1,F3,420.7748567003179,6.455089997577973e-181
T5,F8,417.9186084280007,1.0379309233256101e-179
T5,FZ,416.6664809097417,3.5078828846462e-179
O1,FZ,411.3576606865269,6.135938234797573e-177
O2,PZ,409.2965595246692,4.558821749396566e-176
T6,F7,409.2329860342388,4.849747321994673e-176
Fp1,PZ,405.1429185480183,1.6636699776960912e-89
P4,T3,399.9067804180385,4.2485562345722095e-172
P4,Fp1,398.7864537181831,1.2647552870560557e-171
FZ,Fp2,394.83187010593093,5.951206082953563e-170
T5,F4,390.56676874682023,3.793373773571386e-168
PZ,T3,387.79538384663925,5.646467439645431e-167
T4,F4,387.5866326113538,6.920246588134288e-167
PZ,F8,382.8649594079399,6.897405072957838e-165
PZ,Fp1,375.28829097156444,1.1142849931336444e-161
T6,F4,372.8401802505473,1.2133376107312813e-160
P3,O1,369.32466427742145,3.7445332371457764e-159
F4,P3,362.32985685178295,2.6462261833373563e-80
T6,Fp2,361.781825677903,5.891581846044941e-156
P4,F8,361.27746801488314,9.639342540282708e-156
O2,T4,360.83252842654764,1.4882618265445324e-155
T5,Fp2,355.75778631852626,2.1110848379523417e-153
Fp2,O2,349.52921044667875,1.5027786000905916e-77
P4,F4,344.89625008634306,8.560722818747549e-149
F3,P3,343.5273658430622,2.943012391136664e-76
Fp2,PZ,341.22601380833737,9.209666024892386e-76
FZ,P3,339.70289279880564,1.9596507909227793e-75
PZ,F4,336.2570209319261,3.981646052817169e-145
