Channel,Participation_Coefficient
Fp1,0.46759120060329695
Fp2,0.46140222308345924
F3,0.48876748956481386
F4,0.4753046457320623
C3,0.499787299382085
C4,0.4999813727375074
P3,0.45759547254715793
P4,0.4551479874094222
O1,0.45472831861188323
O2,0.44265629867425216
F7,0.48647847804910815
F8,0.46957499958252424
T3,0.4986384468319801
T4,0.49054455973070143
T5,0.44845545032488576
T6,0.48119976181954427
FZ,0.4687018187505704
CZ,0.49999131739658176
PZ,0.4981766804972432
