Source,Target,F-stat,p-value
F3,FZ,7096.950123185378,0.0
FZ,F3,6119.108381276535,0.0
F3,Fp2,2802.1812162856595,0.0
Fp2,F3,2063.2334757519943,0.0
FZ,Fp2,1420.0401895890811,0.0
CZ,PZ,1204.4266190380638,1.2904158550403576e-259
PZ,CZ,1196.0353973434308,7.508121763137168e-258
F3,Fp1,1020.3118889291635,0.0
Fp2,FZ,832.1226520221904,0.0
T6,Fp1,656.4624939482567,9.520656454942555e-281
T6,F7,620.9662971700826,7.346888124968348e-266
T6,F3,619.0728317120341,4.581817286705267e-265
T3,O1,618.8060797688177,5.929728872262896e-265
Fp1,F3,596.2305635431604,1.8083919128055344e-255
FZ,Fp1,590.4749896808773,4.7547054280588826e-253
T5,F3,574.1070909082617,3.654433143433569e-246
T3,F3,543.2735259525613,3.552028085892397e-233
T6,FZ,523.951587975231,5.0146462148939173e-225
T6,F8,513.2259733845764,1.6898482790960683e-220
T6,Fp2,512.8927352341937,2.3364670938467255e-220
F8,F4,495.6962873133474,4.484909011702916e-109
T5,F8,494.8420878810921,9.870732343877757e-213
T5,FZ,485.24817221559965,1.1232732589163382e-208
T5,Fp1,445.2056900377277,1.0057624893550085e-191
T3,O2,434.8288244050034,2.5208869959109077e-187
T3,FZ,431.12395997890457,9.391915196243702e-186
T6,F4,428.6384039586643,1.0642261318447613e-184
T5,F4,411.4179058870551,2.163876748334024e-177
T5,Fp2,403.40705239090454,5.46116029068865e-174
Fp1,FZ,386.8271838618129,6.069285658111743e-167
F4,F8,375.89185577701886,2.5994003605180986e-83
T3,PZ,371.81368953748904,1.4751008194989275e-160
Fp1,T6,371.55089912152505,1.908273985806756e-160
T5,F7,364.34164108600015,2.2328053436754347e-157
Fp2,T6,355.82944331800826,9.400142828549302e-154
Fp1,O1,325.19097544497953,1.0768774313649136e-140
T3,P4,322.85806344831775,1.065167035677257e-139
T3,F8,319.6176031284983,2.5707018876474465e-138
F7,O1,318.5883765622904,7.067267197508629e-138
T4,O1,317.00368492104997,3.353760653016576e-137
CZ,O1,313.05996952244817,1.6173351032464197e-135
Fp2,O1,300.49542790423897,3.7501827882073474e-130
T6,T3,298.76090625763374,2.0654241182969987e-129
T3,P3,298.4380480803001,2.8375026237635338e-129
Fp1,P4,292.1297929069667,1.4071835434935512e-126
C3,O1,285.8789860019907,6.608999722363882e-124
F7,T6,283.74680447217173,5.391429305611303e-123
Fp1,T5,278.0159075445404,1.5217812197765503e-120
T4,O2,277.8441688383139,1.802200269470353e-120
T3,F4,275.55616815236965,1.715626048483593e-119
Fp2,T5,267.992685723455,2.9534810734118184e-116
Fp2,P4,265.96800237675535,2.171645995527199e-115
T3,Fp1,262.1541487788994,9.314783930898625e-114
T6,O2,260.82570723430365,3.4502041160634933e-113
T3,T5,260.5872795205325,4.364294035283831e-113
F3,F7,259.5500024259934,1.213334331570378e-112
T3,Fp2,259.1300910863397,1.8355026183837248e-112
T3,T6,256.73667728279617,1.943184958440795e-111
F7,P4,256.13039427391874,3.532810610305284e-111
F7,O2,254.80753040202703,1.3019416065205646e-110
T5,T4,253.14931374316203,6.679193039635023e-110
CZ,O2,252.33273410027815,1.494336940467699e-109
Fp2,F8,251.512913335491,1.8881874966309838e-56
T3,C3,250.58510646942582,8.374804363121485e-109
Fp1,O2,249.67729548126795,2.0503469499098546e-108
O1,F3,242.63686771883428,2.1290623298145565e-105
O1,F8,236.41339748123227,9.897064694746832e-103
T3,CZ,235.13833229479857,3.484168574890164e-102
C4,O1,234.73676025684122,5.1790760127331565e-102
T4,P4,233.64355469081588,1.5237949429590586e-101
F8,Fp2,233.38829984220024,1.9604794848433695e-101
Fp2,O2,233.2473843062314,2.253086558056363e-101
O1,T4,224.88595897810438,8.678783115664544e-98
PZ,O1,222.89690724484066,6.189823544544663e-97
F7,T5,222.15798616591726,1.284304560474331e-96
F8,Fp1,221.0412635855442,3.870394610137785e-96
C4,O2,217.06361942087128,1.969928042432817e-94
C3,O2,213.22413095817546,8.754277792118278e-93
O1,Fp1,210.80664582054774,9.547639285380229e-92
F4,Fp2,209.334516482826,4.091257948390066e-91
T6,O1,208.92615810784395,6.12586518546299e-91
T5,O1,208.7929332333187,6.988154238425789e-91
O1,FZ,202.16536367655058,4.8998925269040986e-88
O1,F7,200.3783217535414,2.86883200148481e-87
T6,C3,199.89265786011097,4.63774057885845e-87
FZ,T6,198.43438395245335,1.9619803592716565e-86
F4,Fp1,197.21407417911757,6.560034581027885e-86
F4,T6,196.39897032452242,1.4691694351554986e-85
F3,F4,195.0602152867517,5.523703992975109e-85
Fp1,PZ,193.5406410708781,2.48384267087885e-84
PZ,O2,190.20623598058367,6.729167299536009e-83
F7,F3,188.39044472227525,4.058269964905222e-82
O1,Fp2,186.49804097758968,2.640763526507459e-81
O1,F4,185.4163403917504,7.703739149151204e-81
Fp1,P3,184.98099809734026,1.1853387779798542e-80
F8,T6,182.03709027256025,2.1850430908498742e-79
F4,O1,181.68112902905042,3.1081748901305804e-79
P3,O1,181.41958701197373,4.026774205213317e-79
T3,F7,176.46651050897634,5.430913410824671e-77
P3,F3,176.1807368402697,7.20739986141248e-77
T4,T5,174.2719383540386,4.772715776859934e-76
T6,PZ,173.27795763459008,1.2773721853434577e-75
O2,F8,172.71556362379874,2.229649260318697e-75
T6,T4,172.4861157354946,2.798580977735428e-75
Fp2,P3,171.65022279982523,6.405064339871959e-75
Fp2,PZ,171.00299880819688,1.216070081030602e-74
F3,T6,166.61136926102162,9.429642691870344e-73
T5,C3,166.3713412566716,1.1961414240990908e-72
O2,T4,166.18447980604753,1.4394364085682902e-72
O1,T3,165.6063378902388,2.5526009476038753e-72
P4,F3,164.73015962429835,6.081934553319299e-72
T4,PZ,164.48265376538055,7.772449566210759e-72
T4,T6,164.18258154650707,1.0464015941246202e-71
FZ,F7,164.10110991140843,1.1343870861337302e-71
FZ,O1,163.99177392328124,1.264201674493285e-71
F8,O1,163.5752027788148,1.9102899162963403e-71
O2,Fp1,163.24139706291945,2.6592843657384667e-71
C4,P4,163.1159447388235,3.011330747007731e-71
F7,PZ,162.9411364805984,3.5809244508316297e-71
T4,F3,162.63604597530113,4.845141842351814e-71
F8,P4,161.09057975725165,2.241356784341573e-70
F4,P4,159.13351727316805,1.559399243202607e-69
CZ,P3,158.93565984105965,2.3073921526607007e-36
F7,P3,158.45010026977053,3.070192530484735e-69
O2,F7,156.54986762797262,2.0196047753687416e-68
F4,O2,153.12791309037038,6.007931521424541e-67
F4,T5,152.8263391947005,8.102012809769358e-67
FZ,P4,152.48648165946307,1.1348793595758775e-66
O2,F3,152.2186268128876,1.4801340582128296e-66
P3,CZ,151.37572053767187,1.0188275312607006e-34
P4,Fp1,149.53930092054748,2.109808759091465e-65
F8,F7,146.86660640907948,2.9888138449969915e-64
Fp1,F8,145.61932325096356,1.8248418403716797e-33
F8,O2,145.05743177464439,1.7984240340704812e-63
F8,T5,143.26291725092318,1.0667104117147297e-62
T6,CZ,140.5261626245757,1.6117809669863912e-61
P4,F7,138.43601013376107,1.282526693975425e-60
FZ,O2,137.87820336635693,2.2308647334557012e-60
T4,P3,137.8346645685925,2.3293682681058922e-60
F4,F7,136.67402338475694,7.370263031783401e-60
P3,FZ,136.56790648776345,8.188827883716539e-60
CZ,P4,135.51332703128486,2.332295747641197e-59
P3,F8,132.14851425500586,6.581370852020366e-58
O2,T3,131.97384983450505,7.827436814201954e-58
Fp2,F4,131.1656494871866,2.570841917402206e-30
O2,F4,129.4668590315757,9.430623544915994e-57
F3,P4,129.41970584880943,9.882629938783763e-57
T4,FZ,128.83888400476064,1.7592323808794952e-56
O2,Fp2,128.53017928935853,2.3902322847246287e-56
F3,O1,128.3154955764843,2.9581176540104646e-56
P4,FZ,128.1447064248225,3.504801827840425e-56
PZ,F3,126.15258968511843,2.5337228209769096e-55
C4,F4,126.11646115973468,3.243056029509643e-29
FZ,T5,126.09903218209023,2.6721261259641505e-55
P4,F8,125.86235148742888,3.380115351572058e-55
O2,FZ,124.64099143964106,1.1368293860106794e-54
O2,T6,118.61209416913225,1.4062196721264839e-27
T4,Fp1,116.64674541187564,3.194720306633765e-51
T5,PZ,116.51556488733236,3.6394615717933935e-51
P3,Fp1,115.96356050763977,6.298412454539464e-51
CZ,T6,114.84294643402859,1.9178147693144996e-50
F3,O2,112.99849356335258,1.198956912063775e-49
P4,Fp2,111.73183279942208,4.221764199260473e-49
F8,FZ,108.88096850383465,1.8737010415214542e-25
F7,FZ,105.24882603654643,2.6555627792113166e-46
Fp1,CZ,104.7478341625017,4.369910184765236e-46
C3,P3,104.43182922426712,5.982996250029191e-46
P3,O2,104.13020439238589,8.07528868220897e-46
Fp2,Fp1,103.94233307380898,9.733758596690481e-46
T5,O2,103.92378601783365,9.914919763391834e-46
Fp1,T4,103.62655787766842,1.3323970381345055e-45
F3,T5,102.85908105219563,2.8578759159276504e-45
O1,C3,100.82164156637528,2.1672699166696394e-44
P3,Fp2,100.36765772096055,3.40392303366719e-44
P3,F4,98.0918551600203,3.27286738983507e-43
F3,F8,97.9848239627634,3.640488106775725e-43
Fp2,CZ,96.47882323754213,1.6281436112698824e-42
C4,T6,95.93061761713881,2.808726315661073e-42
CZ,F3,92.69737214482574,7.004378230955777e-41
F4,P3,92.33975903197002,9.99734412907557e-41
T5,CZ,92.25529556792709,1.0873753638651104e-40
FZ,F4,92.22438899291485,1.121330405828222e-40
T4,F7,91.03448107215608,3.663415911019082e-40
P4,F4,88.79464424241164,3.4025075194411656e-39
F8,P3,88.29738913145661,5.580805777972559e-39
PZ,FZ,88.23449035410584,5.941282143901749e-39
C3,T5,88.00005959351579,7.502328629087219e-39
O1,P3,87.34537558683465,9.619967907038606e-21
T4,CZ,87.24017608884576,1.5981234945296678e-38
P3,F7,85.65841063199561,7.713975044834939e-38
P3,T4,83.27952735754342,8.233559025809619e-37
T4,Fp2,83.26522978165876,8.35157455290078e-37
T5,T3,82.79408189016385,1.3348903549489587e-36
Fp1,C3,82.7289150106668,1.4243530664770139e-36
Fp2,T4,80.79176889634421,9.797261854450468e-36
C4,F8,80.59432805852647,2.9024627600113013e-19
PZ,P4,80.28124794570645,1.6286709878527067e-35
O1,T6,79.8615815769606,2.473345691661024e-35
C3,P4,79.2374388588567,4.604194524291862e-35
P4,CZ,78.46963820596494,8.487332101391122e-19
FZ,P3,77.97755386848483,1.6141176797744852e-34
CZ,T5,77.47210467591516,2.669961577315182e-34
C3,C4,77.2773157563753,3.241444633892957e-34
F4,PZ,77.18634965299694,3.5487537883871885e-34
T6,P4,76.77864941388306,5.325785274515879e-34
Fp2,C3,76.70825881497967,5.712472105560344e-34
F8,PZ,73.33585845367043,1.6419456099212628e-32
F7,Fp1,73.3017053539673,1.156135504961006e-17
F7,CZ,73.1647109703617,1.9470892791512893e-32
PZ,F8,71.51911206078815,1.0027647566442283e-31
C3,F3,70.81286666590245,2.0263264753399412e-31
O2,P3,70.27869279767333,5.333708563007975e-17
Fp2,T3,70.24344625470032,3.5730590428923815e-31
