Source,Target,F-stat,p-value
F3,P3,2027.942481563511,0.0
Fp2,Fp1,1819.644618338653,0.0
O1,P3,1815.580409595172,0.0
F3,T3,1810.0894720034553,0.0
F3,F7,1743.08513917678,0.0
C4,P4,1728.8828982079858,0.0
F4,F7,1706.981480511562,0.0
F3,P4,1667.7994423006576,0.0
C3,P4,1616.9566745648422,0.0
FZ,Fp1,1613.4168407119655,0.0
C3,C4,1540.974276884345,0.0
FZ,F3,1540.441157492144,0.0
C3,F7,1538.5765782026044,0.0
C4,CZ,1537.2213036748924,0.0
C3,P3,1530.6633067937544,0.0
C4,P3,1519.5960390803475,0.0
C3,PZ,1501.1578970251157,0.0
C3,T3,1472.7931799632174,0.0
F4,P4,1459.903297261298,0.0
Fp2,PZ,1434.881090640388,4.786435585616e-312
C3,CZ,1415.061949768943,0.0
F4,T3,1412.3766706055872,0.0
F4,P3,1410.1776866213806,0.0
P4,PZ,1396.2496152100591,0.0
T5,P4,1307.5569405973004,0.0
FZ,T3,1301.458870366471,0.0
O1,P4,1285.0252397811214,0.0
CZ,PZ,1250.8302520734367,0.0
O1,F7,1244.3789882865717,0.0
T3,T4,1138.619073905582,2.2272569933094453e-248
O1,T3,1119.1560873764988,0.0
T5,P3,1115.0617791879213,0.0
C3,F4,1102.0363188891401,0.0
F4,F8,1100.2725046516885,0.0
CZ,P4,1068.4963491548763,0.0
F7,C3,1033.1834014405583,0.0
T5,T3,1027.5320646983512,0.0
Fp2,T3,1012.1389159708797,0.0
FZ,P4,1003.664008016635,0.0
Fp1,T3,986.685191947687,0.0
CZ,P3,973.5799183149901,0.0
F4,Fp2,947.9520366357204,0.0
C3,T4,940.372845516978,1.123329288337276e-205
Fp2,CZ,901.0166862168387,3.448767395146868e-197
C4,PZ,880.2294613493881,0.0
F8,PZ,875.969729979032,0.0
FZ,F7,856.3437775951651,0.0
Fp1,F3,855.7382851804738,0.0
C4,F8,852.1901820117426,0.0
F3,F8,820.0861119498171,0.0
T3,F3,796.8569038220662,0.0
C4,F4,791.9504244371639,0.0
FZ,PZ,783.7101050782372,0.0
PZ,P4,764.3061249301775,0.0
Fp1,P4,753.9531179248808,0.0
Fp2,F8,717.1525873776277,3.0036107670202e-310
Fp2,F7,697.1726312697613,1.1195381240379281e-301
Fp2,F4,696.8506622971793,1.5388194125154877e-301
FZ,F4,694.9700008100069,9.866143139022738e-301
T6,F3,687.7345662557203,1.2560096084048263e-297
Fp2,P4,687.1015318867832,2.34777779200663e-297
FZ,Fp2,668.2126816869671,3.0067147236603134e-289
FZ,P3,665.1417025163302,6.258374668747093e-288
Fp1,PZ,661.7295627202894,1.8254622265272479e-286
C4,T3,661.3046336441845,2.778502964238203e-286
Fp1,F8,655.6968372945133,7.105158834663084e-284
F8,F4,653.3920163918187,6.938075818246235e-283
FZ,F8,645.5887652277488,1.5565505206139364e-279
C3,F3,642.8827264907738,2.261068996258704e-278
C4,T4,640.7715041955512,1.8241010470714185e-277
PZ,Fp2,639.396514731878,1.102311879857598e-140
Fp2,F3,639.0840691531954,9.678278362412932e-277
T6,F4,635.2513640515213,4.2856232077221036e-275
C3,F8,634.0587828040497,1.394027460373069e-274
F4,Fp1,630.3386934600973,5.524001245502314e-273
T3,F4,630.2611108362878,5.964593528312027e-273
O2,P4,628.4236556407637,3.672041435755543e-272
T5,T4,627.1136517587396,5.000484883108582e-138
F4,FZ,626.6866451775785,2.0469567497806035e-271
Fp1,P3,626.1201237052228,3.584966184326692e-271
Fp1,F4,619.3562903058337,2.886669846378914e-268
T3,P4,605.0796858714981,3.9363877584407073e-262
O1,T5,602.0678145317481,7.753565286245693e-261
F4,F3,578.0462686771592,1.6428019567251134e-250
F3,C4,549.1706345224972,4.304852178195719e-238
F7,O1,539.3985186271623,6.886495114000006e-234
PZ,FZ,537.3966997139809,1.3048428095714158e-118
CZ,F8,537.241973336684,5.832522435234508e-233
Fp1,F7,532.6057443576191,5.763959182986872e-231
F7,C4,530.6233365484279,4.1091780255066773e-230
F8,F3,528.7468982783579,2.6376493063737228e-229
F3,O2,527.6436396699927,7.870086732616077e-229
F8,T3,522.5016871000978,1.2847610580722362e-226
F4,CZ,512.74584274043,2.031410424231881e-222
O1,F8,511.241379166285,9.023834047451355e-222
Fp1,O2,504.5563156580949,6.810320437756619e-219
T6,C4,503.8984515344355,1.3073200715272875e-218
F8,F7,503.454824922982,2.0293998293467672e-218
O2,F8,489.7350048135264,1.639121324966695e-212
F8,P4,488.98706539628927,3.4410126189778974e-212
T3,C4,487.1449030403452,2.1378135363104636e-211
P4,P3,486.42637705391843,4.3590601795715226e-211
P4,F8,486.3881193013169,4.527600842956971e-211
O1,Fp1,486.2319001181815,5.2861838690647014e-211
P3,C3,482.6296338019119,9.517623821035206e-107
F3,PZ,478.29819700742075,1.3802141869094038e-207
CZ,C3,477.5952295885373,2.7715056360298044e-207
T3,T5,465.13038523367015,6.485711224931103e-202
O1,O2,460.45477898596346,6.703129834486988e-200
F7,F8,459.513495192747,1.7053607731871083e-199
F4,PZ,456.9411000473041,2.188414475431691e-198
F4,C4,456.4194242285265,3.6719688597111104e-198
F3,CZ,456.33897077215823,3.977071256395643e-198
T6,Fp1,456.03400843282043,5.382210349682644e-198
C4,Fp2,452.5257522655469,1.7482030484084242e-196
F7,T5,452.26753588094164,2.2586831920019067e-196
T6,T3,450.9317251415171,8.500682590321546e-196
O2,F7,450.34200470114354,1.5260456643376673e-195
CZ,T4,444.38063810025113,5.655856423133135e-193
F4,T4,432.14399697917537,1.0628290722127175e-187
F7,P4,427.04380108122535,1.6786747997100673e-185
C4,F7,414.6641033040098,3.649202966228675e-180
Fp2,FZ,402.69041354554713,5.314683895923084e-175
PZ,Fp1,401.2461010435091,4.193875700485627e-89
