edge,min_value,max_value,jaccard_min_over_max,subject_id
C3-CZ,7.4167912149405115,8.555384659633429,0.8669149909687751,sub-NORB00075
C3-PZ,6.54407801457414,7.136834318362591,0.9169440851018036,sub-NORB00075
C4-P3,4.422669142372203,5.239049868089195,0.8441738967423219,sub-NORB00075
C4-P4,5.016887020407799,7.405395864998044,0.6774637186001566,sub-NORB00075
C4-O1,2.5217917893273842,4.717689947407288,0.5345395346960627,sub-NORB00075
C4-O2,2.5618957497063173,4.914629794895415,0.5212794974643324,sub-NORB00075
C4-F7,2.9543059297201912,5.246525972405062,0.5630975516482398,sub-NORB00075
C4-F8,5.063001353908766,5.861349919693721,0.8637944199334423,sub-NORB00075
C4-T3,2.384475509060444,4.160835136649423,0.5730761808026309,sub-NORB00075
C4-T4,2.470198888346328,6.102227542885525,0.40480281519922795,sub-NORB00075
C4-T5,1.4632102964147775,3.6146668151060966,0.4047981103818084,sub-NORB00075
C4-T6,1.9938839500342458,5.716264761364467,0.34880888714439245,sub-NORB00075
C4-FZ,4.497810205178376,7.292580527251839,0.61676524357467,sub-NORB00075
C4-CZ,7.390986604730946,8.30228923266626,0.8902347771323487,sub-NORB00075
C4-PZ,5.139035630574673,7.313548494604549,0.7026733512966944,sub-NORB00075
P3-P4,4.275113924581147,6.41638796372965,0.6662804600886624,sub-NORB00075
P3-O1,5.050915261969833,8.712655580275108,0.579721672162134,sub-NORB00075
P3-O2,3.8531150271862566,7.80563386332876,0.4936325601035907,sub-NORB00075
P3-F7,3.1643988402630416,3.6839963400098172,0.8589581932794779,sub-NORB00075
P3-F8,2.536981173359959,3.872296927963935,0.6551618381945497,sub-NORB00075
P3-T3,3.132160297999154,3.4210126663882674,0.9155652444005509,sub-NORB00075
P3-T4,1.6125514056274757,5.048890378578127,0.31938728804042754,sub-NORB00075
P3-T5,2.2103023994028326,8.071752816929274,0.2738317747747502,sub-NORB00075
P3-T6,2.338172314118076,5.9892638765891375,0.3903939386036296,sub-NORB00075
P3-FZ,2.5931235252258205,3.596287001358463,0.7210557789871311,sub-NORB00075
P3-CZ,4.568986339031249,6.1296638362888665,0.7453893820378719,sub-NORB00075
P3-PZ,4.900776339839941,10.051488661229957,0.4875672156645754,sub-NORB00075
P4-O1,3.143734585337161,8.516707967706614,0.369125558520672,sub-NORB00075
P4-O2,3.5386496442804978,9.58218308202307,0.36929472271504427,sub-NORB00075
P4-F7,2.359539701647596,3.845844403478985,0.6135296840176725,sub-NORB00075
P4-F8,2.3926146459349176,4.1380766204095085,0.5781948633174757,sub-NORB00075
P4-T3,3.1107408549255866,4.1771334907027935,0.744707072888449,sub-NORB00075
P4-T4,1.5719352614391167,10.504375270221251,0.1496457638842531,sub-NORB00075
P4-T5,1.784421015939968,5.027546309194429,0.3549288074535684,sub-NORB00075
P4-T6,2.039000926012169,13.487074106673276,0.1511818582655589,sub-NORB00075
P4-FZ,2.4337846359667368,4.365653196782628,0.5574846480614567,sub-NORB00075
P4-CZ,4.057480558417782,12.924681562366825,0.3139327293162926,sub-NORB00075
P4-PZ,5.411483324882718,14.794114736414286,0.365786221162857,sub-NORB00075
O1-O2,4.974590713472596,13.258220957624564,0.37520801089167233,sub-NORB00075
O1-F7,1.207178576629628,4.412216374457159,0.27359913344643,sub-NORB00075
O1-F8,1.209636148315853,2.9797639533970726,0.40595032601049164,sub-NORB00075
O1-T3,1.8118194679308135,3.5395541228616265,0.5118778820836366,sub-NORB00075
O1-T4,2.0129909798952714,6.356240590805266,0.316695214905364,sub-NORB00075
O1-T5,2.648934990168955,8.805587990474546,0.3008243166764608,sub-NORB00075
O1-T6,3.1562155380805534,7.615610612585515,0.4144402463099426,sub-NORB00075
O1-FZ,1.412939094912947,4.555703410839216,0.3101472961455729,sub-NORB00075
O1-CZ,2.810978264569234,5.717673648225472,0.4916297147252615,sub-NORB00075
O1-PZ,3.176712965044976,9.02908310807711,0.351831180089947,sub-NORB00075
O2-F7,1.2293948816454934,4.194276652079781,0.29311249200404643,sub-NORB00075
O2-F8,1.121117781398048,3.1762499561775157,0.35296900334231457,sub-NORB00075
O2-T3,1.979886525962365,3.5901511096462477,0.551477212377685,sub-NORB00075
O2-T4,1.8614640429137945,7.241680389154524,0.257048632759547,sub-NORB00075
O2-T5,1.6141706363883466,8.228489263479364,0.1961685292040844,sub-NORB00075
O2-T6,3.304715414356746,8.55840116924573,0.38613700725225497,sub-NORB00075
O2-FZ,1.5312159669353875,4.642009981835973,0.32986055026313676,sub-NORB00075
O2-CZ,3.043221742980159,5.6389786573664535,0.5396760526845868,sub-NORB00075
O2-PZ,3.576813946337352,9.093835024701722,0.39332294203948037,sub-NORB00075
F7-F8,4.754106685216029,6.217344538739804,0.7646522813065207,sub-NORB00075
F7-T3,4.085145688827271,6.482171360042957,0.6302125417431418,sub-NORB00075
F7-T4,1.208864784367067,3.67867219517944,0.32861443483634467,sub-NORB00075
F7-T5,1.0933447409313222,3.2357484067014113,0.337895473784966,sub-NORB00075
F7-T6,1.1040312537467925,3.2485489575650597,0.3398536602552285,sub-NORB00075
F7-FZ,4.784938116894967,6.872342179800474,0.6962601674519485,sub-NORB00075
F7-CZ,2.7811922958933106,5.736770432909398,0.4848010441447683,sub-NORB00075
F7-PZ,2.2821301270491023,3.9304498528153062,0.580628226413945,sub-NORB00075
F8-T3,2.0117039184183696,5.104161793150614,0.3941301236018652,sub-NORB00075
F8-T4,2.51342123524331,3.425130210499173,0.7338177180939955,sub-NORB00075
F8-T5,0.8266885645763942,2.4162410738963436,0.34213827978816114,sub-NORB00075
F8-T6,1.4286257879661488,3.046660100094474,0.4689153830851851,sub-NORB00075
F8-FZ,5.4352637965450405,6.200685417085713,0.8765585465065544,sub-NORB00075
F8-CZ,3.5199015067303563,5.196252603257803,0.6773923008522614,sub-NORB00075
F8-PZ,2.1814457991284533,3.453139457663595,0.6317282652130205,sub-NORB00075
T3-T4,1.556303850810616,4.115081576896687,0.37819513944709543,sub-NORB00075
T3-T5,1.9174161886911967,5.689483833655638,0.3370105698075616,sub-NORB00075
T3-T6,0.9708667442676792,4.293545957671814,0.22612235989530063,sub-NORB00075
T3-FZ,1.815159179480781,4.942280213973193,0.36727160357051875,sub-NORB00075
T3-CZ,2.9993046283664473,4.222647184854367,0.7102901324847222,sub-NORB00075
T3-PZ,2.9825339828548385,3.5279909915142924,0.8453916095671968,sub-NORB00075
T4-T5,2.318835026519799,4.421002974448008,0.5245042900721687,sub-NORB00075
T4-T6,2.995270755612069,11.595615164976795,0.2583106383746621,sub-NORB00075
T4-FZ,1.566318025915745,2.4071393854158574,0.6506968542850492,sub-NORB00075
T4-CZ,1.7389966977491418,4.4831259005326975,0.38789825142820755,sub-NORB00075
T4-PZ,1.6487119126014522,5.596895950205442,0.2945761234923322,sub-NORB00075
T5-T6,2.041918060429057,4.746479027599159,0.43019637262821536,sub-NORB00075
T5-FZ,0.8404649056736968,3.208367013158919,0.2619603375257824,sub-NORB00075
T5-CZ,1.623045603934053,4.375810189790043,0.37091316431436183,sub-NORB00075
T5-PZ,1.8398551900029496,6.682258470210653,0.27533433467217405,sub-NORB00075
T6-FZ,1.0506167327967333,2.4626935539748738,0.42661285692692097,sub-NORB00075
T6-CZ,1.6383521124047555,4.529386880493415,0.361716089976902,sub-NORB00075
T6-PZ,2.13671022287314,6.813771792667121,0.31358699526342154,sub-NORB00075
FZ-CZ,4.624258255867426,10.893385418255772,0.42450148216713457,sub-NORB00075
FZ-PZ,3.284860955404614,4.435902266384764,0.7405169812457925,sub-NORB00075
CZ-PZ,5.833715874414414,12.736757380461148,0.4580220616719637,sub-NORB00075
Fp1-Fp2,9.711731826268586,12.227047680687873,0.7942826494091353,sub-NORB00077
Fp1-F3,10.58468363587404,11.079973346093322,0.955298655082603,sub-NORB00077
Fp1-F4,7.900544484680998,9.98347262313457,0.7913623628689249,sub-NORB00077
Fp1-C3,3.6939393498233892,4.356963729010095,0.8478242141948367,sub-NORB00077
Fp1-C4,4.594778365776847,4.869869109598353,0.9435116760573069,sub-NORB00077
Fp1-P3,1.5545867607033421,1.5628622507706937,0.9947049139722514,sub-NORB00077
Fp1-P4,1.5689156377829507,1.6705896428181202,0.9391388510803554,sub-NORB00077
Fp1-O1,0.7421383645378804,0.7987345447179375,0.929142691330518,sub-NORB00077
Fp1-O2,0.7700987887413898,0.7864248456849892,0.9792401562168613,sub-NORB00077
Fp1-F7,6.518378107271607,9.854453813216582,0.6614651842529616,sub-NORB00077
Fp1-F8,6.312247933510366,8.638233554197905,0.730733649872527,sub-NORB00077
Fp1-T3,2.8495618928187,4.953916272882324,0.5752139793757044,sub-NORB00077
Fp1-T4,1.8779506187892125,4.578332663447698,0.41018221191795795,sub-NORB00077
Fp1-T5,0.8141281382844541,1.099565356029974,0.7404090478294962,sub-NORB00077
Fp1-T6,0.9097898541715328,1.0645996997971847,0.8545839852715115,sub-NORB00077
Fp1-FZ,7.78236240009736,11.405149842255232,0.6823551209528423,sub-NORB00077
Fp1-CZ,3.0180816176029004,3.0570297526539556,0.9872594844661743,sub-NORB00077
Fp1-PZ,2.15670433334658,2.327429157905254,0.9266466074901585,sub-NORB00077
Fp2-F3,10.368148420734105,10.7083925632186,0.9682264036851644,sub-NORB00077
Fp2-F4,9.111884326683061,11.338806179305262,0.8036017357200609,sub-NORB00077
Fp2-C3,3.086734059024873,3.877803124072069,0.7960007149056868,sub-NORB00077
Fp2-C4,4.644063541872656,4.927887934464517,0.942404454734683,sub-NORB00077
Fp2-P3,1.409543765789135,1.5207158694814866,0.926894888175095,sub-NORB00077
Fp2-P4,1.5281596015766818,1.7042012809554705,0.8967013572011342,sub-NORB00077
Fp2-O1,0.6761451686992226,0.7756015809336775,0.8717686829432088,sub-NORB00077
Fp2-O2,0.7151925059712978,0.8930171189517548,0.800872111847988,sub-NORB00077
Fp2-F7,5.602440568556188,8.510857917233148,0.658269779972725,sub-NORB00077
Fp2-F8,6.627354793499475,9.735900839502523,0.6807130539589713,sub-NORB00077
Fp2-T3,2.3331075636157546,4.384970825576808,0.532069118911151,sub-NORB00077
Fp2-T4,1.9688601851606922,4.706053761123486,0.4183675506271017,sub-NORB00077
Fp2-T5,0.7409633201315711,1.4506650994755068,0.5107748993199527,sub-NORB00077
Fp2-T6,0.8995718120809439,1.0517551919700288,0.8553053209996214,sub-NORB00077
Fp2-FZ,7.62555176892688,10.491151110979807,0.7268555841261447,sub-NORB00077
Fp2-CZ,2.662732576383629,3.231683833902094,0.8239458787552602,sub-NORB00077
Fp2-PZ,2.0456953288088977,2.2892260146252403,0.8936187671027275,sub-NORB00077
F3-F4,9.163461986392935,11.79695891295557,0.7767647623430733,sub-NORB00077
F3-C3,3.564855427145672,3.918210986511099,0.9098171179188933,sub-NORB00077
F3-C4,4.495264422764248,4.739078080953272,0.9485525129520592,sub-NORB00077
F3-P3,1.4435602110759176,1.54518098909285,0.9342337378376676,sub-NORB00077
F3-P4,1.4603421504354315,1.5184911864333785,0.9617060431318492,sub-NORB00077
F3-O1,0.649673951790201,0.7644162795443374,0.8498954943469631,sub-NORB00077
F3-O2,0.5953243370577148,0.8944747547108314,0.6655574502493066,sub-NORB00077
F3-F7,5.495837200323285,7.6541887364426175,0.7180169433446119,sub-NORB00077
F3-F8,5.432943463328643,8.637520385269914,0.6289934172073006,sub-NORB00077
F3-T3,2.3522424580953256,4.588329150226661,0.512657741212643,sub-NORB00077
F3-T4,1.926409815891685,4.464409722179992,0.4315038125468041,sub-NORB00077
F3-T5,0.7720906288111838,1.0604888522726803,0.7280516218124833,sub-NORB00077
F3-T6,0.9205868584423568,1.1729329926260674,0.7848588659623807,sub-NORB00077
F3-FZ,9.075382004413338,14.733968504663437,0.6159495998339413,sub-NORB00077
F3-CZ,3.185359132242507,3.356284034627778,0.949073171215014,sub-NORB00077
F3-PZ,2.173976537795118,2.3946085951152787,0.9078629978317858,sub-NORB00077
F4-C3,3.240991954871216,4.555374749749752,0.7114654957968626,sub-NORB00077
F4-C4,5.6241481117791885,6.228878247144307,0.9029150817577205,sub-NORB00077
F4-P3,1.4258634628804063,1.584594574713098,0.8998285653846625,sub-NORB00077
F4-P4,1.6394319442895806,1.779175680257105,0.921455909319011,sub-NORB00077
F4-O1,0.7063086628211309,0.8089484504456568,0.873119495354765,sub-NORB00077
F4-O2,0.6750422374920254,0.8840833564754164,0.7635504418760045,sub-NORB00077
F4-F7,4.9910117715811895,7.921756423338778,0.6300385299498557,sub-NORB00077
F4-F8,6.945483899931742,9.924526122385338,0.699830280487227,sub-NORB00077
F4-T3,2.240171264429469,4.471453251461824,0.5009940031682326,sub-NORB00077
F4-T4,2.1213760269407196,4.310843838123594,0.49210226735193063,sub-NORB00077
F4-T5,0.7586053346714683,1.4887650446744747,0.5095534297941156,sub-NORB00077
F4-T6,0.8723062019802242,1.1205956789358633,0.7784308099497412,sub-NORB00077
F4-FZ,9.199714851800968,11.778168174467773,0.7810819743382278,sub-NORB00077
F4-CZ,3.146975925764615,3.814206955463816,0.8250669044731831,sub-NORB00077
F4-PZ,2.345538383873853,2.3702905193546773,0.989557341060638,sub-NORB00077
C3-C4,4.585908305372922,6.736371993885842,0.6807682695574483,sub-NORB00077
C3-P3,2.4073426354232184,4.815389812198319,0.4999268448267576,sub-NORB00077
C3-P4,2.2173644781464135,2.6575394951622644,0.8343674598939593,sub-NORB00077
C3-O1,0.806949757906532,1.2664863657990373,0.6371562929518159,sub-NORB00077
C3-O2,0.6586744110258216,1.1459174477436211,0.5748009268231234,sub-NORB00077
C3-F7,3.992161573236509,4.943310101069021,0.8075887394507538,sub-NORB00077
C3-F8,2.6688717068211956,4.053723247350572,0.658375410449027,sub-NORB00077
C3-T3,4.26290227016167,5.4540332713114825,0.7816054758200272,sub-NORB00077
C3-T4,1.95031058783523,4.262073547744584,0.4575966524245695,sub-NORB00077
C3-T5,1.0481080935506433,3.0698911780340943,0.34141538991679626,sub-NORB00077
C3-T6,0.9616069419384601,1.6058025881756361,0.5988326018523539,sub-NORB00077
C3-FZ,3.4883529892618936,5.803417484806176,0.6010859977581637,sub-NORB00077
C3-CZ,3.8931051530931393,5.9090326946585945,0.658839670427322,sub-NORB00077
C3-PZ,3.465583084133006,5.0646852133958,0.6842642608797758,sub-NORB00077
C4-P3,1.58809516507599,2.8609392346897073,0.5550957342329684,sub-NORB00077
C4-P4,3.1180743334389094,3.2544273195560107,0.9581023102597038,sub-NORB00077
C4-O1,0.8643459542641561,0.9358593753588126,0.9235852917889101,sub-NORB00077
C4-O2,1.0319593561458456,1.0402295646255437,0.9920496313881684,sub-NORB00077
C4-F7,4.509845018655939,5.219134368145487,0.8640982777108345,sub-NORB00077
C4-F8,5.288329709452571,6.49092273553543,0.8147269540740176,sub-NORB00077
C4-T3,2.5012953018844675,3.7591089451728097,0.6653957994743567,sub-NORB00077
C4-T4,2.6865833124645957,6.063377071720647,0.4430836612479067,sub-NORB00077
C4-T5,0.9223481521218039,1.8695502956386747,0.49335294924853135,sub-NORB00077
C4-T6,1.28262947802007,1.7928556390724661,0.715411464295942,sub-NORB00077
C4-FZ,4.922011020813909,5.458854679447137,0.9016563564781324,sub-NORB00077
C4-CZ,4.156146919239786,6.181059034899535,0.6724004569076792,sub-NORB00077
C4-PZ,3.4881937209050853,4.1869095381797194,0.8331189602012743,sub-NORB00077
P3-P4,3.7034847824281405,4.283762237511493,0.8645402282129352,sub-NORB00077
P3-O1,2.590099184806911,2.6893737810019123,0.9630863523336585,sub-NORB00077
P3-O2,1.7222936464934553,1.757923701313819,0.9797317398964842,sub-NORB00077
P3-F7,1.4262805626202284,1.4401365509069148,0.9903786982713821,sub-NORB00077
P3-F8,1.277423256881726,1.354646897058109,0.9429935281702636,sub-NORB00077
P3-T3,2.3078014565269376,2.4535823584241063,0.9405844676879722,sub-NORB00077
P3-T4,1.1229408444863165,1.9033850802960668,0.5899703933329381,sub-NORB00077
P3-T5,3.5121423184688374,4.337726820541579,0.8096734681024323,sub-NORB00077
P3-T6,1.9394032916942123,2.6041994964524586,0.7447214755767146,sub-NORB00077
P3-FZ,1.387883615653599,1.72847612560741,0.8029521467447969,sub-NORB00077
P3-CZ,1.1973770713859146,3.2000753908051087,0.37417151946681665,sub-NORB00077
P3-PZ,3.4412983119279383,5.580665693562541,0.616646561699185,sub-NORB00077
P4-O1,1.8897533283418138,2.41602170855518,0.7821756409100797,sub-NORB00077
P4-O2,2.084203885547141,2.479253547530522,0.8406578212313649,sub-NORB00077
P4-F7,1.4828457683649945,1.7863017708032132,0.8301205275625018,sub-NORB00077
P4-F8,1.7046618246283298,1.7627571902103079,0.9670428996661492,sub-NORB00077
P4-T3,1.1527015875993825,1.987421155182688,0.5799986503079282,sub-NORB00077
P4-T4,1.9985558943835222,2.2199112138026313,0.9002864087343677,sub-NORB00077
P4-T5,2.2784863673016877,2.344326161965454,0.9719152583237108,sub-NORB00077
P4-T6,3.2061085763003683,3.561480779137986,0.9002178518218392,sub-NORB00077
P4-FZ,1.268893848261331,1.4596138007944017,0.8693353321068419,sub-NORB00077
P4-CZ,2.0853628564970976,2.299708034308158,0.9067946127885126,sub-NORB00077
P4-PZ,4.7160790693669465,5.573849699680835,0.8461080444341716,sub-NORB00077
O1-O2,4.364204466042828,4.590766445441653,0.9506483324535522,sub-NORB00077
O1-F7,0.5890659472677728,0.7023108096293298,0.8387539237487658,sub-NORB00077
O1-F8,0.8056837557954966,0.9952907945448841,0.8094958380117551,sub-NORB00077
O1-T3,0.8635026077021243,1.0799381795745715,0.7995852207413304,sub-NORB00077
O1-T4,0.7143889273816371,1.004498359702272,0.7111897401140387,sub-NORB00077
O1-T5,2.3171819689325996,2.549860211828133,0.9087486279380336,sub-NORB00077
O1-T6,1.3130586979296885,1.5479770346034156,0.8482417171428438,sub-NORB00077
O1-FZ,0.6658686368139689,0.8314681409707761,0.8008348173587716,sub-NORB00077
O1-CZ,1.0405667759961568,1.502442512500316,0.6925834215543325,sub-NORB00077
O1-PZ,1.8012759562935112,2.905351193907147,0.6199856182863512,sub-NORB00077
O2-F7,0.7735384826215632,0.8391549241738432,0.9218065226550627,sub-NORB00077
O2-F8,0.8119712070901806,0.9512341492251325,0.8535976213129077,sub-NORB00077
O2-T3,0.972913837796294,0.9817929773917792,0.9909561997285076,sub-NORB00077
O2-T4,0.8632187445193559,1.0029995376088734,0.8606372307780404,sub-NORB00077
O2-T5,1.5373489012759496,1.5587277176499077,0.9862844445942163,sub-NORB00077
O2-T6,2.0399286521128124,2.265287976705838,0.9005162580164572,sub-NORB00077
O2-FZ,0.6202606245575014,0.9612836830365937,0.6452420190865651,sub-NORB00077
O2-CZ,0.9503866562507849,1.6054627154212688,0.5919705559785648,sub-NORB00077
O2-PZ,1.7962085874025058,2.439330704943939,0.7363530429728208,sub-NORB00077
F7-F8,4.720349151277209,8.534171688973462,0.5531115758282804,sub-NORB00077
F7-T3,3.1367475281072665,6.056276693080801,0.5179333255514812,sub-NORB00077
F7-T4,2.1315810013228202,4.111537496550685,0.5184389059107644,sub-NORB00077
F7-T5,0.9722690398421495,1.3582246785485625,0.7158381490175424,sub-NORB00077
F7-T6,1.0665428760438231,1.2313540402173704,0.8661545268130576,sub-NORB00077
F7-FZ,5.532015959003441,7.247259582391638,0.7633252122560019,sub-NORB00077
F7-CZ,3.096652676286404,3.3372343933219675,0.9279098532854079,sub-NORB00077
F7-PZ,2.1467435438042433,2.4859243849056947,0.8635594698049038,sub-NORB00077
F8-T3,1.6382472410688624,4.461879106114955,0.36716531356119964,sub-NORB00077
F8-T4,2.9880355246284305,5.770217838064288,0.517837559774141,sub-NORB00077
F8-T5,0.6001290412809309,1.3047115466170929,0.4599706677211288,sub-NORB00077
F8-T6,0.9421303699590731,1.2759420146946088,0.7383802391557487,sub-NORB00077
F8-FZ,5.666366788483427,7.965525674973387,0.7113613111921027,sub-NORB00077
F8-CZ,2.7568407932631245,3.4771870017467337,0.792836506025776,sub-NORB00077
F8-PZ,1.9724917754029359,2.271016513163521,0.8685501686006057,sub-NORB00077
T3-T4,1.996320791380984,3.2641531118657516,0.6115892003117189,sub-NORB00077
T3-T5,1.9713179314300266,2.6214705873613804,0.7519893379441805,sub-NORB00077
T3-T6,1.2380802134270552,1.558444583621782,0.7944332614957609,sub-NORB00077
T3-FZ,2.3069105406118977,4.438986574365908,0.5196930655149439,sub-NORB00077
T3-CZ,2.032770282271122,3.1732565313046703,0.6405943743335991,sub-NORB00077
T3-PZ,2.2747596888842603,2.4961351172984036,0.9113127222641134,sub-NORB00077
T4-T5,0.8933062866722341,1.4459068222581206,0.6178173260688598,sub-NORB00077
T4-T6,1.5254880425157789,1.944867150541156,0.7843661928740553,sub-NORB00077
T4-FZ,1.9060066239701272,4.239202786527057,0.4496144015633685,sub-NORB00077
T4-CZ,1.759301607589384,3.286842887221237,0.5352557660815765,sub-NORB00077
T4-PZ,1.8702918275864548,2.0590982181609894,0.9083062726637876,sub-NORB00077
T5-T6,2.114435686154592,2.3247811782525347,0.9095203049363757,sub-NORB00077
T5-FZ,0.7751096318925199,1.1264547676543417,0.6880965433761351,sub-NORB00077
T5-CZ,1.233368312415773,2.17147675116074,0.5679859624361573,sub-NORB00077
T5-PZ,1.802555274162572,3.1456254161652497,0.5730355766135754,sub-NORB00077
T6-FZ,0.916935584846535,1.0999470340779813,0.8336179438086728,sub-NORB00077
T6-CZ,1.2909394003033392,1.411871560096847,0.9143462031452687,sub-NORB00077
T6-PZ,1.764255898865634,2.270745608994487,0.7769500431388557,sub-NORB00077
FZ-CZ,3.161776762741646,4.81794911746877,0.6562495131544196,sub-NORB00077
FZ-PZ,2.1929314784829628,2.2923799488006216,0.9566178065858191,sub-NORB00077
CZ-PZ,2.7558791970130305,4.812494852539734,0.5726508352645093,sub-NORB00077
Fp1-Fp2,7.91760614891267,8.212371067624069,0.9641072089553452,sub-NORB00078
Fp1-F3,6.634620769106053,6.733391165629051,0.9853312552184437,sub-NORB00078
Fp1-F4,5.264997300116819,6.250930006294476,0.8422742367639925,sub-NORB00078
Fp1-C3,3.4704656215278176,4.198190340211307,0.8266575215246527,sub-NORB00078
Fp1-C4,3.2382523603996325,3.41703829617188,0.9476781000749853,sub-NORB00078
Fp1-P3,2.1481474546639237,2.1772635473910626,0.9866272079179262,sub-NORB00078
Fp1-P4,2.0110303349470633,2.265857980708475,0.8875359144610936,sub-NORB00078
Fp1-O1,0.8918329689918167,0.9647510087738382,0.92441776259483,sub-NORB00078
Fp1-O2,0.771151081969289,1.0662915306836225,0.7232084845266354,sub-NORB00078
Fp1-F7,5.067576873124039,5.667332842891325,0.8941731522757527,sub-NORB00078
Fp1-F8,5.171729165996068,6.642079561915009,0.7786310172570384,sub-NORB00078
Fp1-T3,1.0034183722768673,2.6744540239026664,0.3751862485983739,sub-NORB00078
Fp1-T4,0.7979515245471699,4.687702911289777,0.17022229003152017,sub-NORB00078
Fp1-T5,0.531678758700804,0.6575841512703879,0.8085334138203498,sub-NORB00078
Fp1-T6,0.8945960740602029,1.650252303630595,0.542096546141502,sub-NORB00078
Fp1-FZ,5.498210178014743,6.558141720244163,0.8383792867791277,sub-NORB00078
Fp1-CZ,3.108152816673046,4.647017696166359,0.6688489306242954,sub-NORB00078
Fp1-PZ,2.651941774396512,2.858355759202174,0.9277857613975679,sub-NORB00078
Fp2-F3,6.305234460775671,7.782286794195384,0.8102033023864644,sub-NORB00078
Fp2-F4,5.73920036902401,7.720430194863558,0.7433783123694752,sub-NORB00078
Fp2-C3,3.4924501478266747,4.440601314269747,0.7864813570639149,sub-NORB00078
Fp2-C4,3.790255788001088,4.854512266896011,0.7807696385582704,sub-NORB00078
Fp2-P3,2.198135919889045,2.263120084367571,0.9712855871292903,sub-NORB00078
Fp2-P4,2.3990764325943106,2.6513131012749422,0.9048634925240108,sub-NORB00078
Fp2-O1,0.7439227376260356,0.8554890351451292,0.869587694364584,sub-NORB00078
Fp2-O2,0.4681513568862742,0.8223833922180775,0.5692616866004646,sub-NORB00078
Fp2-F7,3.6754810054938445,3.981276968146094,0.9231914872793576,sub-NORB00078
Fp2-F8,6.2943012126337905,6.769866998842479,0.9297525658495208,sub-NORB00078
Fp2-T3,0.9230668032961693,2.3567501509704867,0.3916693515076511,sub-NORB00078
Fp2-T4,0.7420710879564477,4.804754851179728,0.15444515088511634,sub-NORB00078
Fp2-T5,0.5896728341791402,0.793654050469687,0.7429847221596991,sub-NORB00078
Fp2-T6,0.7312230386421417,1.6316463341038527,0.44815044986066205,sub-NORB00078
Fp2-FZ,5.579256829097089,7.59853548152698,0.7342542313135185,sub-NORB00078
Fp2-CZ,3.2738089216590636,5.012432626774623,0.6531377407791074,sub-NORB00078
Fp2-PZ,2.689197889366737,2.8321313638648014,0.9495314813706193,sub-NORB00078
F3-F4,9.11426018955719,10.22183671123408,0.8916460365230024,sub-NORB00078
F3-C3,5.7703470166026225,5.978074047848783,0.9652518470692226,sub-NORB00078
F3-C4,4.729568559722899,6.237277222399232,0.7582745469029549,sub-NORB00078
F3-P3,2.757451983372856,2.960026302860719,0.9315633380378799,sub-NORB00078
F3-P4,3.254204056457147,3.7560833153884645,0.8663822879340439,sub-NORB00078
F3-O1,1.0942819129072228,1.1399423499042023,0.9599449594965774,sub-NORB00078
F3-O2,0.7872594318580471,0.8528807397512065,0.9230592217238934,sub-NORB00078
F3-F7,3.6739024790552497,4.9880210326743,0.7365451057622159,sub-NORB00078
F3-F8,4.2519584094164316,8.066181007681282,0.5271340186102155,sub-NORB00078
F3-T3,0.9161008700395481,2.1525184703812306,0.42559489390922545,sub-NORB00078
F3-T4,0.6957114549201227,5.113990831780723,0.13604080996716839,sub-NORB00078
F3-T5,0.5905382608690811,0.6038021670946543,0.9780326952296382,sub-NORB00078
F3-T6,0.9720479980434303,1.8934285829579256,0.5133798057093292,sub-NORB00078
F3-FZ,10.70366631004481,14.278502774822138,0.7496350618020692,sub-NORB00078
F3-CZ,5.521236678068888,6.51898157972404,0.846947734173934,sub-NORB00078
F3-PZ,3.7372996795066973,4.175675898185684,0.895016704033601,sub-NORB00078
F4-C3,5.487573949157909,5.635152814861496,0.9738110268608191,sub-NORB00078
F4-C4,5.258734892894836,6.632918654878455,0.7928236673047515,sub-NORB00078
F4-P3,2.7012340186513333,3.2956459151343855,0.8196372086717896,sub-NORB00078
F4-P4,3.139013932430773,4.843730542511113,0.6480570925407895,sub-NORB00078
F4-O1,0.9013465801317018,1.067448561427808,0.8443934562299378,sub-NORB00078
F4-O2,0.6941815121559719,0.8205607800616639,0.8459842695672163,sub-NORB00078
F4-F7,3.2517009997499926,4.214121222008161,0.7716201856671924,sub-NORB00078
F4-F8,5.375098785274775,8.7948088226905,0.6111672116632126,sub-NORB00078
F4-T3,0.8696181109953989,2.1540305873879113,0.4037166956157028,sub-NORB00078
F4-T4,0.9103775061990674,5.6292138584242455,0.16172373782471722,sub-NORB00078
F4-T5,0.5394234576480794,0.5687902631840542,0.9483697112331333,sub-NORB00078
F4-T6,1.0802008197814597,1.8160190815119663,0.5948179899531204,sub-NORB00078
F4-FZ,9.26507319059402,10.425809918577851,0.8886669969001157,sub-NORB00078
F4-CZ,5.639547795130263,6.378461644848089,0.8841548494197422,sub-NORB00078
F4-PZ,4.185806411229808,4.244627963507044,0.9861421182768074,sub-NORB00078
C3-C4,6.053570692460074,7.545042705703475,0.8023242450150796,sub-NORB00078
C3-P3,5.287355368490536,6.562760935840345,0.8056602122462508,sub-NORB00078
C3-P4,5.399930697883585,6.714300146400956,0.8042432688651984,sub-NORB00078
C3-O1,1.3346550015954302,1.4152862132172102,0.9430283352803316,sub-NORB00078
C3-O2,1.032916144705721,1.5724525478166267,0.6568822354225824,sub-NORB00078
C3-F7,3.405755385274228,3.700560366774018,0.9203350432689231,sub-NORB00078
