edge,min_value,max_value,jaccard_min_over_max,subject_id
O2-T3,0.6433048557971811,1.3991365142128849,0.45978705384519714,sub-NORB00064
O2-T4,1.0398283572374964,2.034945140130597,0.5109859409628916,sub-NORB00064
O2-T5,0.8295613409237154,2.771077567504441,0.2993641717762511,sub-NORB00064
O2-T6,2.7586185816077013,5.2679773920933215,0.5236580145063069,sub-NORB00064
O2-FZ,0.5195908843586776,1.294996449990832,0.40122958202885894,sub-NORB00064
O2-CZ,0.842510483216683,1.3794648673828385,0.6107516785223525,sub-NORB00064
O2-PZ,1.3520687449129563,3.368298652181724,0.4014099949353334,sub-NORB00064
F7-F8,3.7013481800468804,7.75529551795173,0.47726720038960585,sub-NORB00064
F7-T3,3.018423897975694,4.620089697500699,0.6533258217061353,sub-NORB00064
F7-T4,1.131613158806296,4.192358738404601,0.2699227879618266,sub-NORB00064
F7-T5,0.7407797696762832,1.5941756268312486,0.4646788956049561,sub-NORB00064
F7-T6,0.593551348563847,1.7551786781101133,0.33817146707989454,sub-NORB00064
F7-FZ,3.4917586543604853,7.806439554153595,0.4472920888118086,sub-NORB00064
F7-CZ,2.177167068901675,5.6879817366015475,0.3827661848651588,sub-NORB00064
F7-PZ,1.4349916298915693,3.4228779646939302,0.41923540502849466,sub-NORB00064
F8-T3,1.146601201988812,3.185513809684051,0.3599423108771691,sub-NORB00064
F8-T4,2.171807677991519,6.1771688104927645,0.35158625976068636,sub-NORB00064
F8-T5,0.7218172728187462,1.1216954320726644,0.643505582870187,sub-NORB00064
F8-T6,0.5946549286320849,2.110570384941151,0.2817508162129668,sub-NORB00064
F8-FZ,5.512824716913243,7.008755305574864,0.786562588727882,sub-NORB00064
F8-CZ,3.450532633369107,5.335534512242943,0.6467079587717965,sub-NORB00064
F8-PZ,2.381242662367475,4.054050473756657,0.5873737087838754,sub-NORB00064
T3-T4,1.6570045291494553,3.3213447311790874,0.49889567728225964,sub-NORB00064
T3-T5,1.9345934804044116,3.005118528468699,0.6437661150724099,sub-NORB00064
T3-T6,1.182099985301772,1.5946409507690098,0.741295389869242,sub-NORB00064
T3-FZ,0.9615838937214849,2.662274334674061,0.36118888320320697,sub-NORB00064
T3-CZ,1.059206643948944,3.477310247975012,0.3046051598547371,sub-NORB00064
T3-PZ,1.1173108031603147,3.3729877325130144,0.3312525546388134,sub-NORB00064
T4-T5,1.0156624318481968,1.4282525283680483,0.711122446258656,sub-NORB00064
T4-T6,2.479646264573089,4.183211102437383,0.5927614466141339,sub-NORB00064
T4-FZ,1.0442730812117438,4.442297711727812,0.23507498798534565,sub-NORB00064
T4-CZ,1.3261863340177567,2.8624495831304735,0.46330469603149954,sub-NORB00064
T4-PZ,1.8495766725934466,4.672662212633178,0.3958293128043505,sub-NORB00064
T5-T6,2.442395153906863,3.0902857261872625,0.790346061922321,sub-NORB00064
T5-FZ,0.8138983286247052,0.9944867858194435,0.818410400449981,sub-NORB00064
T5-CZ,0.616018692424848,1.7993586291921138,0.34235459370399746,sub-NORB00064
T5-PZ,1.6156029387843627,2.6325699492660544,0.6136980098989521,sub-NORB00064
T6-FZ,0.5794584102706717,1.7236086980560035,0.3361890729167369,sub-NORB00064
T6-CZ,0.9678292416624715,1.3266061997995282,0.729552780477527,sub-NORB00064
T6-PZ,2.2251452585601688,2.7242151530886,0.8168023204912406,sub-NORB00064
FZ-CZ,4.242437218058561,5.919869841493506,0.7166436647512928,sub-NORB00064
FZ-PZ,2.449761084873392,3.724312968756326,0.6577753012232616,sub-NORB00064
CZ-PZ,4.808051040018587,5.686406863557886,0.8455341229329962,sub-NORB00064
Fp1-Fp2,7.292043118826008,9.698087295507294,0.7519052877781475,sub-NORB00065
Fp1-F3,6.298791501081995,7.266903902485123,0.866777872062949,sub-NORB00065
