subject_id,session_left,session_right,edge,left_value,right_value,jaccard_min_over_max
sub-NORB00064,ses-1,ses-2,C3-C4,5.849918247467871,6.000261067127672,0.9749439536083768
sub-NORB00064,ses-1,ses-2,C3-P3,4.970913419192025,5.880444207628729,0.8453295777797253
sub-NORB00064,ses-1,ses-2,C3-P4,3.185435703175114,3.558492005971688,0.8951644960363747
sub-NORB00064,ses-1,ses-2,C3-O1,1.3982933341627541,1.2098078272243817,0.8652031713708838
sub-NORB00064,ses-1,ses-2,C3-O2,0.90215400209604,1.446810415524484,0.6235467981262767
sub-NORB00064,ses-1,ses-2,C3-F7,2.6247432635484103,5.669520507785296,0.46295683381763136
sub-NORB00064,ses-1,ses-2,C3-F8,3.181604722290296,5.948346069052766,0.5348721620019907
sub-NORB00064,ses-1,ses-2,C3-T3,2.0144242080976342,2.975377780704087,0.6770314079649224
sub-NORB00064,ses-1,ses-2,C3-T4,1.4365170595008168,3.8166937118943474,0.3763773485475279
sub-NORB00064,ses-1,ses-2,C3-T5,0.9236030185298427,1.6503074219747362,0.559655132269036
sub-NORB00064,ses-1,ses-2,C3-T6,1.0217919814634124,1.4601030780014024,0.699808114138111
sub-NORB00064,ses-1,ses-2,C3-FZ,5.020751265929686,5.8713690460126005,0.8551244567635224
sub-NORB00064,ses-1,ses-2,C3-CZ,4.880552387849099,4.431082508377855,0.9079059410180147
sub-NORB00064,ses-1,ses-2,C3-PZ,6.57952446644942,5.429067476599007,0.8251458755542487
sub-NORB00064,ses-1,ses-2,C4-P3,3.700998119805592,4.0154533508983565,0.9216887350907929
sub-NORB00064,ses-1,ses-2,C4-P4,4.093472622487395,5.735502597819439,0.7137077444692779
sub-NORB00064,ses-1,ses-2,C4-O1,1.2692658201546958,1.1318964805706377,0.8917726000316343
sub-NORB00064,ses-1,ses-2,C4-O2,0.882244041712543,1.8149215145661042,0.48610589198038257
sub-NORB00064,ses-1,ses-2,C4-F7,2.175180859451093,3.4820184881302283,0.6246896352980366
sub-NORB00064,ses-1,ses-2,C4-F8,5.308287392638285,5.57771402908166,0.9516958676908479
sub-NORB00064,ses-1,ses-2,C4-T3,0.8855236273232989,1.9465135291542826,0.45492806192209695
sub-NORB00064,ses-1,ses-2,C4-T4,1.9000075284769729,5.023219131298929,0.3782450016242193
sub-NORB00064,ses-1,ses-2,C4-T5,0.49885812018358,1.2916745277636479,0.38621038772614213
sub-NORB00064,ses-1,ses-2,C4-T6,1.114171328440083,2.40572250410883,0.46313376814538876
sub-NORB00064,ses-1,ses-2,C4-FZ,5.320896603256802,6.199525964288503,0.858274750990169
sub-NORB00064,ses-1,ses-2,C4-CZ,6.746697280097117,5.327343442182339,0.7896224213139221
