,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ
Fp1,1.0,0.9854795317103062,0.8808131521636167,0.8508573609831092,0.6630583846598115,0.4124094311172221,0.4098196446816342,0.17334069081057177,0.14586425937874434,0.15685270838780374,0.8217581487711613,0.7380223611088695,0.3030429883539842,0.27225293431845193,0.21194966184065353,0.18761181731699894,0.9869446079028483,0.2583678867123757,0.19213837794940206
Fp2,0.9854795317103062,1.0,0.8382172751447153,0.879383735184302,0.6364677555007746,0.42506541551658145,0.39948138685807316,0.1778330015382579,0.1473649846342022,0.15864375205093403,0.7741490065542794,0.7916287218305365,0.28312759411885485,0.2821768649485351,0.20960408429811003,0.18632449594078748,0.9725247300462891,0.2532541996417428,0.1990642081460939
F3,0.8808131521636167,0.8382172751447153,1.0,0.7826694253281051,0.8759600229686964,0.5244308134788357,0.6214885042058544,0.22228365745845316,0.18960262448100387,0.2174830337266028,0.8968914416122441,0.6609374378953615,0.4328551270290452,0.2725030187927151,0.302163051122987,0.1944980330237812,0.902436420798574,0.37135268613477446,0.2842940298750093
F4,0.8508573609831092,0.879383735184302,0.7826694253281051,1.0,0.6381582588394416,0.5559690770173072,0.4196446437448112,0.2001349730613634,0.1592914933416167,0.18945162269736823,0.6740432124308117,0.8884426921016196,0.269216846590188,0.3105953026200616,0.22747481604493403,0.20298732741036132,0.8880800846699027,0.2917648742703211,0.2257121663729522
C3,0.6630583846598114,0.6364677555007746,0.8759600229686964,0.6381582588394416,1.0,0.6355012795375446,0.8836342589017342,0.32090261056449065,0.31017119741943483,0.31743917961676277,0.715605689361338,0.5389336123731656,0.5943873075708995,0.2759955831521375,0.5116420672478895,0.24558499523887736,0.6948940201736779,0.5175745769268215,0.40840991396935783
C4,0.4124094311172221,0.42506541551658145,0.5244308134788357,0.5559690770173072,0.6355012795375446,1.0,0.5962616504371422,0.4287320078230618,0.2767584904037716,0.38489391703695297,0.3797978033453895,0.5194511755849628,0.37415175867104017,0.5626120582749736,0.33711844015242604,0.3474315517572555,0.45563441321014936,0.5718837878729622,0.48711111866431733
P3,0.40981964468163407,0.39948138685807316,0.6214885042058544,0.4196446437448112,0.8836342589017342,0.5962616504371422,1.0,0.5118421275628113,0.526959203163191,0.518332300703168,0.453382743330611,0.3359511805930419,0.6426955258197771,0.2628377224584035,0.7875726504021224,0.38626803557855255,0.4369992727700698,0.680809040172419,0.6005080659017487
P4,0.1733406908105717,0.17783300153825796,0.22228365745845313,0.2001349730613634,0.32090261056449065,0.4287320078230618,0.5118421275628113,1.0,0.669413810945263,0.982111174237965,0.1704806774718465,0.18233361363962786,0.257925992241555,0.35029759190247806,0.530629593154539,0.942502319714514,0.1827600044037971,0.938233841784687,0.9810808649081246
O1,0.14586425937874434,0.1473649846342022,0.18960262448100387,0.1592914933416167,0.31017119741943483,0.2767584904037716,0.526959203163191,0.669413810945263,1.0,0.7756768112556093,0.14883659071765645,0.14486405107594422,0.19783615871530377,0.1769910515843706,0.5674849791964273,0.4653021169486466,0.1603539241112998,0.7124100576009734,0.7354230086822131
O2,0.15685270838780374,0.15864375205093403,0.21748303372660283,0.18945162269736823,0.31743917961676277,0.3848939170369529,0.5183323007031679,0.9821111742379648,0.7756768112556095,1.0,0.16072313865180474,0.1694348139602387,0.22865521835396976,0.2873061103759259,0.5319538662127505,0.87936760463825,0.17194959671792653,0.940025793155499,0.9838227526565805
F7,0.8217581487711613,0.7741490065542793,0.8968914416122441,0.6740432124308118,0.715605689361338,0.3797978033453895,0.45338274333061096,0.1704806774718465,0.14883659071765645,0.1607231386518047,1.0,0.6011913379484352,0.41796971871199196,0.26241282712967196,0.2203208023229144,0.16205853895308112,0.8086618958492471,0.24601904155070334,0.18620055026739166
F8,0.7380223611088695,0.7916287218305365,0.6609374378953615,0.8884426921016196,0.5389336123731656,0.5194511755849628,0.3359511805930419,0.18233361363962786,0.14486405107594422,0.1694348139602387,0.601191337948435,1.0,0.2248077444769834,0.41966475043413537,0.19647614058758797,0.17882578852298892,0.7519564301695252,0.22427287159273177,0.19314840505191447
T3,0.3030429883539842,0.28312759411885485,0.4328551270290451,0.269216846590188,0.5943873075708995,0.37415175867104017,0.6426955258197771,0.25792599224155505,0.19783615871530377,0.22865521835396976,0.41796971871199196,0.2248077444769834,1.0,0.34426682330302133,0.5566671273362792,0.24480764945423214,0.3073517594284479,0.31560627233800986,0.2695999701818843
