,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ
Fp1,1.0,0.8821717233804393,0.7800828254742476,0.665908131435289,0.44096924670208876,0.4310786270704739,0.2738015254678557,0.3176889007917875,0.196905444838611,0.205692030894956,0.8059915327978058,0.6157034558305802,0.3281345083749806,0.291118638972234,0.1828385529131564,0.1815570393749239,0.694716596100968,0.3744205480898036,0.31351903999900327
Fp2,0.8821717233804393,1.0,0.6764416123030703,0.7588277123434899,0.4153304342928743,0.4704279953112153,0.2721574750436379,0.336868711560246,0.19756800402773497,0.19365207046124538,0.6711222075551855,0.7415852328052788,0.2769756304144525,0.35315544813824723,0.18312382920565684,0.19673820811055998,0.649203456824595,0.38266528291218677,0.3117517098422466
F3,0.7800828254742476,0.6764416123030703,1.0,0.7388212546349615,0.6430186778655694,0.49006243752642864,0.38767184078572514,0.3674487180084253,0.3004655086473058,0.2573718257637489,0.7409529673773896,0.5482525072841673,0.438662462379499,0.2571636305328183,0.25806630772718725,0.18733271248521943,0.841057438679232,0.5204483704853187,0.4145173020176111
F4,0.665908131435289,0.7588277123434901,0.7388212546349615,1.0,0.5449577589178244,0.6477951631406816,0.3544438009049371,0.4250683786672259,0.25519066604702734,0.21927587784920394,0.5265478977886986,0.7499264912106774,0.3047696167037967,0.40535293981431153,0.18364180449655776,0.22744242658808175,0.7946312507190556,0.5561996765808599,0.4207610326869975
C3,0.44096924670208876,0.4153304342928743,0.6430186778655694,0.5449577589178244,1.0,0.6456919821517033,0.6586965116240784,0.536641538526582,0.4272496443908351,0.34147619546890956,0.4643514117729935,0.3970188446228711,0.6095429677246821,0.2769124058814008,0.5048340216731068,0.26817907100964794,0.5889539459737476,0.6980128780191431,0.6614105660980393
C4,0.4310786270704739,0.4704279953112153,0.49006243752642864,0.6477951631406816,0.6456919821517033,1.0,0.5476789514185353,0.7183215492716868,0.36208666720095545,0.3571522844714237,0.3479874807552738,0.5267481582086027,0.3236669665316361,0.5344178484586148,0.2719057732116689,0.44808895468437915,0.5441931749665361,0.6638244208439881,0.6200026151277415
P3,0.2738015254678557,0.2721574750436379,0.38767184078572514,0.3544438009049371,0.6586965116240784,0.5476789514185352,1.0,0.7133561856593961,0.7654675535464702,0.5312915351594019,0.31582461687268465,0.2458366233738602,0.40713901260917335,0.20748974367164738,0.5776184040757969,0.3350181029514863,0.3314571312020656,0.5438438708447974,0.8770313184081341
P4,0.31768890079178747,0.33686871156024606,0.3674487180084253,0.4250683786672259,0.536641538526582,0.7183215492716868,0.7133561856593961,1.0,0.5998590524915812,0.59303819940582,0.28165666871602363,0.30900255411131095,0.25988514309389116,0.4190041308242435,0.3448992697565425,0.6364492048632523,0.34679899741673287,0.5240750960404627,0.7924884147996427
O1,0.196905444838611,0.19756800402773497,0.3004655086473058,0.2551906660470273,0.4272496443908351,0.36208666720095534,0.7654675535464702,0.5998590524915813,1.0,0.7728343317083926,0.19389611930728762,0.16145220568976504,0.26600755602345244,0.1771066522578826,0.5206021956883732,0.3638022699913578,0.2440501532154934,0.31681481223840646,0.6950280392511743
O2,0.20569203089495602,0.19365207046124538,0.2573718257637489,0.21927587784920394,0.34147619546890956,0.3571522844714237,0.5312915351594019,0.59303819940582,0.7728343317083926,1.0,0.2018182278934203,0.15824568763186034,0.2008113917505053,0.20378124212197715,0.31650335376954597,0.4754819881666027,0.21701896085225697,0.27784895734890236,0.5608111987796989
F7,0.8059915327978058,0.6711222075551855,0.7409529673773896,0.5265478977886986,0.4643514117729935,0.3479874807552738,0.31582461687268465,0.28165666871602363,0.19389611930728762,0.2018182278934203,1.0,0.5166766516189848,0.4727371295358476,0.22796145476797847,0.21745161425902437,0.15682383556687138,0.48461720301152417,0.33709498411764244,0.33370713497807936
F8,0.6157034558305803,0.7415852328052788,0.5482525072841674,0.7499264912106774,0.3970188446228712,0.5267481582086027,0.24583662337386017,0.30900255411131095,0.161452205689765,0.15824568763186034,0.5166766516189848,1.0,0.27374125845979214,0.5649777585910619,0.1587393773060109,0.2003573243765517,0.5599920426155021,0.3710938260701222,0.2780095793317059
T3,0.3281345083749806,0.2769756304144525,0.438662462379499,0.30476961670379665,0.6095429677246821,0.3236669665316361,0.40713901260917335,0.25988514309389116,0.26600755602345244,0.2008113917505053,0.4727371295358476,0.27374125845979214,1.0,0.18539444746751518,0.6033611636903157,0.1448678013374528,0.3119671294964308,0.338935980786117,0.3782587537058029
T4,0.29111863897223395,0.35315544813824723,0.2571636305328183,0.40535293981431153,0.2769124058814008,0.5344178484586148,0.20748974367164735,0.4190041308242435,0.1771066522578826,0.20378124212197715,0.2279614547679785,0.5649777585910619,0.18539444746751518,1.0,0.16771661307059293,0.4707031813747079,0.29027390083574606,0.2908008184030874,0.2652631772719672
T5,0.1828385529131564,0.18312382920565684,0.25806630772718725,0.18364180449655776,0.5048340216731068,0.2719057732116689,0.5776184040757969,0.3448992697565425,0.5206021956883732,0.31650335376954597,0.21745161425902437,0.1587393773060109,0.6033611636903157,0.1677166130705929,1.0,0.25764407938267525,0.185875442390451,0.26334069896557033,0.45998294607477386
