Channel,Participation_Coefficient
Fp1,0.45438453546897783
Fp2,0.4365640441280554
F3,0.45559729156912954
F4,0.47531648195658893
C3,0.4944346745914058
C4,0.49395745323071416
P3,0.36428288148405197
P4,0.4301677411076792
O1,0.19119400053139302
O2,0.18923533184241215
F7,0.4997056773338733
F8,0.48363780375770493
T3,0.4797682261139411
T4,0.49644017091721737
T5,0.30948625819118014
T6,0.38179132620876677
FZ,0.463360080050782
CZ,0.48492953329034116
PZ,0.44015274088371625
