Source,Target,F-stat,p-value
F8,F4,2014.8563938159427,0.0
F4,F8,1793.0525584023314,0.0
F3,Fp2,1055.1044707468936,0.0
F3,FZ,1017.2892401214381,6.041646755582179e-220
F3,Fp1,1014.0432939709556,0.0
FZ,F3,871.2630549810721,4.530689219575604e-189
C4,F4,827.350953254761,0.0
F8,Fp2,818.2489465773999,0.0
C4,F8,710.0141182276157,9.640081058406272e-303
C4,FZ,685.9176170834644,1.0753380922550725e-292
F8,C4,666.412788078609,1.4947792187624587e-284
F4,C4,631.1652571661587,8.18641911146809e-270
FZ,Fp2,628.5573383536012,1.0110244824067309e-268
FZ,Fp1,616.6977957565675,9.358270604485764e-264
F4,Fp2,600.8597549743306,4.064312870182518e-257
C4,F3,586.9016604339955,2.91002335671916e-251
T4,F4,585.570786315568,1.0529188242818669e-250
Fp2,F3,583.3984133814805,8.592475803730686e-250
C4,Fp2,569.4324828696651,6.283532982610912e-244
Fp1,F3,565.4484723100114,2.9641144785289907e-242
T4,F8,499.0625386277815,2.6147108103610367e-214
Fp2,C4,492.5323797342587,1.4863556196999208e-211
C3,FZ,454.5643354512529,1.6192015239265617e-195
F7,C3,449.10990955297024,3.2815138552866344e-193
C3,CZ,441.09539513554887,8.070088769153272e-190
C3,C4,433.9268876502351,8.731467971164656e-187
T4,Fp2,429.61226445680495,5.860616380813744e-185
C3,F7,423.497693751882,2.278765135435622e-182
C4,Fp1,392.63040856649695,2.7876511333287503e-169
C3,F3,371.67695868751593,2.2017636918131802e-160
Fp2,FZ,361.24375173145637,5.985606739073225e-156
F7,C4,359.4389328694416,3.50322954416967e-155
Fp1,C3,354.23653902508164,5.71265862146975e-153
C4,F7,353.5228663459752,1.149177235229507e-152
Fp1,C4,353.1058802152059,1.72882462413498e-152
T6,F4,348.8395325565217,1.1289591466678441e-150
T4,F7,342.5605064452799,5.3043404491358726e-148
C4,CZ,339.4242833168968,2.0057087033952278e-75
Fp1,FZ,337.4035413475585,8.314557878283866e-146
PZ,P3,334.6669671328212,1.216207211951641e-144
C4,T4,334.5492865268379,1.3649519398979124e-144
T4,FZ,333.81661992605063,2.799646230830261e-144
C3,F4,333.4016767169688,4.205340421735789e-144
F8,Fp1,332.0865286400689,1.5271004770047513e-143
T6,F8,330.6855619626379,6.0329248957767785e-143
T3,F7,322.0471670639741,2.888208933910253e-139
T4,Fp1,317.1567846800243,3.506199485794981e-137
Fp2,C3,310.29719788156024,2.9464155604386473e-134
P4,F4,306.4144207477192,1.3340241035138792e-132
C3,Fp2,300.3750456584591,5.029152199024856e-130
Fp2,CZ,298.3847199400326,3.5542278310990146e-129
C3,Fp1,291.50773745622524,3.060839999948635e-126
C3,F8,291.24036908268374,3.980863386953061e-126
F8,C3,289.9610446263856,1.4000116964472657e-125
Fp1,CZ,287.92439742880566,1.036759175218833e-124
T4,F3,283.70504827901044,6.568379956235926e-123
FZ,C4,283.67015329334924,6.797688509245465e-123
F3,C4,280.53581256493453,1.4828714747385614e-121
P4,F8,278.1441490110969,1.5588278341857966e-120
F3,C3,277.97392822848377,1.8429782721101524e-120
FZ,C3,276.9712087888959,4.942181996724169e-120
F4,C3,275.6619968340108,1.79184305925037e-119
F8,F7,274.63334184334235,4.929909615066945e-119
CZ,F7,274.0825700984333,8.476016210519295e-119
CZ,Fp1,272.5823323950102,3.7094011684620224e-118
F7,Fp2,265.9260261241025,2.597116916873934e-115
PZ,C4,265.7201854735002,3.1804913583929227e-115
F7,Fp1,265.0362080549307,6.236222462270762e-115
P3,C4,264.21798741614685,1.3955926110491832e-114
F7,F4,255.8870003668788,5.101490690852903e-111
F4,Fp1,254.59224119540434,1.826362376025119e-110
T3,C4,244.41339588416798,4.144753885600937e-106
CZ,Fp2,244.2813767736424,4.720758611094317e-106
T6,T4,242.30802785197363,3.302097276187595e-105
CZ,F4,239.01323203195273,8.501371256703079e-104
Fp2,F8,235.91486062555052,1.804413269389433e-102
P3,P4,235.90524490583076,1.821605064711746e-102
F7,CZ,233.54237857165114,1.8727993847166012e-101
P4,FZ,232.86029255089588,3.6699571252156104e-101
T3,Fp1,230.55058519980122,3.5818294665455167e-100
Fp2,F4,229.72904558635827,8.055128781116333e-100
CZ,FZ,229.48303291719725,1.0267710441428344e-99
F3,F7,219.02481298884103,3.115870070954364e-95
