Source,Target,F-stat,p-value
F3,FZ,2031.8684734574354,0.0
FZ,F3,1453.7197691658437,9.4534320234027e-311
F3,Fp1,1332.0551366264083,0.0
F3,CZ,867.4621548712448,5.1193442327895564e-188
Fp1,CZ,661.0436066815007,3.094930349117406e-144
F4,Fp2,589.8202668623392,4.902182141710627e-252
F8,Fp2,528.5855406457288,2.1900401239530013e-226
FZ,Fp1,507.8279379690102,1.1431170741782184e-217
CZ,F3,476.69861776848126,7.158301749688008e-105
Fp1,FZ,461.6437349828984,1.2052484646890368e-101
Fp1,F3,439.8639603439323,4.808264662955202e-189
FZ,CZ,435.55370913738636,3.1732102349280737e-187
F8,Fp1,430.28227916047246,5.338745454141632e-185
T5,CZ,425.11484187758185,8.131975050779066e-183
F3,T6,423.76218776454147,3.031688457418759e-182
F3,F7,422.1498730429298,1.4552676025364105e-181
F8,CZ,417.63192402717493,1.1811526789587213e-179
Fp1,T6,417.1012104572027,1.9798441620110633e-179
FZ,T6,411.42997791495463,4.9460143523716384e-177
F4,CZ,404.91758223811587,2.809135698791659e-174
F4,Fp1,387.48171474458564,6.737016747022735e-167
PZ,CZ,369.5676504947821,2.6264458641559355e-159
T6,T5,365.3536904764858,1.60790327020071e-157
P3,CZ,358.1862650384413,1.764628409291663e-154
CZ,Fp1,356.5248972602543,4.563837098451339e-79
PZ,F4,352.2668033520555,5.737488934015419e-152
F4,T6,348.9222683289852,1.5082734809245886e-150
O1,CZ,347.85608941066465,4.276990126392256e-150
P4,F4,337.16115530957666,1.4911122982461423e-145
FZ,F7,331.20030490873415,5.08828228018013e-143
T5,F3,325.18206553600186,1.840798042133048e-140
F8,F3,317.41283104999366,3.7091985722993866e-137
T5,FZ,310.5358758786011,3.129294209953594e-134
P4,CZ,309.03051798769746,1.3682141853965206e-133
T4,T3,301.1080426559096,3.229454061880187e-130
Fp2,CZ,298.9649981969802,2.6413228479023077e-129
F7,CZ,295.0819998972336,7.950357582753851e-66
F4,FZ,294.94138402392923,1.3669825857622009e-127
FZ,P4,294.5764472613873,1.9554078113216675e-127
Fp1,P4,292.70977443636866,1.2205485806650971e-126
P3,F4,291.96985038224614,2.5225214503747283e-126
O1,F4,286.0126273914821,8.724522798516344e-124
Fp1,F7,285.20289977173076,1.9315885881465756e-123
F4,F3,284.6099219783956,3.45702333190545e-123
PZ,P3,283.60528434155674,9.268373920965697e-123
F3,P4,282.9503249190693,1.7629642290311767e-122
Fp1,T5,280.5138144404049,1.928173278567124e-121
C3,CZ,278.66104169975017,2.7864157799325588e-62
F7,T6,277.7276240979874,2.9740544552621264e-120
F8,FZ,275.88902890433906,1.8094897173983077e-119
Fp2,T6,275.73572496771345,2.103528121771951e-119
Fp1,P3,270.02224523236237,5.761167478105e-117
T6,F4,270.006618352919,2.0618697538964824e-60
FZ,T5,269.379602052913,1.0832781431682075e-116
T5,Fp1,269.03198386340534,1.5243362821422373e-116
Fp1,O1,265.020736308506,7.853464597639168e-115
T4,C3,261.63219573704873,2.1959359089802338e-113
T5,F4,258.93350661986796,3.118237942883809e-112
T5,F8,256.68066495189476,2.8574882288786217e-111
CZ,F8,254.70273576923802,4.182987251405493e-57
T4,CZ,254.6633651065201,2.077737289621508e-110
FZ,P3,250.1741035420944,1.71947869178909e-108
F8,C4,248.94828166510706,5.743320326549787e-108
P4,P3,247.91829895635047,1.582281414621989e-107
Fp2,Fp1,241.86345643457682,6.125829070616273e-105
T6,P4,240.85941881124722,1.645870013056427e-104
F3,P3,240.42448575623445,2.525457481247454e-104
P3,FZ,238.88130783383806,1.153795056519186e-103
F8,T6,238.56371478029428,1.57733653890339e-103
F4,F7,238.48977896910208,1.6964382843731392e-103
Fp1,O2,238.27144355342804,2.1032721713275245e-103
T5,Fp2,234.24655686117868,1.1069341158367154e-101
FZ,O1,234.0403441520687,1.3561879533907236e-101
P3,T5,233.32974353107178,2.7305869841359924e-101
CZ,FZ,232.12134287788015,3.2052011553196345e-52
F3,T5,230.60144534174316,4.0116795085897386e-100
Fp2,P4,230.0933305858125,6.617633161577082e-100
F4,C4,229.75015580003293,9.279407938237642e-100
F4,F8,229.69627023102808,9.785296133799229e-100
O1,FZ,229.43391880280447,1.267115403279013e-99
F3,O1,228.68467146381715,2.6508079904683487e-99
F4,P4,223.9361004197679,2.853613455314933e-97
F8,F7,222.83466564679574,8.449138947385302e-97
P3,F3,221.80053847720262,2.3412757152226875e-96
T4,Fp1,221.2819924823081,3.903177577869138e-96
O1,F3,218.32923416320105,7.169699949317757e-95
F3,O2,217.09343576436348,2.424493445881615e-94
P3,F8,211.1637839700859,8.395640485513161e-92
T4,F7,210.36462955250707,1.8466068971628004e-91
FZ,O2,208.96629025384362,7.335010751472963e-91
O1,F8,208.51814670810904,1.1412737355719004e-90
F8,P4,205.84475727525114,1.595188439446839e-89
O2,F4,203.44495489812323,1.702880883103154e-88
F4,T5,203.16364036112353,2.2477329893096437e-88
Fp2,P3,200.97172452473268,1.9551941199334945e-87
T5,C4,198.3472734265591,2.6073157759387406e-86
Fp2,O1,197.23960969199254,7.78153158970203e-86
FZ,C4,196.87081760729802,1.1198997922120876e-85
Fp1,PZ,195.5660224276723,4.060887459388075e-85
O2,CZ,195.0012923238982,7.091994492778204e-85
T3,CZ,194.58216313230503,1.0727293807571242e-84
O1,Fp2,192.39494605754518,9.299166854583708e-84
F3,Fp2,192.07661581869237,1.2734036838022614e-83
Fp2,C4,192.04091225103036,1.3191021904857477e-83
CZ,C4,191.63855470537777,1.9626446515371915e-83
T4,T5,190.41573773001898,6.566160707361447e-83
O1,T5,190.07906971458922,9.156230923270363e-83
F3,C4,189.8284375816978,1.1727922909779794e-82
T4,F3,188.00131442989544,7.128320840229505e-82
P3,Fp1,186.47352907309568,3.22418787189049e-81
Fp2,T5,185.7602308934986,6.523095025236901e-81
C4,F4,185.46934394431034,8.69480568229443e-81
PZ,FZ,183.49481036065322,6.116508369907288e-80
P4,T5,183.0336092374773,9.647481418155772e-80
O1,Fp1,182.41610745280258,1.775845893709194e-79
T6,CZ,181.42710426162873,4.718922465777728e-79
P4,FZ,181.33826150329412,5.151950275042883e-79
T6,F3,181.300767240139,3.3086382243193905e-41
T5,F7,180.8033032015291,8.741086617993568e-79
T4,FZ,180.47776455111446,1.20582484616368e-78
CZ,T6,179.44595161059502,3.34310742068534e-78
P3,C4,176.47396978286199,6.308492116794248e-77
P4,C4,175.40227679985023,1.8198225664198448e-76
F7,O2,174.8882963550091,3.0248549249534815e-76
FZ,PZ,174.83550136929588,3.1869282789102355e-76
Fp2,O2,174.78629066692767,3.345809216142779e-76
PZ,F8,174.56392961715628,4.1684437451596736e-76
F7,O1,174.54551072755388,4.245045282744552e-76
O1,P3,172.20152582386342,4.309026236480193e-75
F3,PZ,171.64658435664185,7.459179151952054e-75
FZ,Fp2,170.41346057574697,2.5250484364196596e-74
P3,Fp2,170.16561484213887,3.2263757122532967e-74
F8,O1,169.4583904252411,6.493283713565682e-74
T6,P3,168.11382367016822,2.4546399769108364e-73
T4,O1,165.72050474158402,2.618787758407108e-72
F8,P3,165.49838962158833,3.262298984034533e-72
T6,Fp1,164.73170473305913,1.311206615041787e-37
Fp1,C4,162.2631515714032,8.009018250407064e-71
F4,O1,162.13328712014916,9.107162420160585e-71
P4,F8,161.31190029437548,2.0528184149935768e-70
CZ,Fp2,160.6752375774601,9.980506373637893e-37
Fp2,PZ,159.90353149938775,8.271811070320417e-70
PZ,P4,159.6591882298156,1.053448717226477e-69
O2,P4,158.91543159125206,2.1992377916533556e-69
Fp2,F7,158.2297872534102,4.3347957658481874e-69
T4,C4,156.7903093811654,1.8018254773042551e-68
F7,P4,155.55893766876142,6.096079905688521e-68
Fp2,F3,154.45178635099694,1.8240023082526308e-67
PZ,C4,153.80901329627528,3.4464763069762435e-67
T3,O2,153.1723488869222,6.473070020373177e-67
O2,T5,152.90318133244622,8.449729257956938e-67
T5,C3,151.11619507133562,4.957182256182133e-66
