Channel,Participation_Coefficient
Fp1,0.4988757293921353
Fp2,0.499327129593651
F3,0.49883564481232
F4,0.49999999892292757
C3,0.4980907360671445
C4,0.49941467269951323
P3,0.4992537815606638
P4,0.49855319797827213
O1,0.4963991606291941
O2,0.4959164907198538
F7,0.4998909260186085
F8,0.4999845011104971
T3,0.4975062552627033
T4,0.4998915259964464
T5,0.49779602443678195
T6,0.49485572043969495
FZ,0.4988872411674884
CZ,0.49979495998218504
PZ,0.4987161515473889
