node,min_value,max_value,jaccard_min_over_max,subject_id
T4,0.15275163458414556,0.18843931765057617,0.8106144539718275,sub-NORB00069
T5,0.1677183983610567,0.189704071197543,0.8841054243185317,sub-NORB00069
T6,0.16585916053421937,0.19050884365325027,0.8706113446161251,sub-NORB00069
FZ,0.16967634895494915,0.20596958068330076,0.8237932436044711,sub-NORB00069
CZ,0.15723879341976513,0.18075904545768665,0.8698806359683543,sub-NORB00069
PZ,0.17392856619106925,0.20150491275277232,0.8631480186513533,sub-NORB00069
Fp1,0.17014973958333332,0.2068142361111111,0.8227177334732424,sub-NORB00070
Fp2,0.1657263471782272,0.21775173611111115,0.761079338047908,sub-NORB00070
F3,0.17477213541666667,0.21494502314814815,0.8131015682843105,sub-NORB00070
F4,0.15565863715277778,0.21598668981481478,0.7206862482416774,sub-NORB00070
C3,0.16341128912172406,0.2081741898148148,0.7849738205638729,sub-NORB00070
C4,0.1526584201388889,0.19734519675925927,0.7735603533594809,sub-NORB00070
P3,0.16173801897200563,0.20418836805555554,0.7921020208555659,sub-NORB00070
P4,0.17553710937500006,0.19921875,0.8811274509803925,sub-NORB00070
O1,0.17535807291666666,0.2310763888888889,0.7588749060856498,sub-NORB00070
O2,0.16631944444444446,0.21918402777777776,0.7588118811881189,sub-NORB00070
F7,0.18193359374999998,0.20628616898148147,0.8819476101974261,sub-NORB00070
F8,0.16815321180555554,0.19921875,0.8440631808278866,sub-NORB00070
T3,0.1705891927083333,0.21239872685185188,0.8031554390027925,sub-NORB00070
T4,0.15753743595340589,0.20230758101851853,0.7787025832659501,sub-NORB00070
T5,0.16833767361111113,0.2318287037037037,0.7261295556665003,sub-NORB00070
T6,0.1654351128472222,0.20144675925925926,0.8212349181269749,sub-NORB00070
FZ,0.16854926215277782,0.21381655092592594,0.788289126463225,sub-NORB00070
CZ,0.16685897566060212,0.19811921296296295,0.8422150137038718,sub-NORB00070
PZ,0.1791937934027778,0.1984519675925926,0.9029580083108553,sub-NORB00070
Fp1,0.16208767361111115,0.3041449652777778,0.5329290046378881,sub-NORB00074
Fp2,0.1286892361111111,0.161181640625,0.798411255848396,sub-NORB00074
F3,0.1599392361111111,0.16873914930555556,0.9478490129252137,sub-NORB00074
F4,0.1460503472222222,0.16841905381944441,0.8671842283284478,sub-NORB00074
C3,0.12239583333333333,0.1628363715277778,0.7516492303591655,sub-NORB00074
C4,0.1521267361111111,0.16367187499999997,0.9294616812516575,sub-NORB00074
P3,0.07486979166666667,0.17881401909722222,0.41870202372644805,sub-NORB00074
P4,0.11480034722222222,0.167236328125,0.686455798864558,sub-NORB00074
