Channel,Participation_Coefficient
Fp1,0.44833326147511654
Fp2,0.4437699837414766
F3,0.4443409658811347
F4,0.4222890070325169
C3,0.49833403957465916
C4,0.49989081587222217
P3,0.4381671996509512
P4,0.4620511616427364
O1,0.4224586863348647
O2,0.4163059929126741
F7,0.4765849569260032
F8,0.4551494549443422
T3,0.4981032331771379
T4,0.49979761834317693
T5,0.3771799347336817
T6,0.25262369311252386
FZ,0.4442090627609625
CZ,0.4630855295203372
PZ,0.4902555939272488
