window_idx,start_time,n_connections,mean_strength,max_strength
0,0.0,151,4.783686014779397,66.58200956513325
1,7.0,243,8.162507598866748,157.96869719728306
2,14.0,296,12.407504195323499,83.84663648660684
3,21.0,291,13.421327067501926,72.42074213139168
4,28.0,302,15.080317312133975,129.2497053904368
5,35.0,286,13.914469936513342,94.80043264080192
6,42.0,299,11.585071474232937,117.54982271417678
7,49.0,271,11.070395810805259,115.40354013203915
8,56.0,275,9.620681650421568,47.82426983713295
9,63.0,283,8.378352182588543,55.208484761616724
10,70.0,151,4.811355353939329,55.86672109338864
11,77.0,231,6.901351191818275,48.85510630658395
12,84.0,258,10.36330409347313,70.96794052349122
13,91.0,192,5.80512772173397,75.61498326208786
14,98.0,223,8.43991672165329,65.45347168035984
15,105.0,259,11.456352390156647,143.4714810345694
16,112.0,309,13.880568179287097,60.9226409680748
17,119.0,215,9.955640845229476,100.25777112010829
18,126.0,152,3.9482522788124,35.73868679496272
19,133.0,252,7.877585746167739,63.28291579788765
20,140.0,300,16.022357099321933,85.24355581959605
21,147.0,287,13.626368663089815,110.24492564300036
22,154.0,282,15.695072877791977,83.89800095205803
23,161.0,285,16.121831918799614,117.09820644837015
24,168.0,307,18.305244291217775,126.21815894943688
25,175.0,298,20.63239462253178,183.5217244296405
26,182.0,297,31.498042377417413,245.03387068553138
27,189.0,194,6.185599717726793,47.12676682856361
28,196.0,198,6.4361328801038775,40.401058072706235
29,203.0,265,10.950279237935423,59.28315702132641
30,210.0,297,16.465337470919575,136.94822597390507
31,217.0,293,21.413344722261794,104.16209607275822
32,224.0,320,26.149941358393207,153.25136694374157
33,231.0,300,12.747898872415519,88.53546822178853
34,238.0,258,10.84330951122573,115.34826795711292
35,245.0,290,15.240003382734491,98.36299065775422
36,252.0,298,13.745536659198367,107.19884731710694
37,259.0,302,15.575386983174084,80.55088907426158
38,266.0,269,8.790113129530782,73.27617918638236
39,273.0,319,24.807005035270144,156.95961419336942
40,280.0,280,8.269904888673958,38.37687784155479
41,287.0,264,8.140359335665075,40.92661340824825
42,294.0,238,8.134275371139902,67.35036715241519
43,301.0,319,20.919924596813445,92.21657371568905
44,308.0,263,6.949641205821175,45.545818286907725
45,315.0,219,6.290540296721187,47.33994647728052
46,322.0,251,8.647188089223055,44.06120617662476
47,329.0,228,9.728495313536845,93.6415990688962
48,336.0,244,12.847351102660806,82.96882452752979
49,343.0,141,5.282842588749298,59.83280860784975
50,350.0,180,6.332763929019966,68.83955440832521
51,357.0,195,7.6287699088793035,50.37313859723041
