window_idx,start_time,n_connections,mean_strength,max_strength
0,0.0,170,5.326041737022019,33.84036136384284
1,7.0,203,6.255117822714494,49.77930721546268
2,14.0,237,6.726469023708791,40.491501186043024
3,21.0,212,6.1833446882010055,25.969519926304425
4,28.0,203,6.008278785870963,42.80314225768183
5,35.0,184,5.395282218320018,30.632221678313847
6,42.0,201,5.990760825785735,48.686316419771934
7,49.0,263,8.585604877175284,43.45023712042221
8,56.0,202,7.52103583708864,113.27835709872501
9,63.0,271,10.252525529545313,76.54197684734798
10,70.0,197,5.666584657167432,40.658183341014386
11,77.0,242,7.4314760591598965,40.50511254876342
12,84.0,237,11.990817556135344,114.8789092630191
13,91.0,172,6.605858693390275,62.32602100404325
14,98.0,174,5.396025738546578,40.16804544789552
15,105.0,264,10.815748962892025,66.12151653716158
16,112.0,192,5.9831623058518,38.65635324192445
17,119.0,215,7.183171958096128,43.49393751530404
18,126.0,194,6.335907160369775,35.54849612281568
19,133.0,180,6.499777797788537,60.042222296131975
20,140.0,214,6.589325695269303,39.81792782172419
21,147.0,178,5.720807879242995,41.98954302630219
22,154.0,230,7.563763358089695,40.153562385889835
23,161.0,178,5.3645894889434205,33.49662727283294
24,168.0,224,6.832558707662269,40.43764982534334
25,175.0,207,6.383239932294113,51.697303219239174
26,182.0,193,5.524398830477251,44.18604470834851
27,189.0,157,5.243039968322894,62.21836514237943
28,196.0,187,6.089971175082123,50.05925930160012
29,203.0,175,6.473124103232738,81.3768760151903
30,210.0,193,5.619646972832903,38.25103580315431
31,217.0,202,5.978785553881884,33.69881869016856
32,224.0,240,9.243455839396274,64.25564317120727
33,231.0,205,8.28255210364425,80.0614495673496
34,238.0,189,5.626002601369134,47.077291023597866
35,245.0,179,5.4436904191530635,35.177340346427414
36,252.0,199,7.944479568412052,59.543760213355995
37,259.0,194,6.220126246799167,54.08574820772385
38,266.0,212,7.606083640735713,41.0355670786447
39,273.0,176,7.126154437288315,55.07797668055554
40,280.0,174,4.990414992199898,29.60841098555561
41,287.0,179,4.75187415588451,31.87262882028589
42,294.0,242,7.9309489548777785,41.385186862558456
43,301.0,247,9.687446495954127,64.23495185345922
44,308.0,301,16.745008543191325,71.1989167411772
