window_idx,start_time,n_connections,mean_strength,max_strength
0,0.0,210,9.850304617538576,172.47946183173576
1,7.0,306,29.94971261625595,137.90303966591154
2,14.0,207,7.409562226854688,142.9068026236704
3,21.0,254,12.200188525252832,116.63666953487366
4,28.0,239,11.06053736972765,214.5271723607646
5,35.0,261,18.085463846599563,316.99463012516065
6,42.0,267,18.779114199283676,179.7685995797122
7,49.0,304,14.608514498679769,194.69884356754775
8,56.0,309,12.861850324662566,169.29405367345439
9,63.0,222,11.396989957355924,145.0485821418051
10,70.0,255,10.389964993800024,174.56225222480748
11,77.0,276,12.60814784234737,180.8095275173588
12,84.0,264,11.43980639324323,161.59986094247702
13,91.0,257,11.1667505755955,144.63559580911084
14,98.0,255,12.076258067892692,180.78357359175234
15,105.0,279,16.676532040161064,262.4240493975576
16,112.0,260,18.195960550771847,239.02835717801017
17,119.0,182,7.700608566210688,230.79981050542267
18,126.0,263,11.195702627413025,299.30830992330897
19,133.0,234,15.780115772152353,284.48574295033205
20,140.0,213,7.361290939310014,152.08443971895758
21,147.0,215,9.080524887792365,228.38594123299035
22,154.0,207,8.363866572349433,182.493387807385
23,161.0,221,9.401073263739118,259.63246392692014
24,168.0,188,6.164258463704321,101.7685201502707
25,175.0,265,10.766953608616227,104.13134435350086
26,182.0,284,18.23115117935963,108.26356184910944
27,189.0,263,10.525884456715993,180.45706421666554
28,196.0,278,12.477122046510603,226.34778152710817
29,203.0,238,10.004256349911177,214.02232435657936
30,210.0,255,12.515449998058166,167.37365352859308
31,217.0,249,11.494547172722417,82.42000744970889
32,224.0,169,6.124427514813936,137.48223816256234
33,231.0,262,12.214742670924254,158.78130499644024
34,238.0,210,9.146458083108463,144.91203605049634
35,245.0,222,11.370613706845141,369.2810569731681
36,252.0,171,7.393176719332717,253.93120936386643
37,259.0,240,9.975483901755172,122.26111212583682
38,266.0,239,10.480545848749733,131.19752811771662
39,273.0,140,5.146898487665626,113.61292262443371
40,280.0,190,7.231595489375977,169.28683402558053
41,287.0,219,11.854517635359299,139.64679615254295
42,294.0,234,11.5523620689118,127.46734293213204
43,301.0,193,6.6120004626813484,127.14470566186183
44,308.0,236,10.853404375887084,262.10112408149973
