Source,Target,F-stat,p-value
F3,FZ,3704.2412754285538,0.0
FZ,F3,3143.4636258676824,0.0
F3,Fp1,2319.9903219451658,0.0
FZ,Fp1,1957.2851508772023,0.0
F3,Fp2,1836.0660974620696,0.0
F4,Fp1,1177.0045688466778,0.0
FZ,Fp2,1169.3382865830963,0.0
Fp2,Fp1,1126.4535902132998,0.0
F4,Fp2,753.7717230622827,1.3177e-320
C3,Fp1,552.9579672075531,8.143181441421906e-237
Fp2,F3,519.0744823594624,5.4440333290891316e-114
T5,F3,505.06567842796954,1.1074893015167812e-216
F7,Fp1,499.11261042239846,3.5566824258206202e-214
PZ,CZ,466.4295924114433,1.0399429519264716e-102
T6,T4,437.41355353055224,1.7526695131147728e-96
T5,FZ,426.52196515522184,1.55004434005069e-183
F8,Fp1,421.0928970091938,3.071166721709986e-181
P4,T4,412.8862226017495,3.252434927108265e-91
PZ,T6,408.33354400091446,3.094921609748617e-90
T3,F3,401.1483496567272,8.552145957272798e-173
T3,FZ,373.77822950401276,3.44875497266303e-161
T6,F3,371.9605056662808,2.0375478433490872e-160
CZ,Fp1,358.5749600553952,9.831020668474097e-155
T4,P4,353.44301253380456,1.997906729751731e-78
T3,T6,350.5710515748708,2.4732826497632245e-151
PZ,C4,346.9725543108284,4.947106757950915e-77
P4,C4,343.9676052443965,2.1966221944205266e-76
T4,T6,326.28750231280634,1.420425429356349e-72
T5,F4,325.1076955729467,1.6716624100770694e-140
T5,F8,324.3541941609739,3.498478508241077e-140
PZ,T4,323.59569890003104,5.405420448740103e-72
T5,Fp2,321.0813493860642,8.65265576206558e-139
T6,FZ,314.2768709412494,6.835221182382255e-136
PZ,P4,313.7145203054254,7.310847540574442e-70
T6,PZ,309.2859720490205,6.597520446786043e-69
T5,F7,303.6019960489368,2.415198789692971e-131
O2,T4,302.42776872648113,1.99210095192385e-67
Fp2,T6,301.82755639802747,1.378065408503463e-130
C4,Fp1,299.2242018823557,1.7743653599228853e-129
F7,T6,298.9379873856193,2.3499740174366832e-129
T6,F4,291.72106691130244,2.8087656836804886e-126
T4,O2,286.2378521385049,6.231897968494082e-64
F8,FZ,277.45510266992886,4.917881276033859e-62
T3,T4,272.73220031017587,3.566983854117405e-118
T3,F4,272.5451198351772,4.287336832954081e-118
PZ,P3,269.60034109709096,2.4496201800665187e-60
P4,F4,268.17417277637423,4.981270627359644e-60
P4,T6,266.5519975025394,1.1167831864150945e-59
T6,F7,257.0413921744749,1.801899884365748e-111
FZ,T6,250.2641215898173,1.4227176293515586e-108
F4,F8,242.99876392062387,1.821856602586414e-105
T3,F8,241.50838182410692,7.909023452228227e-105
T3,C3,238.15841359831762,2.1453841837720091e-103
T4,F3,235.2180398729873,3.889323065181321e-102
O2,T6,234.95176009092242,7.646969057996053e-53
T4,PZ,231.718648145503,3.83203690058806e-52
Fp2,F8,228.8735591116452,1.582918901191422e-51
CZ,PZ,226.75101221761557,4.5613869821744116e-51
F4,T6,226.5054410274585,2.088700931828441e-98
T5,T4,225.26884354932085,7.070427179693413e-98
P3,T4,224.93116872210135,1.1303775686187634e-50
T4,FZ,222.2412442773805,1.400157726495798e-96
C4,P4,221.82413241412885,5.323574290251721e-50
P4,PZ,219.04598826886752,2.1283137463507965e-49
Fp1,T6,214.6654604307666,2.4658832645234357e-93
T3,Fp2,214.2359675124753,3.767310406643161e-93
T5,T6,213.04823259817223,1.216353389146877e-92
T6,O2,212.97993370511594,4.389667119307179e-48
T5,C3,209.91880527459455,2.669434072216503e-91
F3,T6,206.79015785380062,5.857378426839061e-90
T6,P4,204.9088921201411,2.4655921850439042e-46
F4,FZ,203.84749129646644,4.188402546496645e-46
F3,F4,203.11828652686154,2.198890246709791e-88
P4,O2,201.94876401325703,6.978632563914122e-88
F3,F8,201.38582420424132,1.2167691416864573e-87
F3,CZ,199.98577462215465,2.8803002655591924e-45
C4,F4,196.8987704213364,1.3457499378907053e-44
T6,F8,191.02683360653046,3.384919859378217e-83
C4,PZ,188.01644661634776,1.1378008801707548e-42
FZ,T5,187.44290412388546,1.1690461670150543e-81
P3,C3,187.1392962594043,1.7637046843385117e-42
T6,T3,184.0777773816894,3.2547018623425936e-80
Fp1,CZ,183.29809922713073,1.2027095266521762e-41
F8,Fp2,182.68384542621288,1.2912992537041996e-79
T4,F4,180.78727690063062,8.422549897162711e-79
F8,F4,179.02165602508563,1.0199823290878835e-40
T3,C4,178.38883007982173,9.026336929316363e-78
P3,CZ,177.26963028726092,2.4492558719644922e-40
PZ,O1,174.64125866280335,3.675342198304105e-76
Fp2,T5,172.0766969054017,4.646563630343539e-75
P3,PZ,171.2579651799436,4.951615233228111e-39
T5,Fp1,168.61482186185137,1.428115802855453e-73
P3,C4,165.56735242031914,8.534784835086294e-38
C3,T6,164.77210496380076,6.403580303546351e-72
F4,T5,160.98640140049412,2.716196257090054e-70
P3,O1,159.4997922878025,1.183542725759657e-69
T6,Fp2,157.66295954854502,7.295912715876692e-69
P4,CZ,157.12657513427976,5.835210232386384e-36
T3,CZ,154.84154027221078,1.1927608140485214e-67
T3,P4,153.97753769073444,2.8067100108047462e-67
Fp2,P3,150.22583447021253,1.153971192299775e-65
F8,T6,149.5249336408684,2.310823760305953e-65
T6,C3,149.41687743276043,2.571938636297881e-65
T4,T3,148.5576154702352,6.025453927585805e-65
CZ,T6,147.74678555403477,1.3455421531895231e-64
T3,F7,146.61858791590657,4.115288040182853e-64
F3,T5,145.4251181985139,1.3428545085642798e-63
T5,C4,145.3942726086199,1.384536331497326e-63
Fp1,T3,143.55342443462544,5.2350161944635583e-33
T3,PZ,143.4192655416868,9.803139689732454e-63
PZ,T3,142.84426765927475,7.469291424375253e-33
FZ,F8,140.63453442833813,1.5492278638583993e-61
O2,C4,138.26441658071317,7.419587702894127e-32
P4,F8,137.49312836697902,1.0922869427309666e-31
P3,F3,135.75128832927388,1.962085275241522e-59
F3,F7,135.28992154091043,3.100299743701989e-59
O1,F3,134.77904633375155,5.145371389549621e-59
O2,T3,133.42353904882512,1.9733858497065393e-58
T3,O2,132.76475836116109,3.792765737608548e-58
PZ,T5,132.49508484992953,1.3396155813664098e-30
C3,CZ,131.5983763240517,2.1006065008275092e-30
T3,P3,130.85037857399053,2.5325964677132605e-57
Fp1,P3,128.11725531411273,3.810794011911548e-56
O2,F3,127.59426669387707,6.402440377712715e-56
PZ,C3,127.0516057630659,1.0968801284882991e-55
