Source,Target,F-stat,p-value
F3,FZ,2098.143716623365,0.0
F3,F4,1934.5576837783635,0.0
FZ,F3,1542.5668359021079,0.0
F3,Fp2,1182.961036929325,0.0
F3,Fp1,1012.7730738467519,0.0
F8,FZ,922.4714341973271,4.3255206899662934e-200
FZ,F4,921.4826478254936,0.0
F8,F4,894.811785929382,0.0
Fp1,FZ,881.1187643732853,2.546163812831578e-191
Fp1,F4,864.4842662617853,0.0
Fp2,F4,835.9995302483495,0.0
Fp1,C4,802.1148947193093,0.0
F7,C4,799.0572353727105,0.0
F8,C4,774.1130437439049,0.0
C3,C4,750.3530422424973,5.448e-320
F7,FZ,706.9956639002878,2.798259931003918e-154
F4,C4,673.7104305124745,5.6878176294530624e-288
T3,C4,650.2861990840275,3.6899942486856445e-278
Fp2,FZ,639.805222290583,6.17159528753458e-140
T4,C4,630.8633619458782,5.156204658440453e-270
F7,F4,629.3309549542142,2.2663819166287608e-269
F3,C4,628.4751890632893,5.181294330085552e-269
Fp2,C4,626.794753909478,2.628134152076365e-268
F8,T4,620.6699156937847,9.784261241760679e-266
F8,C3,620.2719926590105,1.4374216166595104e-265
Fp1,C3,604.210902678642,8.004545226110172e-259
F7,C3,596.5723305907426,1.2990506939532412e-255
F4,FZ,592.4310687899311,8.333369621105777e-130
C4,F4,587.6679308327209,7.204014978642566e-252
T4,C3,562.907480138598,1.895848190864573e-241
P3,C4,550.8994093471514,2.169235732865969e-236
PZ,C4,548.9874103566971,1.3869315285444812e-235
C3,F4,537.2094111823952,1.2803628716913266e-230
F4,C3,524.1749098707505,4.03642806831453e-225
P4,C3,492.28920346326476,1.1842891443012747e-211
Fp2,C3,492.178223886057,1.3193875284577672e-211
F3,C3,482.0712903355784,2.477869045470011e-207
P4,C4,482.04885212440416,2.5326135379995026e-207
PZ,C3,481.4570892138883,4.506796731551342e-207
Fp1,F7,456.39638818585894,1.8247493906004784e-196
P4,T4,455.39203288248297,4.859734707376613e-196
P3,C3,451.26207248262915,2.7299891633616825e-194
C4,C3,446.4550566669015,2.9717974540492207e-192
T3,C3,444.8819570913202,1.3794244589645479e-191
P3,T3,442.24214784879507,1.362223594755017e-97
FZ,Fp1,442.0571015695044,2.172765566018447e-190
T5,C4,439.01949365510455,4.2141268828954245e-189
F7,T4,423.46240778603084,1.6709141621575838e-182
Fp1,CZ,423.45423987980007,1.684301625885765e-182
F8,Fp2,419.0397670303523,1.2582058302102924e-180
FZ,C4,417.26593613647265,7.12235328030502e-180
F4,Fp2,417.10549265493194,8.331525860882362e-180
Fp2,T4,416.6827193625197,1.2594345958637491e-179
T6,C4,416.24818058476535,1.9258611974056594e-179
F7,Fp1,413.38428062191014,3.1650315040508795e-178
F3,F8,410.2147975733752,7.015757037591987e-177
FZ,Fp2,406.8283137224529,1.9238054374670745e-175
Fp1,T4,402.3964542966102,1.4674770848928827e-173
F3,F7,397.6959076053236,1.457473424936105e-171
T6,C3,395.6474966734343,1.0815051286824837e-170
Fp2,Fp1,393.9460077238697,5.716276595638429e-170
F3,T4,390.00043528094363,2.71723583640944e-168
Fp1,T3,379.7319669285969,6.313838220264761e-164
F8,Fp1,375.7461225369986,3.131389035135461e-162
Fp1,Fp2,369.8537455618205,1.006535512622031e-159
T6,T4,366.00193700161316,4.386657173889085e-158
T3,CZ,359.96133969083223,1.635554871176632e-155
F8,F7,347.94557247165693,2.144824403274921e-150
T5,C3,346.53456978772715,8.56214396928631e-150
FZ,F8,342.1349651469988,4.929701310910407e-76
Fp1,PZ,339.2543950347458,1.0844430627735285e-146
O1,C4,335.3760697178398,4.881493929251205e-145
F7,CZ,330.1193043245643,8.513180869439243e-143
Fp1,P4,328.1510718792557,5.882094018966602e-142
Fp2,CZ,326.6088820972047,2.675039871467342e-141
O2,C4,322.6060329149962,1.3644100124566403e-139
F7,T3,322.42473172569925,1.6304098118467278e-139
F8,T3,320.20273862016813,1.4466684883732155e-138
Fp2,F8,319.70685707458455,2.3548634085783945e-138
P4,F4,319.1181352268897,4.1993838447592506e-138
F8,CZ,316.9566176757897,3.5125240364545913e-137
Fp1,F8,316.2325064436951,7.155832529861813e-137
T3,T4,312.2473819738079,3.594810612814255e-135
F4,Fp1,310.0186988559385,3.214633962015402e-134
CZ,F4,308.15430021189724,2.009823723668825e-133
P3,F4,305.7429618158813,2.151923744126528e-132
O1,T3,303.4567162187143,1.1033373103691302e-67
PZ,CZ,301.88037706227544,9.604554203946098e-131
O1,C3,298.92659661815895,1.7547943739245954e-129
T4,F4,298.07944675210507,4.0377167529253414e-129
F7,PZ,296.2947372761966,2.3368656166376764e-128
O2,C3,294.2445779971118,1.7564428046343715e-127
P3,CZ,292.5191237948973,9.593323639336903e-127
Fp2,F7,292.00852798902815,1.5855296766509848e-126
F7,Fp2,290.5087873675205,6.936335747411183e-126
PZ,F4,285.6502171256776,8.2781985062589e-124
F7,P4,283.0594833797106,1.0606592184582078e-122
F4,T4,280.67281234850407,1.1120134587566317e-121
Fp2,P4,279.1715097068161,4.876759443618789e-121
Fp2,PZ,278.9505243727811,6.062316095599919e-121
T4,CZ,277.4729226149396,2.5976671147409373e-120
F8,PZ,274.8108365658165,3.574711460016769e-119
F8,P4,271.12297403098734,1.3518525407605068e-117
Fp1,P3,268.19627071954767,2.4166633297019428e-116
P3,T4,267.06229016737274,7.38722254610009e-116
P4,P3,266.7592915447201,9.957462511554109e-116
C3,F7,265.998574126254,2.1071976040222817e-115
F7,F8,264.0667627880328,1.4141780259423268e-114
T5,CZ,263.3229150871215,2.9436617045698924e-114
T3,FZ,262.19295452174816,8.965234562325766e-114
C3,T4,260.65501244566946,4.082421871621813e-113
PZ,T4,258.7430913378411,2.688084513530825e-112
T4,T3,257.125194063025,1.3248248304396336e-111
F3,T3,255.43577640163406,7.007474929269862e-111
P4,CZ,253.47414184460897,4.8485406737214093e-110
F3,CZ,252.91937118403854,8.379192303598924e-110
Fp2,T3,251.81766004444125,2.4834325923865155e-109
