,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ,25+,26+,27+
Fp1,1.0,0.8760616768961719,0.9029833073621643,0.7967520294726883,0.6840587855568988,0.6459013186846978,0.2921345023044795,0.25294909140904515,0.0015352020239787047,-0.005934134107755758,0.8812686891058087,0.7553339623506671,0.4405853851933609,0.32351654973882177,0.0473525616554131,-0.040409071421583044,0.862052034753326,0.6211121164356989,0.38408655326504837,-0.004987984400071939,0.007946184211769616,0.0016070718304313407
Fp2,0.8760616768961719,1.0,0.7977257489887569,0.8782569251692031,0.6170900588881512,0.6781686408070693,0.26047000277330984,0.26861664702858135,-0.027679214529792245,-0.025411427974394763,0.7416375790542633,0.8889958490259073,0.3494146661722248,0.39442291272694835,-0.0022893947847539634,-0.008536502740869424,0.8508658283999274,0.6020244889600633,0.33064728413178285,0.002890571006100769,0.04189460837272922,-0.0010964464460531296
F3,0.9029833073621643,0.7977257489887569,1.0,0.8043369273537393,0.8186717131026026,0.7359291503093737,0.37562946891387317,0.32566765220357247,0.059332328186750036,0.052275990315132734,0.8654331910900263,0.7311028769419141,0.49314262403166764,0.3636391650659368,0.09846305574262416,0.023089737721881498,0.9199797164945166,0.7315682646542492,0.45449597900154665,-0.003556476601808573,0.013281583969453479,-0.002202903649287614
F4,0.7967520294726883,0.8782569251692031,0.8043369273537393,1.0,0.6687149720929855,0.7913821236612048,0.3213754317746473,0.34299468949507556,0.03982985074743143,0.04940602915242382,0.7134616082056524,0.8546082215414417,0.40074218821387153,0.470253519150465,0.06979488208192798,0.09147080025535419,0.8775492560520647,0.6636550250238543,0.4119569462034203,0.00019663122205880733,0.05950243687681064,-0.0013249398568128074
C3,0.6840587855568988,0.6170900588881512,0.8186717131026026,0.6687149720929855,1.0,0.8009009666279604,0.6157187780135167,0.4913798114986362,0.16223614588054588,0.16415744476939909,0.6875462218256746,0.6148121864268961,0.6474128680137101,0.4193299563479358,0.2571129157157938,0.09966531413759828,0.7603354638060925,0.8542162668893962,0.646851165723727,-0.006138716530169946,0.006901727011194045,-0.005127587131718383
C4,0.6459013186846978,0.6781686408070693,0.7359291503093737,0.7913821236612048,0.8009009666279604,1.0,0.5119567565262154,0.6288341681432351,0.13793705802604458,0.18416837361920146,0.6160194882759905,0.7344829992725184,0.5251863444063503,0.6255158924734657,0.1874766276247279,0.25852023756108516,0.7756665934450989,0.8202494332120733,0.6340960399672508,-0.0046511729282648975,0.03498034564472018,-0.003309512102953551
P3,0.2921345023044795,0.26047000277330984,0.37562946891387317,0.3213754317746473,0.6157187780135167,0.5119567565262154,1.0,0.7225101294828394,0.5517469583575356,0.5426203281437649,0.3221861374893572,0.28529138389551695,0.6408696769096662,0.36040613242393504,0.7182643939707737,0.3854906381668157,0.34590537779447234,0.45639208333756676,0.805852184282191,-0.012720398672756648,0.005982715052237934,-0.01889077512561559
P4,0.25294909140904515,0.26861664702858135,0.32566765220357247,0.34299468949507556,0.4913798114986362,0.6288341681432351,0.7225101294828394,1.0,0.4023201763988145,0.6060497629712276,0.25738544495952026,0.32671026996245456,0.44835594369906534,0.5482889395677583,0.4306664893310885,0.622964814933006,0.33064568733326094,0.4443177828064752,0.7627880595277525,-0.009832541680906061,0.015689846677276412,-0.018175792971888885
O1,0.0015352020239787047,-0.027679214529792245,0.059332328186750036,0.03982985074743143,0.16223614588054588,0.13793705802604458,0.5517469583575356,0.4023201763988145,1.0,0.802676336024966,0.028724646137574018,-0.014305939084502246,0.22906971845550023,0.06268944980844621,0.624032708342389,0.3161794257161635,0.03311608725714214,0.0777068424287527,0.4439948832566933,-0.006868320017022919,-0.017093761323991777,-0.011185836417739565
O2,-0.005934134107755758,-0.025411427974394763,0.052275990315132734,0.04940602915242382,0.16415744476939909,0.18416837361920146,0.5426203281437649,0.6060497629712276,0.802676336024966,1.0,0.01850387191551275,0.004289850910742159,0.22600040985101874,0.18386023551790293,0.5149891613333222,0.5371054262828285,0.029730007310995607,0.07645273553890103,0.5001415353281767,-0.0023507194700039024,-0.015190785419511615,-0.013478384320885928
F7,0.8812686891058087,0.7416375790542633,0.8654331910900263,0.7134616082056524,0.6875462218256746,0.6160194882759905,0.3221861374893572,0.25738544495952026,0.028724646137574018,0.01850387191551275,1.0,0.7051756313435722,0.5499631365756078,0.3471345310844172,0.10292939061940871,-0.00014830291458523245,0.7443297807205536,0.5632448881977179,0.37427810822753393,-0.0115949612982339,0.02954527205992802,-0.00564700606528422
F8,0.7553339623506671,0.8889958490259073,0.7311028769419141,0.8546082215414417,0.6148121864268961,0.7344829992725184,0.28529138389551695,0.32671026996245456,-0.014305939084502246,0.004289850910742159,0.7051756313435722,1.0,0.3832245911953364,0.5414044714916524,0.014557210990692862,0.06392354986640592,0.7621866663408439,0.5870543070393839,0.354730737664047,0.0001231882791068484,0.036457583659808855,-0.0006409864250125593
T3,0.4405853851933609,0.3494146661722248,0.49314262403166764,0.40074218821387153,0.6474128680137101,0.5251863444063503,0.6408696769096662,0.44835594369906534,0.22906971845550023,0.22600040985101874,0.5499631365756078,0.3832245911953364,1.0,0.47819089394991593,0.5498192571794421,0.28230238158679133,0.4400782892197448,0.42543528931033797,0.544049849242339,-0.015746697161907058,0.002825829603018149,-0.018168863878159365
T4,0.32351654973882177,0.39442291272694835,0.3636391650659368,0.470253519150465,0.4193299563479358,0.6255158924734657,0.36040613242393504,0.5482889395677583,0.06268944980844621,0.18386023551790293,0.3471345310844172,0.5414044714916524,0.47819089394991593,1.0,0.18652970411636155,0.6127869571688628,0.38765875322637755,0.34835061672236534,0.4039284482031251,-0.00796373268772913,0.04377177336475332,-0.008712001593391602
T5,0.0473525616554131,-0.0022893947847539634,0.09846305574262416,0.06979488208192798,0.2571129157157938,0.1874766276247279,0.7182643939707737,0.4306664893310885,0.624032708342389,0.5149891613333222,0.10292939061940871,0.014557210990692862,0.5498192571794421,0.18652970411636155,1.0,0.39439191026634685,0.06616209422364333,0.09467141142884647,0.4557929192451944,-0.013556404065297067,0.0068842200070859515,-0.02070780829173579
