,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ,25+,26+,27+
Fp1,1.0,0.9311227571579342,0.8714283792421295,0.8200032805944568,0.5835686455239514,0.5619724682435361,0.3492873051913969,0.3222523287206445,0.01946154198353018,0.010131130975110108,0.8498971598398397,0.7690834839168101,0.34930150751022093,0.32948525173926485,0.04431173331488397,0.00888418855772967,0.8331980881495326,0.5592470652854256,0.3808340402536675,-0.004671212383190697,0.015192890903644833,0.008136304239326724
Fp2,0.9311227571579342,1.0,0.789474349674223,0.8897139741341045,0.5276289837444021,0.5914363244383973,0.29496340669384274,0.31746074541485514,-0.015945683626132714,-0.01666677933678274,0.736024361623355,0.8652327953630886,0.29789187862272376,0.40995244565046784,0.011689480665704582,0.03984881174646475,0.8372095454309739,0.543026504966135,0.34790742543287684,0.0016179336905584483,0.008750967279063368,0.008611353204489242
F3,0.8714283792421295,0.789474349674223,1.0,0.8422280473183283,0.7588653170215686,0.6837455451031454,0.47699553342823353,0.4457540490823215,0.09798602900174293,0.10561119889153318,0.8496689065209205,0.7288197656225687,0.41661022464007297,0.3362566790650849,0.15315166887583095,0.09654987865469478,0.9188797311432916,0.7234363701429509,0.5162933586093552,-0.006818252286338927,0.008841701518529322,0.007468048756806332
F4,0.8200032805944568,0.8897139741341045,0.8422280473183283,1.0,0.644835716249034,0.7640704419576857,0.3922641119444022,0.44558012168727934,0.03904323985302437,0.05406069874898317,0.6914253508671291,0.9078238112903882,0.34705610782472757,0.47604267457385263,0.09866161381188907,0.1539353213499226,0.9254456897176327,0.6769694942941249,0.4564772447928994,0.0034359191184318775,0.0035017977608228345,0.007632454370084343
C3,0.5835686455239514,0.5276289837444021,0.7588653170215686,0.644835716249034,1.0,0.7892108057934581,0.7771350529021082,0.6574128157661151,0.27481342424326566,0.2578807502531021,0.6151327197736133,0.530484575026384,0.6261706983605488,0.36226597547058853,0.41442750067456546,0.26878578443832296,0.7203644090614022,0.8636849677253458,0.7528688639457675,-0.004881702948358684,0.008695461527198467,0.012725953925663676
C4,0.5619724682435361,0.5914363244383973,0.6837455451031454,0.7640704419576857,0.7892108057934581,1.0,0.6042133298356135,0.7800549035724802,0.17073781667291232,0.24303356998727987,0.5136481069108736,0.6813750685661634,0.44981764667875157,0.5926610312426721,0.2503952966849134,0.45045481319510217,0.7423642188306651,0.8137536333403048,0.7011740606649991,-0.0037527603457791947,0.004660537302017997,0.010715478278883325
P3,0.3492873051913969,0.29496340669384274,0.47699553342823353,0.3922641119444022,0.7771350529021082,0.6042133298356135,1.0,0.7670999728653157,0.6436130850912642,0.5499944564688236,0.3530628030660228,0.2849182776726613,0.513793115832555,0.1715096502371794,0.6555467354396991,0.32152329547961733,0.4395291070977574,0.6490392889440774,0.8606838807660327,-0.003741226645457472,0.009653508231308935,0.009708706798092229
P4,0.3222523287206445,0.31746074541485514,0.4457540490823215,0.44558012168727934,0.6574128157661151,0.7800549035724802,0.7670999728653157,1.0,0.4323889179516373,0.593321131523675,0.29609798792769637,0.37147792974246224,0.38003623101448447,0.4057789529394658,0.40014529459722237,0.625248708636302,0.44650113142888287,0.6390911189507326,0.8353544987302983,-0.0070484651921677004,0.0021960973302225,0.0077279837771227315
O1,0.01946154198353018,-0.015945683626132714,0.09798602900174293,0.03904323985302437,0.27481342424326566,0.17073781667291232,0.6436130850912642,0.4323889179516373,1.0,0.7594264708556138,0.021544692755186702,-0.026898335988742337,0.12803264880411513,-0.11858700142546803,0.6045465787246632,0.1736665563874602,0.06513044218826466,0.20155064454343533,0.47355363347486834,0.0015414210074820433,0.011328811255767162,0.011470312168278669
O2,0.010131130975110108,-0.01666677933678274,0.10561119889153318,0.05406069874898317,0.2578807502531021,0.24303356998727987,0.5499944564688236,0.593321131523675,0.7594264708556138,1.0,0.005497936800902542,0.001955541974881345,0.08334588283866988,-0.006311801843341172,0.4235314497971754,0.43591111408570654,0.07216566008284395,0.21248211861588592,0.48892876641772726,0.004445857683758147,0.006020640956684336,0.008553032173810725
